Date,047_IYG_1d_actual_lnrts,047_IYG_1d_forecast_lnrts,047_IYG_1d_true_label,047_IYG_1d_forecast_label
2016-04-19,0.012522187666407123,-0.005741388536989689,1.0,-1.0
2016-04-20,0.017687185210809725,-0.009291666559875011,1.0,-1.0
2016-04-21,-0.004740066048249946,-0.01007502805441618,-1.0,-1.0
2016-04-22,0.006353567822057295,-0.0034167710691690445,1.0,-1.0
2016-04-25,-0.006585419034925112,-0.0030662035569548607,-1.0,-1.0
2016-04-26,0.008426268830012613,-0.006360596977174282,1.0,-1.0
2016-04-27,0.0019520297737783629,-0.0007168026641011238,1.0,-1.0
2016-04-28,-0.013280382352879285,-0.001024449709802866,-1.0,-1.0
2016-04-29,-0.007936588336950476,0.0020978590473532677,-1.0,1.0
2016-05-02,0.010026969214438904,-0.0002982323057949543,1.0,-1.0
2016-05-03,-0.01932708357246073,-0.0029092254117131233,-1.0,-1.0
2016-05-04,-0.012496375975533302,-0.0023604892194271088,-1.0,-1.0
2016-05-05,-0.0033589148843431336,-0.009578150697052479,-1.0,-1.0
2016-05-06,0.0038377465617025967,-0.0006300988607108593,1.0,-1.0
2016-05-09,-0.0026368785088780817,0.0012376175727695227,-1.0,1.0
2016-05-10,0.015836400078230128,0.0006609151605516672,1.0,1.0
2016-05-11,-0.008422855085704528,0.00029570795595645905,-1.0,1.0
2016-05-12,-0.0019079367436355104,0.0010299598798155785,-1.0,1.0
2016-05-13,-0.014668953153215267,0.00028804317116737366,-1.0,1.0
2016-05-16,0.006519397273000568,0.000918801873922348,1.0,1.0
2016-05-17,-0.004583404401977786,-0.00579357985407114,-1.0,-1.0
2016-05-18,0.028718198202849227,-0.0012069656513631344,1.0,-1.0
2016-05-19,-0.009560459047675699,-0.008925259113311768,-1.0,-1.0
2016-05-20,0.006265880120413243,-0.005534888245165348,1.0,-1.0
2016-05-23,-0.0014151585805341378,-0.0006087902002036572,-1.0,-1.0
2016-05-24,0.018591533896035992,0.003287369618192315,1.0,1.0
2016-05-25,0.01369172760301528,0.0002679887693375349,1.0,1.0
2016-05-26,-0.007110029067038653,-0.004739115945994854,-1.0,-1.0
2016-05-27,0.008822703544014682,-0.0011998219415545464,1.0,-1.0
2016-05-31,-0.002627184143862619,-0.005537002347409725,-1.0,-1.0
2016-06-01,0.0038812152623425526,-0.0071472832933068275,1.0,-1.0
2016-06-02,0.001593835660685544,-0.0027854731306433678,1.0,-1.0
2016-06-03,-0.018599850952962925,-0.0015055839903652668,-1.0,-1.0
2016-06-06,0.010490614214158395,0.0026967558078467846,1.0,1.0
2016-06-07,-0.00528921014291309,-0.006246151402592659,-1.0,-1.0
2016-06-08,0.00161275817554887,-0.005734934471547604,1.0,-1.0
2016-06-09,-0.011111333128523103,-0.0019278144463896751,-1.0,-1.0
2016-06-10,-0.017020091523288743,0.0024687740951776505,-1.0,1.0
2016-06-13,-0.011070919550084487,0.00037930510006845,-1.0,1.0
2016-06-14,-0.02055944506295314,0.001457712845876813,-1.0,1.0
2016-06-15,0.0010990195725390126,0.008800352923572063,1.0,1.0
2016-06-16,-0.0008546197885742875,0.004376837983727455,-1.0,1.0
2016-06-17,-0.0006110990992479135,0.0019163985271006823,-1.0,1.0
2016-06-20,0.0077927007048775795,0.005563916172832251,1.0,1.0
2016-06-21,0.002905287505143938,-0.003688179887831211,1.0,-1.0
2016-06-22,-0.0025523131540858127,0.0008180639706552029,-1.0,1.0
2016-06-23,0.02571001797493133,-9.526871144771576e-05,1.0,-1.0
2016-06-24,-0.0663191265633187,-0.006885545328259468,-1.0,-1.0
2016-06-27,-0.041535105324519955,0.009447962045669556,-1.0,1.0
2016-06-28,0.025951694810744465,0.0038535732310265303,1.0,1.0
2016-06-30,0.03702495788271452,0.0004776453133672476,1.0,1.0
2016-07-01,-0.005722867150603542,-0.0006428598426282406,-1.0,-1.0
2016-07-05,-0.021311030865751986,-0.0025463164784014225,-1.0,-1.0
2016-07-06,0.005212142528415646,0.001411649165675044,1.0,1.0
2016-07-07,0.007201041234148047,0.0014875843189656734,1.0,1.0
2016-07-08,0.020064225100071855,-0.004840533249080181,1.0,-1.0
2016-07-11,0.007253013947830639,-0.008192095905542374,1.0,-1.0
2016-07-12,0.018567360790936856,-0.013324063271284103,1.0,-1.0
2016-07-13,-0.001323482751682365,0.0009742542169988155,-1.0,1.0
2016-07-14,0.01434405097488509,-0.0018242960795760155,1.0,-1.0
2016-07-15,-0.0017817660820864285,-0.005982796661555767,-1.0,-1.0
2016-07-18,0.004862597086347914,0.00030220928601920605,1.0,1.0
2016-07-19,0.0005914805765247337,0.00397683447226882,1.0,1.0
2016-07-20,0.0035411150396040046,-0.0031291190534830093,1.0,-1.0
2016-07-21,-0.0059087801769641644,-0.006337014026939869,-1.0,-1.0
2016-07-22,0.0066155128214325405,-0.0019989698193967342,1.0,-1.0
2016-07-25,-0.003066018553734132,-0.0007826313376426697,-1.0,-1.0
2016-07-26,0.0025948872282757036,-0.0059798527508974075,1.0,-1.0
2016-07-27,0.0025883611016820894,-0.0063705844804644585,1.0,-1.0
2016-07-28,0.0031671793931293047,-0.0049288393929600716,1.0,-1.0
2016-07-29,-0.0036374090357029665,-0.002142717596143484,-1.0,-1.0
2016-08-01,-0.005658315298778545,-0.0056638410314917564,-1.0,-1.0
2016-08-02,-0.007594787531771465,0.0006078360602259636,-1.0,1.0
2016-08-03,0.013253102830549953,0.005830884445458651,1.0,1.0
2016-08-04,0.0010574212549041802,-0.0018140939064323902,1.0,-1.0
2016-08-05,0.024589516687437883,-0.0031724683940410614,1.0,-1.0
2016-08-08,0.0,-0.00810271967202425,0.0,-1.0
2016-08-09,-0.0009170041757023133,-0.007125833071768284,-1.0,-1.0
2016-08-10,-0.010143043717587895,-0.009999032132327557,-1.0,-1.0
2016-08-11,0.004507969860131844,-0.005571839399635792,1.0,-1.0
2016-08-12,-0.0030030775017396553,-0.007312885485589504,-1.0,-1.0
2016-08-15,0.009898746008707203,-0.005405479110777378,1.0,-1.0
2016-08-16,-0.0003435904738092207,-0.003736537415534258,-1.0,-1.0
2016-08-17,0.002860299428369653,-0.0063545238226652145,1.0,-1.0
2016-08-18,0.00011427382759781979,-0.011395977810025215,1.0,-1.0
2016-08-19,0.001483923315155074,-0.0010949089191854,1.0,-1.0
2016-08-22,0.00011399918991694016,0.0016990907024592161,1.0,1.0
2016-08-23,0.0015953847236225812,-0.009027893655002117,1.0,-1.0
2016-08-24,-0.0005695045588652158,-0.01123843528330326,-1.0,-1.0
2016-08-25,0.0014800377727331767,-0.008669841103255749,1.0,-1.0
2016-08-26,0.005672251254949557,-0.0033747865818440914,1.0,-1.0
2016-08-29,0.007887320781886508,-0.00665680505335331,1.0,-1.0
2016-08-30,0.011049871317686522,-0.002752235159277916,1.0,-1.0
2016-08-31,0.0012202702151976328,-0.006801987998187542,1.0,-1.0
2016-09-01,-0.004778605766598758,-0.006297033280134201,-1.0,-1.0
2016-09-02,0.005554330157897583,-0.0026403916999697685,1.0,-1.0
2016-09-06,-0.006222957430444328,-0.0016890442930161953,-1.0,-1.0
2016-09-07,0.0015594017139616834,-0.0007263277657330036,1.0,-1.0
2016-09-08,0.003222392597620252,-0.006285994313657284,1.0,-1.0
2016-09-09,-0.013514446402770983,-0.007474013604223728,-1.0,-1.0
2016-09-12,0.010403287230676914,-0.003798604942858219,1.0,-1.0
2016-09-13,-0.016946631303141276,-0.004643167369067669,-1.0,-1.0
2016-09-14,-0.005675366980043871,-0.0009490675292909145,-1.0,-1.0
2016-09-15,0.007710540217891573,-0.0003735651262104511,1.0,-1.0
2016-09-16,-0.00930547166598883,-0.0013282685540616512,-1.0,-1.0
2016-09-19,0.004550038115354297,-0.0060585178434848785,1.0,-1.0
2016-09-20,0.0018142754265657527,-0.007694710977375507,1.0,-1.0
2016-09-21,0.004746925244593485,-0.005619840696454048,1.0,-1.0
2016-09-22,0.003264470364983658,-0.003968045115470886,1.0,-1.0
2016-09-23,-0.005070237485508341,-0.007720231078565121,-1.0,-1.0
2016-09-26,-0.01828521322341323,-0.007574762217700481,-1.0,-1.0
2016-09-27,0.007931440106562188,-0.005731424316763878,1.0,-1.0
2016-09-28,0.005594671076069646,-0.007562938146293163,1.0,-1.0
2016-09-29,-0.014680892994842437,-0.008608595468103886,-1.0,-1.0
2016-09-30,0.013883513978008365,-0.004096591845154762,1.0,-1.0
2016-10-03,-0.00262419387036515,-0.003735076170414686,-1.0,-1.0
2016-10-04,0.004559443272526668,-0.005017343908548355,1.0,-1.0
2016-10-05,0.016691525466524807,-0.002992052584886551,1.0,-1.0
2016-10-06,0.0005589980889784123,-0.0082972077652812,1.0,-1.0
2016-10-07,-0.0012303279810545347,-0.002935452852398157,-1.0,-1.0
2016-10-10,0.005023737147425901,-0.004168296232819557,1.0,-1.0
2016-10-11,-0.011761623115912539,-0.005082480609416962,-1.0,-1.0
2016-10-12,-0.0003379743497445133,-0.0027235853485763073,-1.0,-1.0
2016-10-13,-0.012247873079107196,-0.005825911648571491,-1.0,-1.0
2016-10-14,0.004894398033512734,-0.005629493854939938,1.0,-1.0
2016-10-17,-0.005236745633012374,-0.0018756622448563576,-1.0,-1.0
2016-10-18,0.008637454777308711,0.002600365784019232,1.0,1.0
2016-10-19,0.011699956111605424,0.0010849898681044579,1.0,1.0
2016-10-20,0.0024575070321363997,-0.0024645300582051277,1.0,-1.0
2016-10-21,0.002674082469668371,-0.0093553327023983,1.0,-1.0
2016-10-24,0.005658786202268156,-0.004664006642997265,1.0,-1.0
2016-10-25,-0.004102240722377329,-0.006471231579780579,-1.0,-1.0
2016-10-26,0.004212894227015678,-0.0029739108867943287,1.0,-1.0
2016-10-27,0.0016581681299435338,-0.003952127881348133,1.0,-1.0
2016-10-28,-0.0037624357552997743,-0.0002806922420859337,-1.0,-1.0
2016-10-31,-0.0007763305298229596,-0.005258538760244846,-1.0,-1.0
2016-11-01,-0.0036680237981825876,0.0004696974065154791,-1.0,1.0
2016-11-02,-0.009398203328987907,8.880114182829857e-05,-1.0,1.0
2016-11-03,0.0007865367861148658,-0.0037045013159513474,1.0,-1.0
2016-11-04,-0.0029245865749738067,-0.007208837196230888,-1.0,-1.0
2016-11-07,0.026567518899819568,-0.005587331019341946,1.0,-1.0
2016-11-08,-0.001207370233407886,-0.007212930358946323,-1.0,-1.0
2016-11-09,0.04183628565931537,-0.0022261268459260464,1.0,-1.0
2016-11-10,0.03304790042481323,-0.00979442335665226,1.0,-1.0
2016-11-11,0.0060958585860316165,-0.005160202272236347,1.0,-1.0
2016-11-14,0.020749504760578373,-0.008552353829145432,1.0,-1.0
2016-11-15,0.0020811017012713207,-0.007238395512104034,1.0,-1.0
2016-11-16,-0.012251779947007711,-0.006346104666590691,-1.0,-1.0
2016-11-17,0.013043469805099404,-0.008491714484989643,1.0,-1.0
2016-11-18,0.0008899162261507411,-0.009106099605560303,1.0,-1.0
2016-11-21,0.0037485929575081824,-0.007436802610754967,1.0,-1.0
2016-11-22,0.000492218834171883,-0.007339471019804478,1.0,-1.0
2016-11-23,0.004810700053178196,-0.002903907559812069,1.0,-1.0
2016-11-25,0.0032269963621007806,-0.00855486560612917,1.0,-1.0
2016-11-28,-0.015446270415817857,-0.013912033289670944,-1.0,-1.0
2016-11-29,0.0026733713667706055,-0.0070798639208078384,1.0,-1.0
2016-11-30,0.013553617895849182,-0.007241067476570606,1.0,-1.0
2016-12-01,0.01356481365998807,-0.007635434158146381,1.0,-1.0
2016-12-02,-0.008796249312933857,-0.007175656966865063,-1.0,-1.0
2016-12-05,0.014936516219218416,-0.003773811738938093,1.0,-1.0
2016-12-06,0.009424556908754666,-0.005606208927929401,1.0,-1.0
2016-12-07,0.01635220013762445,-0.006724048405885696,1.0,-1.0
2016-12-08,0.011676606785678634,-0.00904867798089981,1.0,-1.0
2016-12-09,0.0007367770365840851,-0.010846031829714775,1.0,-1.0
2016-12-12,-0.013905841666660663,-0.014961179345846176,-1.0,-1.0
2016-12-13,0.0021447230370386394,-0.01031225360929966,1.0,-1.0
2016-12-14,-0.0045748915094255506,-0.011798856779932976,-1.0,-1.0
2016-12-15,0.011259591537443017,-0.010368583723902702,1.0,-1.0
2016-12-16,-0.009669971050692118,-0.012588383629918098,-1.0,-1.0
2016-12-19,0.00028016398764064667,-0.006905958987772465,1.0,-1.0
2016-12-20,0.013176537238100536,-0.012689804658293724,1.0,-1.0
2016-12-21,-0.0032165248857010764,-0.010292072780430317,-1.0,-1.0
2016-12-22,-0.003254780578109995,-0.011561153456568718,-1.0,-1.0
2016-12-23,0.002790475979475093,-0.00798449944704771,1.0,-1.0
2016-12-27,0.0025047675520811492,-0.011196620762348175,1.0,-1.0
2016-12-28,-0.010524949165835162,-0.00807394552975893,-1.0,-1.0
2016-12-29,-0.007801918579264159,-0.009356112219393253,-1.0,-1.0
2016-12-30,0.0027329079111673735,-0.009149027056992054,1.0,-1.0
