Date,00633L_ETF_1d_actual_lnrts,00633L_ETF_1d_forecast_lnrts,00633L_ETF_1d_true_label,00633L_ETF_1d_forecast_label
2016-06-04,0.0003352891900648109,-0.004613736644387245,1.0,-1.0
2016-06-07,0.011001944613098218,-0.002098575234413147,1.0,-1.0
2016-06-13,-0.013351333174864113,-0.0037124324589967728,-1.0,-1.0
2016-06-14,-0.003028775662160704,-0.004531277343630791,-1.0,-1.0
2016-06-16,0.003364740724954604,-0.0035832133144140244,1.0,-1.0
2016-06-17,0.007696206634470283,-0.0029663126915693283,1.0,-1.0
2016-06-20,-0.0010005003335835344,-0.0028110211715102196,-1.0,-1.0
2016-06-21,0.009960241705055434,1.3805925846099854e-05,1.0,1.0
2016-06-24,-0.008626463581351454,-0.006731778383255005,-1.0,-1.0
2016-06-27,-0.015108563372274767,-0.005505775101482868,-1.0,-1.0
2016-06-30,0.02999225138701477,-0.0029370011761784554,1.0,-1.0
2016-07-05,0.012398201228113054,-0.007450203411281109,1.0,-1.0
2016-07-06,-0.016675226994639053,-0.009805567562580109,-1.0,-1.0
2016-07-07,0.008208878800426407,-0.004360814578831196,1.0,-1.0
2016-07-11,0.02135312447056906,-0.0025067422538995743,1.0,-1.0
2016-07-12,0.006381642589520611,-0.0059109702706336975,1.0,-1.0
2016-07-13,0.0003180155854435648,-0.009242195636034012,1.0,-1.0
2016-07-14,-0.0003180155854436472,-0.0043574124574661255,-1.0,-1.0
2016-07-15,0.011385322225125429,-0.005512244068086147,1.0,-1.0
2016-07-18,0.006269613013595395,-0.009317083284258842,1.0,-1.0
2016-07-19,0.002496880198587146,-0.007520588114857674,1.0,-1.0
2016-07-20,0.00031167212345197253,-0.008110737428069115,1.0,-1.0
2016-07-21,0.004663462516661976,-0.005940048955380917,1.0,-1.0
2016-07-25,-0.010601907847628784,-0.005770018324255943,-1.0,-1.0
2016-07-26,0.009360442759563893,-0.004201037809252739,1.0,-1.0
2016-07-27,0.010503649240528996,-0.003366369754076004,1.0,-1.0
2016-07-28,-0.004311678992608016,-0.005709121003746986,-1.0,-1.0
2016-08-01,-0.003091192569672858,-0.006506458856165409,-1.0,-1.0
2016-08-03,-0.00558834115004993,-0.007056139409542084,-1.0,-1.0
2016-08-04,0.0009335616050675845,-0.007232898846268654,1.0,-1.0
2016-08-08,0.01757406105091791,-0.0077124712988734245,1.0,-1.0
2016-08-09,0.005790051220702173,-0.00876155961304903,1.0,-1.0
2016-08-15,-0.010999194300670258,-0.00890935305505991,-1.0,-1.0
2016-08-16,-0.0046189458562945285,-0.0077616069465875626,-1.0,-1.0
2016-08-17,0.0015420203518154184,-0.007004236802458763,1.0,-1.0
2016-08-18,0.005225154042768668,-0.007745811715722084,1.0,-1.0
2016-08-22,-0.022319587402068894,-0.009856795892119408,-1.0,-1.0
2016-08-23,0.013389581946542864,-0.008452629670500755,1.0,-1.0
2016-08-24,-0.005272147426576102,-0.006002073176205158,-1.0,-1.0
2016-08-26,0.01665163359244238,-0.007135425694286823,1.0,-1.0
2016-08-29,-0.01571923259249111,-0.007471348159015179,-1.0,-1.0
2016-09-01,-0.0003107037464795568,-0.008677557110786438,-1.0,-1.0
2016-09-05,0.00897144455051734,-0.007203186862170696,1.0,-1.0
2016-09-06,0.01649395975034711,-0.0073565952479839325,1.0,-1.0
2016-09-07,0.003628670446702977,-0.012434536591172218,1.0,-1.0
2016-09-09,-0.015207105706575283,-0.009006444364786148,-1.0,-1.0
2016-09-10,-0.01388696904099223,-0.003862466663122177,-1.0,-1.0
2016-09-12,-0.006234434158428942,-0.003753628581762314,-1.0,-1.0
2016-09-13,0.003433747715957463,-0.008912966586649418,1.0,-1.0
2016-09-14,-0.0021837475531968444,-0.009317027404904366,-1.0,-1.0
2016-09-20,0.031055531834129547,-0.005738639272749424,1.0,-1.0
2016-09-21,0.0,-0.009793116711080074,0.0,-1.0
2016-09-22,0.0,-0.010423427447676659,0.0,-1.0
2016-09-23,0.0039280908643957385,-0.008726546540856361,1.0,-1.0
2016-09-26,-0.006049625225823113,-0.009469578042626381,-1.0,-1.0
2016-10-04,0.013859818125976727,-0.005474358797073364,1.0,-1.0
2016-10-06,-0.0008980692116844929,-0.010417759418487549,-1.0,-1.0
2016-10-07,-0.004803371589060326,-0.010920071974396706,-1.0,-1.0
2016-10-11,0.006897613192175045,-0.007967300713062286,1.0,-1.0
2016-10-12,-0.003892803239029713,-0.009761777706444263,-1.0,-1.0
2016-10-13,0.0032948958968524846,-0.012277462519705296,1.0,-1.0
2016-10-17,-0.018410056702999535,-0.011640814132988453,-1.0,-1.0
2016-10-18,0.011809372671647542,-0.007311595603823662,1.0,-1.0
2016-10-19,0.005703152183516331,-0.009110581129789352,1.0,-1.0
2016-10-21,0.010125160949873847,-0.010973215103149414,1.0,-1.0
2016-10-24,-0.007136515569319867,-0.010354509577155113,-1.0,-1.0
2016-10-25,0.015986130846302245,-0.009369553998112679,1.0,-1.0
2016-10-31,-0.024076062608273732,-0.01039933878928423,-1.0,-1.0
2016-11-01,0.011069671749766863,-0.010905306786298752,1.0,-1.0
2016-11-02,-0.0065671877814511385,-0.0065780505537986755,-1.0,-1.0
2016-11-03,-0.00751544195714632,-0.008297067135572433,-1.0,-1.0
2016-11-04,-0.010617421141860008,-0.003296513110399246,-1.0,-1.0
2016-11-07,0.015734061349031454,-0.005286833271384239,1.0,-1.0
2016-11-08,0.0014999252849577387,-0.009421806782484055,1.0,-1.0
2016-11-10,-0.002100525903612421,-0.009411944076418877,-1.0,-1.0
2016-11-11,-0.02309431110167347,-0.00643343199044466,-1.0,-1.0
2016-11-14,-0.01705203307945194,-0.0060709454119205475,-1.0,-1.0
2016-11-15,0.00964687736437569,-0.005629133433103561,1.0,-1.0
2016-11-16,0.008326956364155874,-0.007995116524398327,1.0,-1.0
2016-11-17,-0.0027679550195850214,-0.006112945266067982,-1.0,-1.0
2016-11-18,-0.0021581633164708706,-0.0059072161093354225,-1.0,-1.0
2016-11-21,0.00030859435517233434,-0.005335092544555664,1.0,-1.0
2016-11-22,0.01135155616222776,-0.008919020183384418,1.0,-1.0
2016-11-28,0.006991972549418003,-0.008472718298435211,1.0,-1.0
2016-11-29,0.008446505721831934,-0.006738601252436638,1.0,-1.0
2016-12-02,-0.01604879260206499,-0.007556939497590065,-1.0,-1.0
2016-12-05,0.006086446056402253,-0.007526246830821037,1.0,-1.0
2016-12-06,0.010262691945127161,-0.008474748581647873,1.0,-1.0
2016-12-07,0.0018001805041478473,-0.00916046742349863,1.0,-1.0
2016-12-08,0.0011983224921087163,-0.0030319765210151672,1.0,-1.0
2016-12-12,0.00715993512209254,-0.005944608710706234,1.0,-1.0
2016-12-13,0.0023752980289072616,-0.008588399738073349,1.0,-1.0
2016-12-14,-0.005650572655517433,-0.004764210432767868,-1.0,-1.0
2016-12-16,0.0026805675023322604,-0.0012280121445655823,1.0,-1.0
2016-12-19,-0.011969023795320655,-0.005864012986421585,-1.0,-1.0
2016-12-20,-0.0057358647824505065,-0.005799205973744392,-1.0,-1.0
2016-12-21,0.00362647722917306,-0.003353780135512352,1.0,-1.0
2016-12-22,-0.006962340823002315,-0.0060719093307852745,-1.0,-1.0
2016-12-26,-0.012225091129259154,-0.0056867292150855064,-1.0,-1.0
