Date,00633L_ETF_1d_actual_lnrts,00633L_ETF_1d_forecast_lnrts,00633L_ETF_1d_true_label,00633L_ETF_1d_forecast_label
2015-08-19,-0.022840604316256514,-0.012550406157970428,-1.0,-1.0
2015-08-20,-0.00034488705290991234,-0.008116810582578182,-1.0,-1.0
2015-08-21,-0.03153730181741183,-0.00528144184499979,-1.0,-1.0
2015-08-24,-0.04738495755963497,-0.003456941805779934,-1.0,-1.0
2015-08-25,0.048807938945248125,0.004036480560898781,1.0,1.0
2015-08-26,0.0003554291844776451,-0.0022108731791377068,1.0,-1.0
2015-08-27,0.014464884415776168,-0.001488102599978447,1.0,-1.0
2015-08-28,0.023880698779558358,0.0003288350999355316,1.0,1.0
2015-08-31,0.024659246446994017,-0.0034255878999829292,1.0,-1.0
2015-09-01,-0.029458707151124912,-0.007051257416605949,-1.0,-1.0
2015-09-02,0.003088010688576545,0.0009522978216409683,1.0,1.0
2015-09-03,0.00954661188357991,-0.0020841145887970924,1.0,-1.0
2015-09-04,-0.014354313451683054,-0.001801464706659317,-1.0,-1.0
2015-09-07,-0.004139364309876556,0.0005972050130367279,-1.0,1.0
2015-09-08,0.0017268179044926783,0.0011817887425422668,1.0,1.0
2015-09-09,0.04024211627843337,0.0001589115709066391,1.0,1.0
2015-09-10,-0.006651171842397971,-0.0023925649002194405,-1.0,-1.0
2015-09-11,0.005988041844622693,0.001426350325345993,1.0,1.0
2015-09-14,0.00033161996656093953,0.0014276597648859024,1.0,1.0
2015-09-15,-0.008658062743114654,-7.884204387664795e-05,-1.0,-1.0
2015-09-16,0.011968227963569285,0.0014258790761232376,1.0,1.0
2015-09-17,0.013784268138845483,0.0005364306271076202,1.0,1.0
2015-09-18,0.0,-0.004400675185024738,0.0,-1.0
2015-09-21,-0.02241359483690001,-0.007243096828460693,-1.0,-1.0
2015-09-22,0.0069756137364253585,0.0038278009742498398,1.0,1.0
2015-09-23,-0.024121772571395795,-0.0031218035146594048,-1.0,-1.0
2015-09-24,-0.0074881221233903585,-0.0010659899562597275,-1.0,-1.0
2015-09-25,0.0023886720110411824,-6.16908073425293e-06,1.0,-1.0
2015-09-30,0.0047602946063001195,-0.0002338811755180359,1.0,-1.0
2015-10-01,0.01748531434101955,-0.0024423720315098763,1.0,-1.0
2015-10-05,0.004987541511038968,-0.006068630144000053,1.0,-1.0
2015-10-06,0.0062820507471918665,-0.003328343853354454,1.0,-1.0
2015-10-07,0.009512946924297555,-0.003694426268339157,1.0,-1.0
2015-10-12,0.018117609775028135,-0.00270185898989439,1.0,-1.0
2015-10-13,-0.008370943922733666,-0.005239676684141159,-1.0,-1.0
2015-10-14,-0.005186397363027775,0.0021850746124982834,-1.0,1.0
2015-10-15,0.010667629851238009,-0.0003447672352194786,1.0,-1.0
2015-10-16,-0.00096509578023245,-0.005334139801561832,-1.0,-1.0
2015-10-19,0.0025715218285059854,-0.001401672139763832,1.0,-1.0
2015-10-20,0.0016038495819746207,-0.00753939151763916,1.0,-1.0
2015-10-21,-0.006753523015779778,-0.0027112318202853203,-1.0,-1.0
2015-10-22,0.0,-0.0007498767226934433,0.0,-1.0
2015-10-23,0.008994599670092989,0.00024339929223060608,1.0,1.0
2015-10-26,0.008597410065142481,-0.0044321706518530846,1.0,-1.0
2015-10-27,-0.01985335781567107,-0.0005208952352404594,-1.0,-1.0
2015-10-28,-0.002266473367824422,-0.0018953792750835419,-1.0,-1.0
2015-10-29,-0.0051998817197520305,-0.003663702867925167,-1.0,-1.0
2015-10-30,0.0003257859615065166,-0.004301398992538452,1.0,-1.0
2015-11-02,-0.0035894964303394058,-0.002314153127372265,-1.0,-1.0
2015-11-03,0.018141087070650003,-0.000593060627579689,1.0,-1.0
2015-11-04,0.02441852734814601,-0.0021534794941544533,1.0,-1.0
2015-11-06,-0.016424879667400416,-0.005862591788172722,-1.0,-1.0
2015-11-09,-0.004788516731797121,-0.0011493870988488197,-1.0,-1.0
2015-11-10,-0.015804231544967195,-0.0022751716896891594,-1.0,-1.0
2015-11-11,-0.01506743212211979,-0.01177452877163887,-1.0,-1.0
2015-11-12,0.0009896091851662818,-0.005712478421628475,1.0,-1.0
2015-11-13,-0.010273495495173852,-0.003106985241174698,-1.0,-1.0
2015-11-16,-0.009370885173306866,-0.004676183685660362,-1.0,-1.0
2015-11-17,0.020633011495420295,0.004856431856751442,1.0,1.0
2015-11-18,-0.016606160416384904,-0.0008231485262513161,-1.0,-1.0
2015-11-19,0.008005379643785851,-0.0011315904557704926,1.0,-1.0
2015-11-20,0.004971012722020402,-0.0031652674078941345,1.0,-1.0
2015-11-23,0.0056041023542964235,-0.0028864089399576187,1.0,-1.0
2015-11-24,-0.039220713153281385,-0.007246812805533409,-1.0,-1.0
2015-11-25,-0.013423020332140661,-0.00575118325650692,-1.0,-1.0
2015-11-26,0.01921816182756672,-0.0040963189676404,1.0,-1.0
2015-11-27,-0.009906144201948353,-0.000965815968811512,-1.0,-1.0
2015-11-30,-0.015568555239923598,-0.007588050328195095,-1.0,-1.0
2015-12-01,0.016940768148210553,-0.0040437038987874985,1.0,-1.0
2015-12-02,0.004787970843170806,-0.0012932177633047104,1.0,-1.0
2015-12-03,-0.0003412386997793317,-0.0030543506145477295,-1.0,-1.0
2015-12-04,-0.009946917889708919,-0.005076676607131958,-1.0,-1.0
2015-12-07,0.015732198616290653,-0.006521617062389851,1.0,-1.0
2015-12-08,-0.020916243403878466,-0.001059599220752716,-1.0,-1.0
2015-12-09,-0.005559430580149426,-0.0020010843873023987,-1.0,-1.0
2015-12-10,-0.003490404939768491,-0.002697611227631569,-1.0,-1.0
2015-12-11,-0.015504186535965312,0.0008354783058166504,-1.0,1.0
2015-12-14,-0.016109172414954614,-0.004778362810611725,-1.0,-1.0
2015-12-15,0.009339148338981154,0.004837304353713989,1.0,1.0
2015-12-16,0.009606905411172876,-0.0066503798589110374,1.0,-1.0
2015-12-17,0.01056719942364897,-0.0030617183074355125,1.0,-1.0
2015-12-18,0.0027991620796145524,-0.0014465320855379105,1.0,-1.0
2015-12-21,-0.007364578262208355,-0.002406761981546879,-1.0,-1.0
2015-12-28,0.013286908757987938,-0.0031838538125157356,1.0,-1.0
2015-12-30,-0.0041768247288059505,-0.0034047644585371017,-1.0,-1.0
2016-01-05,-0.029736704357479132,-0.0025822604075074196,-1.0,-1.0
2016-01-06,-0.01849554083521002,-0.003916754387319088,-1.0,-1.0
2016-01-07,-0.014378127879081739,0.0003024190664291382,-1.0,1.0
2016-01-08,-0.006332671563479738,-0.002032635733485222,-1.0,-1.0
2016-01-11,-0.011274076573218108,0.0019054003059864044,-1.0,1.0
2016-01-12,0.00037785755220026294,0.003983965143561363,1.0,1.0
2016-01-13,0.011643324024016638,-0.0031514782458543777,1.0,-1.0
2016-01-14,-0.014291330110756065,0.00011899136006832123,-1.0,1.0
2016-01-18,0.012796561521526695,-0.00029419735074043274,1.0,-1.0
2016-01-19,0.006708933102730061,-0.000982070341706276,1.0,-1.0
2016-01-20,-0.012710451491427964,-0.00555767584592104,-1.0,-1.0
2016-01-21,-0.009450079776881207,0.001219356432557106,-1.0,1.0
2016-01-22,0.003790755107979828,-0.0031880345195531845,1.0,-1.0
2016-01-25,0.02281752255856541,-0.0011672182008624077,1.0,-1.0
2016-01-27,-0.0014803851704342195,-0.006640833802521229,-1.0,-1.0
2016-01-29,0.024873264745139755,-0.001954900100827217,1.0,-1.0
2016-02-02,0.009349223079347,-0.0006315596401691437,1.0,-1.0
2016-02-03,-0.0028673854771562026,-0.00526278093457222,-1.0,-1.0
2016-02-15,-0.0003590019783665753,0.001848975196480751,-1.0,1.0
2016-02-16,0.013552275892104901,0.0038054902106523514,1.0,1.0
2016-02-17,0.006003902901762386,-0.002395959571003914,1.0,-1.0
2016-02-22,0.015027366483150385,-0.002007320523262024,1.0,-1.0
2016-03-03,0.02635784967970397,0.0016377903521060944,1.0,1.0
2016-03-07,0.0,-0.0035884445533156395,0.0,-1.0
2016-03-08,-0.0037231385028299144,-0.004520963877439499,-1.0,-1.0
2016-03-09,0.005410902616549558,-0.0008159773424267769,1.0,-1.0
2016-03-11,0.009733253547747844,-0.0012774327769875526,1.0,-1.0
2016-03-14,0.0033344479044516632,0.0025160089135169983,1.0,1.0
2016-03-15,-0.0026666682469152284,-0.005563652142882347,-1.0,-1.0
2016-03-16,0.0023337233462200966,-0.00031378772109746933,1.0,-1.0
2016-03-17,0.01618532442101735,-0.006881933659315109,1.0,-1.0
2016-03-18,-0.009878249571662815,-0.00513866450637579,-1.0,-1.0
2016-03-21,0.00528054032303335,-0.009052887558937073,1.0,-1.0
2016-03-28,-0.015591624525770132,-0.0060031358152627945,-1.0,-1.0
2016-03-30,0.006000018000097201,-0.0021050376817584038,1.0,-1.0
2016-04-01,-0.003996009313382087,-0.0029621077701449394,-1.0,-1.0
2016-04-06,-0.022609365305550157,-0.002470811828970909,-1.0,-1.0
2016-04-07,-0.004103972928382051,-0.005512634292244911,-1.0,-1.0
2016-04-08,-0.006532600161075451,-0.0023456458002328873,-1.0,-1.0
2016-04-11,0.012000829781271666,-0.00335506908595562,1.0,-1.0
2016-04-12,0.009498036124817134,-0.007214827463030815,1.0,-1.0
2016-04-13,0.0033704110099055723,-0.00451921671628952,1.0,-1.0
2016-04-14,0.0026881736618003956,-0.0051384372636675835,1.0,-1.0
2016-04-18,-0.0016792615197200253,-0.004075455479323864,-1.0,-1.0
2016-04-19,-0.0006724949816324287,-0.007572370581328869,-1.0,-1.0
2016-04-20,-0.01798792773577034,-0.004830621182918549,-1.0,-1.0
2016-04-21,0.003077451565406047,-0.005448467098176479,1.0,-1.0
2016-04-25,0.002046385434463331,-0.003031933680176735,1.0,-1.0
2016-04-28,-0.008554372096658632,-0.00672557670623064,-1.0,-1.0
2016-04-29,-0.008974861760698583,-0.001537485048174858,-1.0,-1.0
2016-05-03,-0.013966707481708193,0.0013356469571590424,-1.0,1.0
2016-05-04,-0.019169916107720286,-0.0017704647034406662,-1.0,-1.0
2016-05-05,0.005718385846994902,-0.004931926727294922,1.0,-1.0
2016-05-06,-0.011469659787629408,-0.003946085460484028,-1.0,-1.0
2016-05-09,0.001440922439512287,-0.00416514091193676,1.0,-1.0
2016-05-10,0.004668710222032994,-0.0035529518499970436,1.0,-1.0
2016-05-13,-0.015526580194082162,-0.006757889874279499,-1.0,-1.0
2016-05-16,-0.0014566644964640444,-0.0020047714933753014,-1.0,-1.0
2016-05-17,0.005813969865419816,-0.00401352159678936,1.0,-1.0
2016-05-18,0.009735068770752413,-0.0024957191199064255,1.0,-1.0
2016-05-20,-0.004315001301413348,-0.006302180700004101,-1.0,-1.0
2016-05-23,0.02139118998131756,-0.004303376190364361,1.0,-1.0
2016-05-24,0.011572985557658564,-0.00876597035676241,1.0,-1.0
2016-05-30,0.0196795579464459,-0.006104552187025547,1.0,-1.0
2016-06-01,0.0064747201828100984,-0.006013248115777969,1.0,-1.0
2016-06-03,0.012825015475916805,-0.0076719289645552635,1.0,-1.0
