Date,037_IWF_1d_actual_lnrts,037_IWF_1d_forecast_lnrts,037_IWF_1d_true_label,037_IWF_1d_forecast_label
2016-04-19,-0.0015771479423126707,-0.002672020113095641,-1.0,-1.0
2016-04-20,-0.0005921979236265844,-0.0010055012535303831,-1.0,-1.0
2016-04-21,-0.003362032240983678,-0.002118701348081231,-1.0,-1.0
2016-04-22,-0.003373282619033467,-0.004413258284330368,-1.0,-1.0
2016-04-25,-0.0007953973852705126,-0.0014611033257097006,-1.0,-1.0
2016-04-26,-0.00029843467087240145,-0.0009602534119039774,-1.0,-1.0
2016-04-27,-0.002490418493939732,-0.0013751036021858454,-1.0,-1.0
2016-04-28,-0.00881596170621885,-0.0020431142766028643,-1.0,-1.0
2016-04-29,-0.005246207382723382,-0.0019234197679907084,-1.0,-1.0
2016-05-02,0.00906263775956529,-0.0020067046862095594,1.0,-1.0
2016-05-03,-0.00784944791543702,-0.0015180890914052725,-1.0,-1.0
2016-05-04,-0.005064348667432511,-0.0005685889627784491,-1.0,-1.0
2016-05-05,-0.0002031877688553644,-0.000751331215724349,-1.0,-1.0
2016-05-06,0.003953194696813901,0.0010465332306921482,1.0,1.0
2016-05-09,0.00343374517513267,-0.002019003266468644,1.0,-1.0
2016-05-10,0.012224575097849206,-0.0014305009972304106,1.0,-1.0
2016-05-11,-0.01141844880647644,-0.000658032251521945,-1.0,-1.0
2016-05-12,-0.0018148811435019126,-0.0001444648951292038,-1.0,-1.0
2016-05-13,-0.0072926015658289,0.0005902491975575686,-1.0,1.0
2016-05-16,0.010416195578037907,-0.0019385379273444414,1.0,-1.0
2016-05-17,-0.010822994524070829,-0.0009775545913726091,-1.0,-1.0
2016-05-18,-0.0009156260394145002,0.0018256996991112828,-1.0,1.0
2016-05-19,-0.005000210036928993,0.0024694278836250305,-1.0,1.0
2016-05-20,0.0067291754825830235,1.8744030967354774e-05,1.0,1.0
2016-05-23,-0.0011183997302159727,-0.0007367746438831091,-1.0,-1.0
2016-05-24,0.014041241348903622,0.0018006570171564817,1.0,1.0
2016-05-25,0.005701550148218952,-0.0002700244076550007,1.0,-1.0
2016-05-26,0.001096466805396899,-0.0033315059263259172,1.0,-1.0
2016-05-27,0.00427509283784182,-0.0018077187705785036,1.0,-1.0
2016-05-31,0.0,-0.0007100820075720549,0.0,-1.0
2016-06-01,0.0012888611900367197,-0.0017981675919145346,1.0,-1.0
2016-06-02,0.004053858306652587,-0.0010133369360119104,1.0,-1.0
2016-06-03,-0.0020742414729023402,-0.0005801341030746698,-1.0,-1.0
2016-06-06,0.003553390392078411,0.0005465864669531584,1.0,1.0
2016-06-07,-0.00019708078723933332,-0.00013980083167552948,-1.0,-1.0
2016-06-08,0.0032470015902434177,0.00049829320050776,1.0,1.0
2016-06-09,-0.0011795529404461651,-0.00029999599792063236,-1.0,-1.0
2016-06-10,-0.009188390116908361,-0.00015064305625855923,-1.0,-1.0
2016-06-13,-0.008572729739013976,-0.0006665145047008991,-1.0,-1.0
2016-06-14,-0.0009012487238261153,-0.001615721033886075,-1.0,-1.0
2016-06-15,-0.0010025860015209797,-0.00036041554994881153,-1.0,-1.0
2016-06-16,0.0026044382604683424,0.0014650854282081127,1.0,1.0
2016-06-17,-0.006423098065100962,0.00018401187844574451,-1.0,1.0
2016-06-20,0.0069231721227759144,0.0006156601011753082,1.0,1.0
2016-06-21,0.0006996919568963563,-0.00254892953671515,1.0,-1.0
2016-06-22,-0.0018001077503827195,-0.00012844405137002468,-1.0,-1.0
2016-06-23,0.012039236876902604,-0.0013454861473292112,1.0,-1.0
2016-06-24,-0.035638953593792475,-0.002237981418147683,-1.0,-1.0
2016-06-27,-0.01674284417254256,-0.0015821570996195078,-1.0,-1.0
2016-06-28,0.017255247931505485,-0.002250358695164323,1.0,-1.0
2016-06-30,0.027681211840434924,-0.0028648723382502794,1.0,-1.0
2016-07-01,0.0031835317737619103,-0.0011899981182068586,1.0,-1.0
2016-07-05,-0.003980990667855553,-0.0020819383207708597,-1.0,-1.0
2016-07-06,0.006138295018706691,-0.0023052336182445288,1.0,-1.0
2016-07-07,0.0013920482696451874,-0.0019901536870747805,1.0,-1.0
2016-07-08,0.014696625874464655,-0.003796980017796159,1.0,-1.0
2016-07-11,0.00429906938914158,-0.0035337621811777353,1.0,-1.0
2016-07-12,0.005250977112281158,-0.005541650578379631,1.0,-1.0
2016-07-13,-0.0012616416484286593,-0.0016309816855937243,-1.0,-1.0
2016-07-14,0.004650172004636655,-0.0023307509254664183,1.0,-1.0
2016-07-15,-0.0018380969811742835,-0.0057124244049191475,-1.0,-1.0
2016-07-18,0.003962347920742494,-0.004697445780038834,1.0,-1.0
2016-07-19,-0.0014477854370243141,-0.00016437028534710407,-1.0,-1.0
2016-07-20,0.006738632768092985,-0.0034565937239676714,1.0,-1.0
2016-07-21,-0.0033637475836367807,-0.004647805355489254,-1.0,-1.0
2016-07-22,0.00384323981583883,-0.0012194348964840174,1.0,-1.0
2016-07-25,-0.0009593604323222363,0.00024284725077450275,-1.0,1.0
2016-07-26,-0.0008644252765142888,-0.004414604976773262,-1.0,-1.0
2016-07-27,0.0017278900996441438,-0.005047372542321682,1.0,-1.0
2016-07-28,0.002872962798359751,-0.003800531616434455,1.0,-1.0
2016-07-29,0.0014334743731928945,-0.003906687721610069,1.0,-1.0
2016-08-01,0.0026702632213360406,-0.005465216003358364,1.0,-1.0
2016-08-02,-0.0070725274214130645,-0.003990701399743557,-1.0,-1.0
2016-08-03,0.0017248418725940551,-0.005030034109950066,1.0,-1.0
2016-08-04,0.0019131577386268664,-0.005385676398873329,1.0,-1.0
2016-08-05,0.004957219272260821,-0.005465707741677761,1.0,-1.0
2016-08-08,-0.0019991074256888518,-0.0018221645150333643,-1.0,-1.0
2016-08-09,0.0019039468571954354,-0.004379480145871639,1.0,-1.0
2016-08-10,-0.0016180835609437,-0.006224068813025951,-1.0,-1.0
2016-08-11,0.0044670367093857365,-0.005329947918653488,1.0,-1.0
2016-08-12,-0.0011386209333683263,-0.004284833557903767,-1.0,-1.0
2016-08-15,0.0033173741653508377,-0.003711865982040763,1.0,-1.0
2016-08-16,-0.006931653237619971,-0.0032071250025182962,-1.0,-1.0
2016-08-17,0.0005716448980323272,-0.005177582614123821,1.0,-1.0
2016-08-18,0.0008566332819434606,-0.005611256696283817,1.0,-1.0
2016-08-19,-0.0002854596837100628,-0.0039565544575452805,-1.0,-1.0
2016-08-22,0.0015216778460485244,-0.002826438518241048,1.0,-1.0
2016-08-23,0.002183226241531711,-0.003477403661236167,1.0,-1.0
2016-08-24,-0.006468824607891507,-0.003518537851050496,-1.0,-1.0
2016-08-25,-0.0020062196068628972,-0.0045569417998194695,-1.0,-1.0
2016-08-26,-0.0012439479542903141,-0.0011886961292475462,-1.0,-1.0
2016-08-29,0.003250167561153183,-0.001755773788318038,1.0,-1.0
2016-08-30,-0.0038248555651083666,-0.001987084047868848,-1.0,-1.0
2016-08-31,-0.001917791663244045,-0.0022923436481505632,-1.0,-1.0
2016-09-01,0.0016304306157919701,-0.002561289118602872,1.0,-1.0
2016-09-02,0.004207645491465434,-0.0027176823932677507,1.0,-1.0
2016-09-06,0.003144286447284468,-0.000481300288811326,1.0,-1.0
2016-09-07,-0.00019033512216790863,-0.0007649019826203585,-1.0,-1.0
2016-09-08,-0.0048643679268812485,-0.001972498605027795,-1.0,-1.0
2016-09-09,-0.024683022154932188,-0.0030734853353351355,-1.0,-1.0
2016-09-12,0.013626821637564911,-0.002818055683746934,1.0,-1.0
2016-09-13,-0.011864327991571949,-0.0017231490928679705,-1.0,-1.0
2016-09-14,0.001857039465602447,-0.000432825181633234,1.0,-1.0
2016-09-15,0.011263254737897618,-0.00021771597675979137,1.0,-1.0
2016-09-16,-0.002803996795430948,-0.0017887663561850786,-1.0,-1.0
2016-09-19,-0.0011623421334833646,-0.003400451736524701,-1.0,-1.0
2016-09-20,0.0015496824167607625,-0.0012837767135351896,1.0,-1.0
2016-09-21,0.009919661927891992,-0.0018176480662077665,1.0,-1.0
2016-09-22,0.00754208622809466,-0.001388818258419633,1.0,-1.0
2016-09-23,-0.004862512932144933,-0.003005830803886056,-1.0,-1.0
2016-09-26,-0.007312564153270967,-0.0007167540024966002,-1.0,-1.0
2016-09-27,0.00721676649273782,-0.0016580016817897558,1.0,-1.0
2016-09-28,0.0011498183058215757,-0.0019923176150768995,1.0,-1.0
2016-09-29,-0.008559732340174507,-0.004107297398149967,-1.0,-1.0
2016-09-30,0.0061626415114227505,-0.002526890719309449,1.0,-1.0
2016-10-03,-0.0024027826136741306,-0.0022217256482690573,-1.0,-1.0
2016-10-04,-0.0037598588977486034,-0.0010566406417638063,-1.0,-1.0
2016-10-05,0.0014477467812162308,-0.00016019283793866634,1.0,-1.0
2016-10-06,0.0008676430697078382,-0.0022951948922127485,1.0,-1.0
2016-10-07,-0.0044426253787357844,-0.0019310221541672945,-1.0,-1.0
2016-10-10,0.0039606911452912345,-0.0018240043427795172,1.0,-1.0
2016-10-11,-0.012515313546323792,-0.0013891623821109533,-1.0,-1.0
2016-10-12,0.0019506406749324329,0.0006920499727129936,1.0,1.0
2016-10-13,-0.0028297183043308853,0.0004046815447509289,-1.0,1.0
2016-10-14,0.0003907581913110343,-0.002341110957786441,1.0,-1.0
2016-10-17,-0.0031304482909076045,-0.002833833685144782,-1.0,-1.0
2016-10-18,0.006640673564066958,-0.00026921299286186695,1.0,-1.0
2016-10-19,0.0019447606395507275,0.0007964144460856915,1.0,1.0
2016-10-20,-0.001360878210233402,-0.000938337529078126,-1.0,-1.0
2016-10-21,0.002913985838377281,-0.0032204280141741037,1.0,-1.0
2016-10-24,0.00628480382678929,-0.0023362047504633665,1.0,-1.0
2016-10-25,-0.005315306898615641,-0.0010414074640721083,-1.0,-1.0
2016-10-26,-0.005538630356007732,-0.0016250500921159983,-1.0,-1.0
2016-10-27,-0.0040029197521071445,-0.0010483057703822851,-1.0,-1.0
2016-10-28,-0.0043137747787098555,-0.0016441328916698694,-1.0,-1.0
2016-10-31,-0.00039306218011119485,-0.0021825141739100218,-1.0,-1.0
2016-11-01,-0.00690407113549215,-0.0006022967863827944,-1.0,-1.0
2016-11-02,-0.006354164531318071,-0.0022752259392291307,-1.0,-1.0
2016-11-03,-0.006495259196779185,-0.0017693506088107824,-1.0,-1.0
2016-11-04,-0.00030070358867548286,-0.0028199527878314257,-1.0,-1.0
2016-11-07,0.022410425855003226,-0.002728779101744294,1.0,-1.0
2016-11-08,0.004402888633257333,-0.0016001679468899965,1.0,-1.0
2016-11-09,0.007004674346033773,-0.00018700584769248962,1.0,-1.0
2016-11-10,-0.004372157190959771,-0.002505121985450387,-1.0,-1.0
2016-11-11,0.0,-0.003037993097677827,0.0,-1.0
2016-11-14,-0.004978232672855794,-0.004076377488672733,-1.0,-1.0
2016-11-15,0.007700941520749295,-0.0006475916597992182,1.0,-1.0
2016-11-16,0.003489652113449472,0.0006132700946182013,1.0,1.0
2016-11-17,0.006751004854124664,-0.0017736947629600763,1.0,-1.0
2016-11-18,-0.0037555917411303537,-0.002178947674110532,-1.0,-1.0
2016-11-21,0.00797585787215813,-0.002358875470235944,1.0,-1.0
2016-11-22,0.0029626329616321547,-0.0021052074152976274,1.0,-1.0
2016-11-23,-0.0011459008531834961,5.3352443501353264e-05,-1.0,1.0
2016-11-25,0.0040998498461096875,-0.0016161284875124693,1.0,-1.0
2016-11-28,-0.004482057270251474,-0.0028039964381605387,-1.0,-1.0
2016-11-29,0.0033396152946044374,-0.0028025826904922724,1.0,-1.0
2016-11-30,-0.00966756530343694,-0.0016880177427083254,-1.0,-1.0
2016-12-01,-0.009373308950764192,-0.0030058661941438913,-1.0,-1.0
2016-12-02,0.0014552595197539423,-0.0020856496412307024,1.0,-1.0
2016-12-05,0.006088928520503435,-0.0020380241330713034,1.0,-1.0
2016-12-06,0.00336685425346701,-0.0019239869434386492,1.0,-1.0
2016-12-07,0.012217455700812462,-0.003875978058204055,1.0,-1.0
2016-12-08,0.001611454536113936,-0.001624946715310216,1.0,-1.0
2016-12-09,0.00613763014875628,-0.002089767949655652,1.0,-1.0
2016-12-12,-0.0031113922966290847,-0.003262055804952979,-1.0,-1.0
2016-12-13,0.007619591687848147,-0.0039955563843250275,1.0,-1.0
2016-12-14,-0.005355817748820719,-0.004386266693472862,-1.0,-1.0
2016-12-15,0.0027284712778837933,-0.003581070574000478,1.0,-1.0
2016-12-16,-0.0017867956449249805,-0.004041392356157303,-1.0,-1.0
2016-12-19,0.0026320295337364185,-0.002519919304177165,1.0,-1.0
2016-12-20,0.0032804666590490897,-0.004758571274578571,1.0,-1.0
2016-12-21,-0.0025297437781563606,-0.0018591859843581915,-1.0,-1.0
2016-12-22,-0.0034624360850533716,-0.003470532363280654,-1.0,-1.0
2016-12-23,0.001605451169130479,-0.0027504919562488794,1.0,-1.0
2016-12-27,0.0030148753247659353,-0.003792221425101161,1.0,-1.0
2016-12-28,-0.0071752598447736874,-0.0025828008074313402,-1.0,-1.0
2016-12-29,0.00028415955887669517,-0.0026835522148758173,1.0,-1.0
2016-12-30,-0.006366655560469183,-0.0011144771706312895,-1.0,-1.0
