Date,00631L_ETF_1d_actual_lnrts,00631L_ETF_1d_forecast_lnrts,00631L_ETF_1d_true_label,00631L_ETF_1d_forecast_label
2017-11-30,-0.012478647295280892,-0.016817564144730568,-1.0,-1.0
2017-12-01,-0.004774314624377359,-0.015566188842058182,-1.0,-1.0
2017-12-04,-0.012476904770834385,-0.015396883711218834,-1.0,-1.0
2017-12-05,0.00285934429938856,-0.016446862369775772,1.0,-1.0
2017-12-06,-0.011264613868104522,-0.016062911599874496,-1.0,-1.0
2017-12-07,-0.0006665926255052866,-0.01493423618376255,-1.0,-1.0
2017-12-08,-0.0022251900592401806,-0.015656450763344765,-1.0,-1.0
2016-06-04,-0.5013657941494614,-0.015360699966549873,-1.0,-1.0
2016-06-06,0.004769776058210026,-0.01061585545539856,1.0,-1.0
2016-06-07,0.012368291534022796,-0.0059916917234659195,1.0,-1.0
2016-06-08,0.005767860258684671,-0.01779410056769848,1.0,-1.0
2016-06-13,-0.017770186555320238,-0.011663188226521015,-1.0,-1.0
2016-06-14,0.004016802917707905,-0.007715541869401932,1.0,-1.0
2016-06-15,0.004000732741238932,-0.010835587978363037,1.0,-1.0
2016-06-16,-0.013521126875925844,-0.012620434165000916,-1.0,-1.0
2016-06-17,0.005137625979591613,-0.014603368937969208,1.0,-1.0
2016-06-20,0.008383500896334146,-0.01595182716846466,1.0,-1.0
2016-06-21,0.004346258199911111,-0.011881431564688683,1.0,-1.0
2016-06-22,0.0043274499555777,-0.013019271194934845,1.0,-1.0
2016-06-23,-0.002522069432709835,-0.0064775352366268635,-1.0,-1.0
2016-06-24,-0.027799888277596118,-0.005437756888568401,-1.0,-1.0
2016-06-27,0.010332195237205194,-0.012635886669158936,1.0,-1.0
2016-06-28,0.007679686674228136,-0.01028183102607727,1.0,-1.0
2016-06-29,0.011590133363168569,-0.012708911672234535,1.0,-1.0
2016-06-30,0.012524765623756087,-0.008327438496053219,1.0,-1.0
2016-07-01,0.01131553799257602,-0.013795271515846252,1.0,-1.0
2016-07-04,0.002808990611054952,-0.005837405100464821,1.0,-1.0
2016-07-05,0.0,-0.022031858563423157,0.0,-1.0
2016-07-06,-0.02162054799786442,-0.01491925772279501,-1.0,-1.0
2016-07-07,0.012462329708150569,-0.012142322026193142,1.0,-1.0
2016-07-11,0.02308602003418255,-0.015262387692928314,1.0,-1.0
2016-07-12,0.003451850165477838,-0.008331242017447948,1.0,-1.0
2016-07-13,-0.003451850165477787,-0.013351421803236008,-1.0,-1.0
2016-07-14,0.0058610752165463055,-0.005423933733254671,1.0,-1.0
2016-07-15,0.008898073766995244,-0.009122736752033234,1.0,-1.0
2016-07-18,0.007129549805895421,-0.01333499327301979,1.0,-1.0
2016-07-19,0.0010143703321172143,-0.015489300712943077,1.0,-1.0
2016-07-20,0.00033789491789637717,-0.011090331710875034,1.0,-1.0
2016-07-21,0.012756131344436882,-0.01874990016222,1.0,-1.0
2016-07-22,-0.010057074375271945,-0.017035730183124542,-1.0,-1.0
2016-07-25,-0.008798703125888199,-0.010880045592784882,-1.0,-1.0
2016-07-26,0.009472330635362444,-0.006337056867778301,1.0,-1.0
2016-07-27,0.010383613643621841,-0.006655201781541109,1.0,-1.0
2016-07-28,-0.0003332777901203771,-0.014889935962855816,-1.0,-1.0
2016-07-29,-0.0033389012655147096,-0.01050813589245081,-1.0,-1.0
2016-08-01,0.00832644277655381,-0.0114018265157938,1.0,-1.0
2016-08-02,0.0016570012076296086,-0.013819132000207901,1.0,-1.0
2016-08-03,-0.009314771274547374,-0.010405821725726128,-1.0,-1.0
2016-08-04,-0.00033428046441986943,-0.008655163459479809,-1.0,-1.0
2016-08-05,0.01262475239728916,-0.011860908940434456,1.0,-1.0
2016-08-08,-0.0006605020055186582,-0.008521512150764465,-1.0,-1.0
2016-08-09,0.007569560579738781,-0.010862630791962147,1.0,-1.0
2016-08-10,-0.002626396782219133,-0.011990957893431187,-1.0,-1.0
2016-08-11,-0.006265478039780107,-0.010714663192629814,-1.0,-1.0
2016-08-12,-0.00464191814941285,-0.014389371499419212,-1.0,-1.0
2016-08-15,0.006954821873369651,-0.010634258389472961,1.0,-1.0
2016-08-16,-0.0029747171167428432,-0.007826573215425014,-1.0,-1.0
2016-08-17,0.0023144331706673625,-0.009462779387831688,1.0,-1.0
2016-08-18,-0.006959431568810376,-0.006342308595776558,-1.0,-1.0
2016-08-19,0.0036514563392651407,-0.008027786388993263,1.0,-1.0
2016-08-22,-0.01334242608383986,-0.013391402550041676,-1.0,-1.0
2016-08-23,0.005024294608744699,-0.01633891835808754,1.0,-1.0
2016-08-24,0.002002670896310066,-0.017515715211629868,1.0,-1.0
2016-08-25,0.010283719754405877,-0.01121791172772646,1.0,-1.0
2016-08-26,0.008216973102280804,-0.00807391107082367,1.0,-1.0
2016-08-29,-0.011191690219023763,-0.009923817589879036,-1.0,-1.0
2016-08-30,0.0013231890782697932,-0.0004072654992341995,1.0,-1.0
2016-08-31,0.0016515280384729392,-0.004346444271504879,1.0,-1.0
2016-09-01,-0.009950330853168092,-0.011882124468684196,-1.0,-1.0
2016-09-02,0.006313362056592027,-0.007797136437147856,1.0,-1.0
2016-09-05,0.008575250437158479,-0.010565582662820816,1.0,-1.0
2016-09-06,0.008176660437245539,-0.010045002214610577,1.0,-1.0
2016-09-07,0.013588044717039434,-0.004432452842593193,1.0,-1.0
2016-09-08,-0.001929881589649889,-0.010612912476062775,-1.0,-1.0
2016-09-09,-0.01165816312738952,-0.012608601711690426,-1.0,-1.0
2016-09-10,-0.020069763951197646,-0.011149587109684944,-1.0,-1.0
2016-09-12,-0.00499751165047151,-0.011625053361058235,-1.0,-1.0
2016-09-13,-0.0013368985948416306,-0.00849317479878664,-1.0,-1.0
2016-09-14,0.0033389012655146303,-0.01312037743628025,1.0,-1.0
2016-09-19,0.035367143837291344,-0.011437867768108845,1.0,-1.0
2016-09-20,-0.00032180209449063753,-0.0024772686883807182,-1.0,-1.0
2016-09-21,0.000965095780232422,-0.016411403194069862,1.0,-1.0
2016-09-22,-0.0035432473855316338,-0.014287060126662254,-1.0,-1.0
2016-09-23,0.006112291829973544,-0.019234444946050644,1.0,-1.0
2016-09-26,-0.00578965914448424,-0.01046950276941061,-1.0,-1.0
2016-09-29,0.003220614700042157,-0.012052907608449459,1.0,-1.0
2016-09-30,0.00032149172435717675,-0.009262170642614365,1.0,-1.0
2016-10-03,-0.0006430868388832358,-0.008162744343280792,-1.0,-1.0
2016-10-04,0.006731873475445046,0.0007509542629122734,1.0,1.0
2016-10-05,-0.0006391818689971431,-0.015766320750117302,-1.0,-1.0
2016-10-06,0.000958619661203917,-0.015297027304768562,1.0,-1.0
2016-10-07,-0.0003194377922066782,-0.008434513583779335,-1.0,-1.0
2016-10-11,0.0,-0.0090566948056221,0.0,-1.0
2016-10-12,0.0015961695328221347,-0.012326139025390148,1.0,-1.0
2016-10-13,-0.004796172263493055,-0.011196103878319263,-1.0,-1.0
2016-10-14,-0.005141399500418652,-0.011923210695385933,-1.0,-1.0
2016-10-17,-0.007762005335489189,-0.011315538547933102,-1.0,-1.0
2016-10-18,0.009693129205659751,-0.013983350247144699,1.0,-1.0
2016-10-19,0.005771096491921868,-0.016212496906518936,1.0,-1.0
2016-10-20,0.0025542798050967007,-0.010227649472653866,1.0,-1.0
2016-10-21,0.007307419331786834,-0.013868451118469238,1.0,-1.0
2016-10-24,0.0,-0.012335052713751793,0.0,-1.0
2016-10-25,0.01289528798573279,-0.012423614971339703,1.0,-1.0
2016-10-26,-0.012895287985732726,-0.01608412340283394,-1.0,-1.0
2016-10-27,-0.0066698675091073295,-0.016399335116147995,-1.0,-1.0
2016-10-28,-0.0006375518226794292,-0.010134768672287464,-1.0,-1.0
2016-10-31,0.0,-0.01205504685640335,0.0,-1.0
2016-11-01,-0.004474280394921077,-0.007660155184566975,-1.0,-1.0
2016-11-02,-0.004494389587839326,-0.014174744486808777,-1.0,-1.0
2016-11-03,-0.01621832499853049,-0.008979734033346176,-1.0,-1.0
2016-11-04,0.0022864618813041694,-0.009953816421329975,1.0,-1.0
2016-11-07,0.0065040879691764825,-0.010077421553432941,1.0,-1.0
2016-11-08,0.0032362487792083248,-0.00864885188639164,1.0,-1.0
2016-11-09,-0.027847827375775038,-0.010811900720000267,-1.0,-1.0
2016-11-10,0.016474837203505042,-0.008581995964050293,1.0,-1.0
2016-11-11,-0.02448021684729079,-0.01275823637843132,-1.0,-1.0
2016-11-14,-0.006046373811864673,-0.015180505812168121,-1.0,-1.0
2016-11-15,-0.0040513222191786895,-0.007398899178951979,-1.0,-1.0
2016-11-16,0.009427679255559046,-0.008951733820140362,1.0,-1.0
2016-11-17,0.0006700167754842812,-0.012106582522392273,1.0,-1.0
2016-11-18,0.0006695681535722229,-0.012857851572334766,1.0,-1.0
2016-11-21,-0.0016747617379594285,-0.011125735938549042,-1.0,-1.0
2016-11-22,0.023522701263829267,-0.013305559754371643,1.0,-1.0
2016-11-23,-0.027217079940927966,-0.0089530935510993,-1.0,-1.0
2016-11-24,-0.005736475997451168,-0.005723647773265839,-1.0,-1.0
2016-11-25,-0.007813866833656515,-0.0017159190028905869,-1.0,-1.0
2016-11-28,0.0010226692556547948,-0.00667246337980032,1.0,-1.0
2016-11-29,0.008143920138012878,-0.010667795315384865,1.0,-1.0
2016-11-30,-0.0030462030663441003,-0.013762530870735645,-1.0,-1.0
2016-12-02,-0.009879146946124502,-0.016720371320843697,-1.0,-1.0
2016-12-05,-0.00342935864211781,-0.016024503856897354,-1.0,-1.0
2016-12-06,0.013308505588242335,-0.015461951494216919,1.0,-1.0
2016-12-07,0.003384097984240494,-0.015699582174420357,1.0,-1.0
2016-12-08,0.004045858519543575,-0.015595847740769386,1.0,-1.0
2016-12-09,0.00033641716044787546,-0.015459339134395123,1.0,-1.0
2016-12-12,0.0030226723265861072,-0.01615220308303833,1.0,-1.0
2016-12-13,-0.005717183892857919,-0.017054229974746704,-1.0,-1.0
2016-12-14,0.007727234820882095,-0.015980856493115425,1.0,-1.0
2016-12-15,0.000334616031229938,-0.015736199915409088,1.0,-1.0
2016-12-16,-0.006040286821330224,-0.015150640159845352,-1.0,-1.0
2016-12-19,-0.0037093281445015574,-0.01583302766084671,-1.0,-1.0
2016-12-20,-0.009163478340655179,-0.016544312238693237,-1.0,-1.0
2016-12-21,-0.002047782285565198,-0.015703808516263962,-1.0,-1.0
2016-12-22,-0.005481342946262636,-0.016159532591700554,-1.0,-1.0
2016-12-23,-0.0013750431867472705,-0.016897302120923996,-1.0,-1.0
2016-12-26,-0.002410884584310531,-0.01581766828894615,-1.0,-1.0
2016-12-27,0.0010339480500646432,-0.015625983476638794,1.0,-1.0
2016-12-28,0.007891617555439847,-0.015232883393764496,1.0,-1.0
2016-12-29,-0.0010258164688236775,-0.016553916037082672,-1.0,-1.0
2016-12-30,0.003756193591681072,-0.017183903604745865,1.0,-1.0
