Date,00634R_ETF_1d_actual_lnrts,00634R_ETF_1d_forecast_lnrts,00634R_ETF_1d_true_label,00634R_ETF_1d_forecast_label
2015-08-19,-0.022840604316256514,0.0020652113016694784,-1.0,1.0
2015-08-20,-0.00034488705290991234,-0.0006130565889179707,-1.0,-1.0
2015-08-21,-0.03153730181741183,0.002116358606144786,-1.0,1.0
2015-08-24,-0.04738495755963497,0.001647204626351595,-1.0,1.0
2015-08-25,0.048807938945248125,0.007450942415744066,1.0,1.0
2015-08-26,0.0003554291844776451,0.007881776429712772,1.0,1.0
2015-08-27,0.014464884415776168,0.00037161679938435555,1.0,1.0
2015-08-28,0.023880698779558358,0.004596153739839792,1.0,1.0
2015-08-31,0.024659246446994017,0.0053963069804012775,1.0,1.0
2015-09-01,-0.029458707151124912,0.006628981325775385,-1.0,1.0
2015-09-02,0.003088010688576545,0.009918032214045525,1.0,1.0
2015-09-03,0.00954661188357991,0.00626177666708827,1.0,1.0
2015-09-04,-0.014354313451683054,0.004702562000602484,-1.0,1.0
2015-09-07,-0.004139364309876556,0.006228659767657518,-1.0,1.0
2015-09-08,0.0017268179044926783,0.006281040143221617,1.0,1.0
2015-09-09,0.04024211627843337,0.00638975016772747,1.0,1.0
2015-09-10,-0.006651171842397971,0.00841132178902626,-1.0,1.0
2015-09-11,0.005988041844622693,0.016977135092020035,1.0,1.0
2015-09-14,0.00033161996656093953,0.013448669575154781,1.0,1.0
2015-09-15,-0.008658062743114654,0.009661680087447166,-1.0,1.0
2015-09-16,0.011968227963569285,0.014261332340538502,1.0,1.0
2015-09-17,0.013784268138845483,0.007307257503271103,1.0,1.0
2015-09-18,0.0,-0.0018533235415816307,0.0,-1.0
2015-09-21,-0.02241359483690001,8.921208791434765e-05,-1.0,1.0
2015-09-22,0.0069756137364253585,0.013467349112033844,1.0,1.0
2015-09-23,-0.024121772571395795,0.004951667971909046,-1.0,1.0
2015-09-24,-0.0074881221233903585,0.005816279444843531,-1.0,1.0
2015-09-25,0.0023886720110411824,0.016751397401094437,1.0,1.0
2015-09-30,0.0047602946063001195,0.011874493211507797,1.0,1.0
2015-10-01,0.01748531434101955,0.0011202916502952576,1.0,1.0
2015-10-05,0.004987541511038968,-0.0016584503464400768,1.0,-1.0
2015-10-06,0.0062820507471918665,0.005221913103014231,1.0,1.0
2015-10-07,0.009512946924297555,-0.0010089045390486717,1.0,-1.0
2015-10-12,0.018117609775028135,0.0009804253932088614,1.0,1.0
2015-10-13,-0.008370943922733666,0.0007779034785926342,-1.0,1.0
2015-10-14,-0.005186397363027775,0.0012052739039063454,-1.0,1.0
2015-10-15,0.010667629851238009,0.002507727826014161,1.0,1.0
2015-10-16,-0.00096509578023245,-0.0029545179568231106,-1.0,-1.0
2015-10-19,0.0025715218285059854,0.0002989561762660742,1.0,1.0
2015-10-20,0.0016038495819746207,-0.004206109791994095,1.0,-1.0
2015-10-21,-0.006753523015779778,-3.0681025236845016e-05,-1.0,-1.0
2015-10-22,0.0,0.006043665111064911,0.0,1.0
2015-10-23,0.008994599670092989,0.001428614603355527,1.0,1.0
2015-10-26,0.008597410065142481,-0.003144696354866028,1.0,-1.0
2015-10-27,-0.01985335781567107,0.007101426832377911,-1.0,1.0
2015-10-28,-0.002266473367824422,0.003147815354168415,-1.0,1.0
2015-10-29,-0.0051998817197520305,-0.0025312919169664383,-1.0,-1.0
2015-10-30,0.0003257859615065166,0.00029535149224102497,1.0,1.0
2015-11-02,-0.0035894964303394058,0.0024986406788229942,-1.0,1.0
2015-11-03,0.018141087070650003,0.00671724509447813,1.0,1.0
2015-11-04,0.02441852734814601,0.007164377719163895,1.0,1.0
2015-11-06,-0.016424879667400416,0.0013080555945634842,-1.0,1.0
2015-11-09,-0.004788516731797121,0.006445619277656078,-1.0,1.0
2015-11-10,-0.015804231544967195,0.002535085193812847,-1.0,1.0
2015-11-11,-0.01506743212211979,-0.0060769934207201,-1.0,-1.0
2015-11-12,0.0009896091851662818,-0.0010997848585247993,1.0,-1.0
2015-11-13,-0.010273495495173852,0.0013967768754810095,-1.0,1.0
2015-11-16,-0.009370885173306866,-0.002813872881233692,-1.0,-1.0
2015-11-17,0.020633011495420295,0.006001151166856289,1.0,1.0
2015-11-18,-0.016606160416384904,0.005698010791093111,-1.0,1.0
2015-11-19,0.008005379643785851,6.405683234333992e-05,1.0,1.0
2015-11-20,0.004971012722020402,0.002717101713642478,1.0,1.0
2015-11-23,0.0056041023542964235,0.004586029332131147,1.0,1.0
