Date,0050_ETF_1d_actual_lnrts,0050_ETF_1d_forecast_lnrts,0050_ETF_1d_true_label,0050_ETF_1d_forecast_label
2015-12-24,0.004914014802429163,-0.0022588770370930433,1.0,-1.0
2015-12-25,0.006514681021193672,0.000593145377933979,1.0,1.0
2015-12-28,-0.0024380345274302873,-0.0033921105787158012,-1.0,-1.0
2015-12-29,-0.007349971838732661,0.002487804740667343,-1.0,1.0
2015-12-30,-0.007404394174210009,-0.002471288200467825,-1.0,-1.0
2015-12-31,0.003297612221556673,-0.0029807803221046925,1.0,-1.0
2016-01-04,-0.019950786419348793,-0.0027421661652624607,-1.0,-1.0
2016-01-05,-0.008431753157937765,0.002344211097806692,-1.0,1.0
2016-01-06,-0.010212854725293756,0.0018823989666998386,-1.0,1.0
2016-01-07,-0.01899884434269773,-0.0012197534088045359,-1.0,-1.0
2016-01-08,0.0017421607193850734,0.00219332380220294,1.0,1.0
2016-01-11,-0.015789801732635306,0.002356019802391529,-1.0,1.0
2016-01-12,-0.0008845644097341069,0.0006619731429964304,-1.0,1.0
2016-01-13,0.011438752088424355,0.003237777389585972,1.0,1.0
2016-01-14,-0.00790517950711315,-0.000628757756203413,-1.0,-1.0
2016-01-15,0.0,0.004479260183870792,0.0,1.0
2016-01-18,0.007029905928258146,0.0008087526075541973,1.0,1.0
2016-01-19,0.0026235257723844106,0.00033309380523860455,1.0,1.0
2016-01-20,-0.023863262273295632,0.002772127278149128,-1.0,1.0
2016-01-21,-0.001790510773788233,-0.0009149403776973486,-1.0,-1.0
2016-01-22,0.013351333174864196,-0.003539882367476821,1.0,-1.0
2016-01-25,0.017528932605762285,0.006522071082144976,1.0,1.0
2016-01-26,-0.009602867333341467,0.000609951326623559,-1.0,1.0
2016-01-27,0.0043763745997987815,0.0028873439878225327,1.0,1.0
2016-01-28,0.005226492733542589,0.00021814880892634392,1.0,1.0
2016-01-29,0.024883308737827767,-9.558582678437233e-05,1.0,-1.0
2016-01-30,0.00927885189558968,0.0023948117159307003,1.0,1.0
2016-02-01,0.0,0.0002321312204003334,0.0,1.0
2016-02-02,-0.0033641747456319873,-0.001665106974542141,-1.0,-1.0
2016-02-03,-0.006762494072297113,0.0016979484353214502,-1.0,1.0
2016-02-15,0.0008478169223393583,-0.004363387823104858,1.0,-1.0
2016-02-16,0.02096512846504487,-0.000874493271112442,1.0,-1.0
2016-02-17,-0.004991690897241108,-0.004603118635714054,-1.0,-1.0
2016-02-18,0.015722293242328055,-0.0015979788731783628,1.0,-1.0
2016-02-19,-0.0008213552823151038,-0.004569187760353088,-1.0,-1.0
2016-02-22,-0.0008220304614148749,-0.004698310978710651,-1.0,-1.0
2016-02-23,0.0008220304614148797,-0.004993286915123463,1.0,-1.0
2016-02-24,-0.009079715700396515,-0.0064089978113770485,-1.0,-1.0
2016-02-25,0.01317976244441004,-0.0033156052231788635,1.0,-1.0
2016-02-26,0.0024519832472866244,-0.0039246054366230965,1.0,-1.0
2016-03-01,0.009748249413660657,-0.0038877802435308695,1.0,-1.0
2016-03-02,0.008051573287548556,-0.0032627861946821213,1.0,-1.0
2016-03-03,0.00957708836431077,-0.005599149502813816,1.0,-1.0
2016-03-04,0.0023800090568113275,-0.008229099214076996,1.0,-1.0
2016-03-07,0.0,-0.007245587185025215,0.0,-1.0
2016-03-08,-0.0007927071362389971,-0.0075088441371917725,-1.0,-1.0
2016-03-09,0.0007927071362389057,-0.006626634858548641,1.0,-1.0
2016-03-10,0.0023743580604620755,-0.00856349989771843,1.0,-1.0
2016-03-11,0.004731870027833413,-0.009708023630082607,1.0,-1.0
2016-03-14,0.007056085724208799,-0.007673127576708794,1.0,-1.0
2016-03-15,-0.014955020948743337,-0.01117783971130848,-1.0,-1.0
