Date,012_EWI_1d_actual_lnrts,012_EWI_1d_forecast_lnrts,012_EWI_1d_true_label,012_EWI_1d_forecast_label
2016-05-05,-0.009020093743246431,-0.00046603940427303314,-1.0,-1.0
2016-05-06,0.0,0.006312080658972263,0.0,1.0
2016-05-09,-0.012432890343816592,0.004856280516833067,-1.0,1.0
2016-05-10,0.014078982379580935,0.00016472989227622747,1.0,1.0
2016-05-11,-0.010748418904595634,-0.0007217880338430405,-1.0,-1.0
2016-05-12,-0.0008315798429148877,-0.0002720053307712078,-1.0,-1.0
2016-05-13,-0.01340058939438313,-0.006198498420417309,-1.0,-1.0
2016-05-16,0.010067163557598728,-0.002737133763730526,1.0,-1.0
2016-05-17,-0.019385301772889562,0.0018620184855535626,-1.0,1.0
2016-05-18,0.00254996171734095,0.009410743601620197,1.0,1.0
2016-05-19,-0.0016992370313379187,-0.001167000737041235,-1.0,-1.0
2016-05-20,0.0067797800585176395,-0.0027328329160809517,1.0,-1.0
2016-05-23,-0.0050805430271797505,0.001718117156997323,-1.0,1.0
2016-05-24,0.025148032950935234,0.0036745413672178984,1.0,1.0
2016-05-25,0.017234764787394163,-0.00044606183655560017,1.0,-1.0
2016-05-26,0.0016260177545722077,-0.003897750284522772,1.0,-1.0
2016-05-27,-0.004886049145575821,0.005570095963776112,-1.0,1.0
2016-05-31,-0.008196773328510222,-0.0009073787368834019,-1.0,-1.0
2016-06-01,-0.005777960067880186,-0.001549656968563795,-1.0,-1.0
2016-06-02,-0.002486512781901683,-0.0022239750251173973,-1.0,-1.0
2016-06-03,0.0,0.004996927455067635,0.0,1.0
2016-06-06,0.006617067723205942,-0.002920784056186676,1.0,-1.0
2016-06-07,0.013917528041300883,0.0005574286915361881,1.0,1.0
2016-06-08,0.006482967456285522,0.0021794824860990047,1.0,1.0
2016-06-09,-0.016286846351412802,0.003955523483455181,-1.0,1.0
2016-06-10,-0.044489221282935226,0.0019608535803854465,-1.0,1.0
2016-06-13,-0.026969832980297943,0.0038674676325172186,-1.0,1.0
2016-06-14,-0.017794076170078096,0.003164650872349739,-1.0,1.0
2016-06-15,0.008936477182814009,0.005756990984082222,1.0,1.0
2016-06-16,0.0035524507391258664,0.006836412474513054,1.0,1.0
2016-06-17,0.033133005107717474,0.007360354997217655,1.0,1.0
2016-06-20,0.02372985655478138,-0.0007256737444549799,1.0,-1.0
2016-06-21,0.005012589155935378,-0.0066418955102562904,1.0,-1.0
2016-06-22,-0.020918516441508342,0.005889145191758871,-1.0,1.0
2016-06-23,0.048831228232516746,0.007897560484707355,1.0,1.0
2016-06-24,-0.1619874061710183,-0.0052263932302594185,-1.0,-1.0
2016-06-27,-0.028419343247998767,0.015668554231524467,-1.0,1.0
2016-06-28,0.03323859365153886,0.010270063765347004,1.0,1.0
2016-06-29,0.016214019577457054,-0.00566829415038228,1.0,-1.0
2016-06-30,0.026145276341665438,0.004797176457941532,1.0,1.0
2016-07-01,-0.0027688807826554583,0.00708071468397975,-1.0,1.0
2016-07-05,-0.04055231010799855,0.00696357199922204,-1.0,1.0
2016-07-06,-0.008699943525559832,0.004359027836471796,-1.0,1.0
2016-07-07,-0.018619025542568904,0.006580241024494171,-1.0,1.0
2016-07-08,0.04260100653888368,0.00441965414211154,1.0,1.0
2016-07-11,0.008494656712828381,-0.005221636965870857,1.0,-1.0
2016-07-12,0.03418335205996713,-0.001502529252320528,1.0,-1.0
2016-07-13,-0.005464453565814007,-0.0040029557421803474,-1.0,-1.0
2016-07-14,0.011802183350259074,-0.0031739254482090473,1.0,-1.0
2016-07-15,-0.0018066252788157564,1.6153324395418167e-05,-1.0,1.0
2016-07-18,-0.002716188937226336,0.015734028071165085,-1.0,1.0
2016-07-19,-0.008193068498813174,-0.00027851411141455173,-1.0,-1.0
2016-07-20,0.0036497054606458097,-0.008967219851911068,1.0,-1.0
2016-07-21,-0.0018231876875033461,0.0045904554426670074,-1.0,1.0
2016-07-22,-0.0009128184085463913,0.007138017565011978,-1.0,1.0
2016-07-25,-0.007332888923836116,-0.008684145286679268,-1.0,-1.0
2016-07-26,0.00458942359978698,-0.0008086389862000942,1.0,-1.0
2016-07-27,0.010022834458266258,0.005756234750151634,1.0,1.0
2016-07-28,-0.005454564794728347,0.004202430602163076,-1.0,1.0
2016-07-29,0.019856192545146083,-0.0009007861372083426,1.0,-1.0
2016-08-01,-0.022594696249230745,-0.00042617088183760643,-1.0,-1.0
2016-08-02,-0.016590260589237762,0.006313701160252094,-1.0,1.0
2016-08-03,-0.0009297454445124977,-0.0041764057241380215,-1.0,-1.0
2016-08-04,0.0018587703606943108,-0.010105179622769356,1.0,-1.0
2016-08-05,0.015661235673055843,-0.004847204312682152,1.0,-1.0
2016-08-08,0.006378152930410314,-0.0032248804345726967,1.0,-1.0
2016-08-09,0.007239935740910255,-0.007728470489382744,1.0,-1.0
2016-08-10,0.008082605582426634,0.002158106304705143,1.0,1.0
2016-08-11,0.005352382461805568,0.005163153633475304,1.0,1.0
2016-08-12,0.0035523294828872357,0.005983717739582062,1.0,1.0
2016-08-15,0.004422886892197812,-0.002028814982622862,1.0,-1.0
2016-08-16,-0.00708593885282092,-0.006841660477221012,-1.0,-1.0
2016-08-17,-0.004454316917305567,-0.009450027719140053,-1.0,-1.0
2016-08-18,0.008003539895993535,-0.006406165659427643,1.0,-1.0
2016-08-19,-0.020582319780465274,-0.0017540359403938055,-1.0,-1.0
2016-08-22,0.002708831235281164,0.008753761649131775,1.0,1.0
2016-08-23,0.016100497260269495,-0.0020100665278732777,1.0,-1.0
2016-08-24,0.0008868202668499195,-0.003942442126572132,1.0,-1.0
2016-08-25,-0.0044424442682414475,-0.0035391966812312603,-1.0,-1.0
2016-08-26,-0.0035682656809676136,-0.008781466633081436,-1.0,-1.0
2016-08-29,-0.0008940019954836182,-0.003464678768068552,-1.0,-1.0
2016-08-30,0.0035714972370941853,0.0005219578742980957,1.0,1.0
2016-08-31,0.006219385725663417,-0.008353403769433498,1.0,-1.0
2016-09-01,0.007061012640181143,-0.0007486795075237751,1.0,-1.0
2016-09-02,0.00875655759599653,0.01581747643649578,1.0,1.0
2016-09-06,0.0026121293868039113,0.011292299255728722,1.0,1.0
2016-09-07,0.006932384929925754,0.004375489428639412,1.0,1.0
2016-09-08,0.011163754334996263,-0.004076462239027023,1.0,-1.0
2016-09-09,-0.02595308663367846,-0.008047417737543583,-1.0,-1.0
2016-09-12,0.003499585039855381,-0.0043358756229281425,1.0,-1.0
2016-09-13,-0.029244358749174793,0.003038087859749794,-1.0,1.0
2016-09-14,-0.002701467090090136,0.009693367406725883,-1.0,1.0
2016-09-15,0.00629206219950774,0.005571815185248852,1.0,1.0
2016-09-16,-0.0327897645163293,-0.0013630760367959738,-1.0,-1.0
2016-09-19,0.01104984768604779,0.004864719696342945,1.0,1.0
2016-09-20,-0.009199817245688578,-0.003981173038482666,-1.0,-1.0
2016-09-21,0.021034279320291907,-0.0030816765502095222,1.0,-1.0
2016-09-22,0.009905454755678224,-0.007435617968440056,1.0,-1.0
2016-09-23,-0.012624105108274337,-0.006187718361616135,-1.0,-1.0
2016-09-26,-0.01186687153143,-0.001460979925468564,-1.0,-1.0
2016-09-27,-0.004601906337042551,-1.2242468073964119e-05,-1.0,-1.0
2016-09-28,0.012832437566564258,-0.004408550448715687,1.0,-1.0
2016-09-29,-0.015603733493578733,-0.002959663514047861,-1.0,-1.0
2016-09-30,0.01924007379548704,0.0005570619832724333,1.0,1.0
2016-10-03,-0.007286045762554152,-0.006446868181228638,-1.0,-1.0
2016-10-04,-0.008260702422486116,0.0009225803078152239,-1.0,1.0
2016-10-05,0.017359878648940258,-0.0020706988871097565,1.0,-1.0
2016-10-06,-0.0018131304638999734,-0.004242672584950924,-1.0,-1.0
2016-10-07,-0.0027261083090300234,-0.003872999921441078,-1.0,-1.0
2016-10-10,0.007253017405822352,0.0007687017787247896,1.0,1.0
2016-10-11,-0.016393780628222228,-0.0001965044066309929,-1.0,-1.0
2016-10-12,-0.002758649022676724,0.0060497671365737915,-1.0,1.0
2016-10-13,-0.007393741214211512,-0.0038489983417093754,-1.0,-1.0
2016-10-14,0.008314026446524065,0.006389793939888477,1.0,1.0
2016-10-17,0.00641918955923986,-0.0035348120145499706,1.0,-1.0
2016-10-18,0.0181164879190169,-0.00292829517275095,1.0,-1.0
2016-10-19,0.004478208330214037,-0.004956386052072048,1.0,-1.0
2016-10-20,0.0026774952416105204,0.0031137012410908937,1.0,1.0
2016-10-21,-0.0008917937501061809,-0.0028332145884633064,-1.0,-1.0
2016-10-24,0.006225008457704821,0.007414526306092739,1.0,1.0
2016-10-25,-0.0026630519606231614,0.003953411243855953,-1.0,1.0
2016-10-26,0.0017762316937734116,-0.0033403667621314526,1.0,-1.0
2016-10-27,0.006191969122432591,-0.008405051194131374,1.0,-1.0
2016-10-28,-0.0017653483812946,0.0012175011215731502,-1.0,1.0
2016-10-31,-0.0035398004742881817,-0.000975762726739049,-1.0,-1.0
2016-11-01,-0.009799559885322374,0.003538328455761075,-1.0,1.0
2016-11-02,-0.016245908859593473,0.001967193093150854,-1.0,1.0
2016-11-03,-0.003646238088927962,0.0040405732579529285,-1.0,1.0
2016-11-04,-0.011943282569737828,-0.00801712553948164,-1.0,-1.0
2016-11-07,0.02779858245930168,-0.0033432040363550186,1.0,-1.0
2016-11-08,0.0031411516166685157,0.0002957716351374984,1.0,1.0
2016-11-09,-0.008097196011481974,-0.011434442363679409,-1.0,-1.0
2016-11-10,0.0013540862376664,-0.009071899577975273,1.0,-1.0
2016-11-11,-0.00361493266415118,-6.242538802325726e-05,-1.0,-1.0
2016-11-14,-0.01827379048261412,0.0024732989259064198,-1.0,1.0
2016-11-15,0.003222167657631046,0.0032259479630738497,1.0,1.0
2016-11-16,-0.015748381700439885,0.0076929740607738495,-1.0,1.0
2016-11-17,-0.0009341840091741945,-0.0042688301764428616,-1.0,-1.0
2016-11-18,-0.0250781596455223,-0.005552113521844149,-1.0,-1.0
2016-11-21,0.01048624405980561,0.005117611028254032,1.0,1.0
2016-11-22,0.012252702537303317,0.009118504822254181,1.0,1.0
2016-11-23,-0.0037539376769288777,-0.0012780369725078344,-1.0,-1.0
2016-11-25,0.0009397460519190503,0.0023412916343659163,1.0,1.0
2016-11-28,-0.020883520638536008,0.0013907734537497163,-1.0,1.0
2016-11-29,0.025101915842351344,0.004673480521887541,1.0,1.0
2016-11-30,0.017157914177841013,-0.004389642737805843,1.0,-1.0
2016-12-01,0.010519112847026545,-0.0002728744875639677,1.0,-1.0
2016-12-02,0.006801201137615226,-0.003233224619179964,1.0,-1.0
2016-12-05,0.008100886553519027,-0.013696993701159954,1.0,-1.0
2016-12-06,0.041270175484315295,-0.006567702628672123,1.0,-1.0
2016-12-07,0.022960237697771366,0.000658459379337728,1.0,1.0
2016-12-08,-0.0029469011404504196,-0.006454974412918091,-1.0,-1.0
2016-12-09,-0.009743702935614924,0.001862902194261551,-1.0,1.0
2016-12-12,0.004248150150023436,-0.003190194722265005,1.0,-1.0
2016-12-13,0.023047278263392857,-0.006406757049262524,1.0,-1.0
2016-12-14,-0.02050711930355615,-0.009476998820900917,-1.0,-1.0
2016-12-15,0.009259428714820972,-0.0020003006793558598,1.0,-1.0
2016-12-16,0.0012558801123053339,-0.005199837498366833,1.0,-1.0
2016-12-19,-0.004613013860920702,-0.004621014930307865,-1.0,-1.0
2016-12-20,0.010869547810926824,-0.00937898550182581,1.0,-1.0
2016-12-21,0.005482414399330088,-0.005755907855927944,1.0,-1.0
2016-12-22,-0.005020841941889752,-0.008792582899332047,-1.0,-1.0
2016-12-23,0.012919555406047945,-0.007709517143666744,1.0,-1.0
2016-12-27,0.0037197359763723532,-0.012679795734584332,1.0,-1.0
2016-12-28,-0.01496290327682955,-0.011259469203650951,-1.0,-1.0
2016-12-29,0.00917061536755848,-0.004936839919537306,1.0,-1.0
2016-12-30,0.004553898646878321,-0.0031417650170624256,1.0,-1.0
