Date,032_IVV_1d_actual_lnrts,032_IVV_1d_forecast_lnrts,032_IVV_1d_true_label,032_IVV_1d_forecast_label
2016-01-06,-0.013178031659640559,0.00039735110476613045,-1.0,1.0
2016-01-07,-0.024218426860828927,0.0017524666618555784,-1.0,1.0
2016-01-08,-0.011139239316244472,0.0031084672082215548,-1.0,1.0
2016-01-11,0.001036538454138938,0.0035267402417957783,1.0,1.0
2016-01-12,0.0076894495215607565,-0.0036301445215940475,1.0,-1.0
2016-01-13,-0.02461685574357814,-0.0026323082856833935,-1.0,-1.0
2016-01-14,0.015735270617007874,0.00461153406649828,1.0,1.0
2016-01-15,-0.021283018681077653,0.00683320127427578,-1.0,1.0
2016-01-19,0.0005295502110844475,-0.0010532955639064312,1.0,-1.0
2016-01-20,-0.01166466851938084,0.00127593579236418,-1.0,1.0
2016-01-21,0.005183292126644475,0.004121904727071524,1.0,1.0
2016-01-22,0.020417020135160436,0.004636099562048912,1.0,1.0
2016-01-25,-0.015366274088129505,0.004880878143012524,-1.0,1.0
2016-01-26,0.013484494058624709,0.0020548030734062195,1.0,1.0
2016-01-27,-0.010783604472099651,0.0011069576721638441,-1.0,1.0
2016-01-28,0.005432601460489452,0.0033803062979131937,1.0,1.0
2016-01-29,0.023446091041998844,0.005982104688882828,1.0,1.0
2016-02-01,-0.00010277642420956292,0.0011625811457633972,-1.0,1.0
2016-02-02,-0.01820170410112034,0.002481154166162014,-1.0,1.0
2016-02-03,0.005323713846902194,0.006518951617181301,1.0,1.0
2016-02-04,0.002183733265109285,0.004284671973437071,1.0,1.0
2016-02-05,-0.019298795702098945,0.0017128314357250929,-1.0,1.0
2016-02-08,-0.01354113617135871,0.004998119082301855,-1.0,1.0
2016-02-09,-0.0003758105311874556,0.008478319272398949,-1.0,1.0
2016-02-10,-0.0004833878657008425,0.0032004639506340027,-1.0,1.0
2016-02-11,-0.012541362326681252,0.0014882751274853945,-1.0,1.0
2016-02-12,0.020034181327428877,0.004392996430397034,1.0,1.0
2016-02-16,0.01649865682017253,0.004080281127244234,1.0,1.0
2016-02-17,0.016437264714229658,0.0011913197813555598,1.0,1.0
2016-02-18,-0.004032312209959704,-0.0010024257935583591,-1.0,-1.0
2016-02-19,-0.0006217445773067345,0.004112670198082924,-1.0,1.0
2016-02-22,0.014357658187199283,0.0007334200199693441,1.0,1.0
2016-02-23,-0.012234843718060124,0.0014113791985437274,-1.0,1.0
2016-02-24,0.00454123822705183,0.005056378431618214,1.0,1.0
2016-02-25,0.0116708615337596,0.00016692792996764183,1.0,1.0
2016-02-26,-0.0017827745441374348,-0.0006636022590100765,-1.0,-1.0
2016-02-29,-0.008396052935489699,0.006063870154321194,-1.0,1.0
2016-03-01,0.023775697478996348,0.0013882553903385997,1.0,1.0
2016-03-02,0.004408077810172897,-0.003318352624773979,1.0,-1.0
2016-03-03,0.003542349114303084,0.003011096268892288,1.0,1.0
2016-03-04,0.003480442006886661,0.0006819290574640036,1.0,1.0
2016-03-07,0.000992217281069131,-0.0021200384944677353,1.0,-1.0
2016-03-08,-0.011469787245670755,-0.002147429622709751,-1.0,-1.0
2016-03-09,0.005152751269224454,0.006193541921675205,1.0,1.0
2016-03-10,0.0005487527445641083,-0.000783728901296854,1.0,-1.0
2016-03-11,0.016421311737217767,-0.0007672049105167389,1.0,-1.0
2016-03-14,-0.0013745657214688613,0.0016329867066815495,-1.0,1.0
2016-03-15,-0.001671599440178199,0.003125082468613982,-1.0,1.0
2016-03-16,0.006376581850792224,-0.001343513373285532,1.0,-1.0
2016-03-17,0.006287590513066868,-0.003955977503210306,1.0,-1.0
2016-03-18,0.0036860437630866043,0.00036164093762636185,1.0,1.0
2016-03-21,0.00145116071217564,-0.00020405836403369904,1.0,-1.0
2016-03-22,-0.0005802711354698225,-0.000902542844414711,-1.0,-1.0
2016-03-23,-0.0064975149994786355,5.624932236969471e-05,-1.0,1.0
2016-03-24,-0.0005876713965915041,-0.0028565884567797184,-1.0,-1.0
2016-03-28,0.0006365834909625714,-0.00038962229155004025,1.0,-1.0
2016-03-29,0.009499056465327692,0.0001019076444208622,1.0,1.0
2016-03-30,0.004209080876834901,0.000836292514577508,1.0,1.0
2016-03-31,-0.002319985458439177,-0.0017944928258657455,-1.0,-1.0
2016-04-01,0.00636727439871771,-0.0005604249890893698,1.0,-1.0
2016-04-04,-0.003275130382556912,-0.002350444905459881,-1.0,-1.0
2016-04-05,-0.00984126714420423,-0.006005449220538139,-1.0,-1.0
2016-04-06,0.01075748363701085,-0.0030077476985752583,1.0,-1.0
2016-04-07,-0.012171342755661113,0.002427652245387435,-1.0,1.0
2016-04-08,0.002971707801707909,0.0024707000702619553,1.0,1.0
2016-04-11,-0.002825378659372104,-0.0035630399361252785,-1.0,-1.0
2016-04-12,0.009805492306552406,-7.988139986991882e-05,1.0,-1.0
2016-04-13,0.009997139477910966,-0.00015125307254493237,1.0,-1.0
2016-04-14,9.565440877265164e-05,0.0016546957194805145,1.0,1.0
2016-04-15,-0.0015792491046543603,-0.0034900642931461334,-1.0,-1.0
2016-04-18,0.00725366471948415,0.0008320626802742481,1.0,1.0
2016-04-19,0.0030384909719171115,-0.00285931583493948,1.0,-1.0
2016-04-20,0.0007582536383896955,-0.0011415574699640274,1.0,-1.0
2016-04-21,-0.004986168706882187,-0.003028391394764185,-1.0,-1.0
2016-04-22,-0.00014280405469277075,-0.004564392380416393,-1.0,-1.0
2016-04-25,-0.001763253186096736,-0.0008688345551490784,-1.0,-1.0
2016-04-26,0.001668018103406035,-0.001593173947185278,1.0,-1.0
2016-04-27,0.0018553168006446516,-0.003310641273856163,1.0,-1.0
2016-04-28,-0.008687871561290703,-0.0029908549040555954,-1.0,-1.0
2016-04-29,-0.005384006974100724,-0.0009619477204978466,-1.0,-1.0
2016-05-02,0.007778369450259875,-0.003057758789509535,1.0,-1.0
2016-05-03,-0.008791177545453685,-0.0027692397125065327,-1.0,-1.0
2016-05-04,-0.005709795900485773,-0.002262504305690527,-1.0,-1.0
2016-05-05,-0.0002913082786301985,-0.0015467037446796894,-1.0,-1.0
2016-05-06,0.003875760957989934,-0.0007639618124812841,1.0,-1.0
2016-05-09,0.0009666210736848305,-0.005035685375332832,1.0,-1.0
2016-05-10,0.01205218710958467,-0.0025185206905007362,1.0,-1.0
2016-05-11,-0.0093505631194685,-0.0026257256977260113,-1.0,-1.0
2016-05-12,0.0004816208349864681,-0.0010556206107139587,1.0,-1.0
2016-05-13,-0.009288464989082769,-0.002039289567619562,-1.0,-1.0
2016-05-16,0.010058616424910474,-0.0038934205658733845,1.0,-1.0
2016-05-17,-0.008844212473508044,-0.004706396721303463,-1.0,-1.0
2016-05-18,9.69402886092021e-05,0.0006710293237119913,1.0,1.0
2016-05-19,-0.0035496232507188116,5.758856423199177e-05,-1.0,1.0
2016-05-20,0.006070551329968778,-0.0025321785360574722,1.0,-1.0
2016-05-23,-0.0013566410660446684,-0.003128067124634981,-1.0,-1.0
2016-05-24,0.012909602021891639,0.00039628567174077034,1.0,1.0
2016-05-25,0.006725813983136089,-0.0033260942436754704,1.0,-1.0
2016-05-26,0.0003800570668572404,-0.006416982971131802,1.0,-1.0
2016-05-27,0.004125988315170878,-0.0047471970319747925,1.0,-1.0
2016-05-31,-0.0015630155574380274,-0.0036574318073689938,-1.0,-1.0
2016-06-01,0.0018942377511625434,-0.0045012435875833035,1.0,-1.0
2016-06-02,0.003259065234905184,-0.0042617712169885635,1.0,-1.0
2016-06-03,-0.003353701364559742,-0.0032669571228325367,-1.0,-1.0
2016-06-06,0.005520600803003862,-0.0017847041599452496,1.0,-1.0
2016-06-07,0.0011756689076077142,-0.003378438763320446,1.0,-1.0
2016-06-08,0.003190768512720534,-0.002143696416169405,1.0,-1.0
2016-06-09,-0.0011718448471927918,-0.00339228892698884,-1.0,-1.0
2016-06-10,-0.00947251322677821,-0.003760469611734152,-1.0,-1.0
2016-06-13,-0.007938951580138987,-0.0038278340362012386,-1.0,-1.0
2016-06-14,-0.0018153290886549858,-0.0029238369315862656,-1.0,-1.0
2016-06-15,-0.001770768240292366,-0.0018557198345661163,-1.0,-1.0
2016-06-16,0.0032518039543413006,-0.001285043079406023,1.0,-1.0
2016-06-17,-0.003778849981836616,-0.001022405456751585,-1.0,-1.0
2016-06-20,0.006591861021829148,-0.001283302903175354,1.0,-1.0
2016-06-21,0.00276122594038324,-0.0057523371651768684,1.0,-1.0
2016-06-22,-0.0016710994932938414,-0.0021965899504721165,-1.0,-1.0
2016-06-23,0.012960933782712548,-0.0021902299486100674,1.0,-1.0
2016-06-24,-0.037437319176021076,-0.0036938264966011047,-1.0,-1.0
2016-06-27,-0.017686458141707648,-0.002888974267989397,-1.0,-1.0
2016-06-28,0.01851861545384516,-0.0034943027421832085,1.0,-1.0
2016-06-29,0.016595005500824503,-0.0043721809051930904,1.0,-1.0
2016-06-30,0.012909628715978519,-0.001868457067757845,1.0,-1.0
2016-07-01,0.0029883289992325784,-0.002105342224240303,1.0,-1.0
2016-07-05,-0.007082231165738296,-0.002996197436004877,-1.0,-1.0
2016-07-06,0.005707776804420674,-0.0015248050913214684,1.0,-1.0
2016-07-07,-0.0008541543219367991,-0.0043036616407334805,-1.0,-1.0
2016-07-08,0.015076233273738979,-0.005688170902431011,1.0,-1.0
2016-07-11,0.0037802806583825854,-0.008424526080489159,1.0,-1.0
2016-07-12,0.007009446711000811,-0.0017377049662172794,1.0,-1.0
2016-07-13,-9.24476633062289e-05,-0.0046333689242601395,-1.0,-1.0
2016-07-14,0.005490047613404887,-0.00864670891314745,1.0,-1.0
2016-07-15,-0.001473417608022641,-0.005884467624127865,-1.0,-1.0
2016-07-18,0.0027608894649747374,-0.00017493637278676033,1.0,-1.0
2016-07-19,-0.0011034571321164059,-0.00542040541768074,-1.0,-1.0
2016-07-20,0.0042230430281221185,-0.005822082050144672,1.0,-1.0
2016-07-21,-0.0036251892470575905,-0.002829689998179674,-1.0,-1.0
2016-07-22,0.004357815073631135,0.00025012088008224964,1.0,1.0
2016-07-25,-0.002566469863679594,-0.007068720646202564,-1.0,-1.0
2016-07-26,0.0004128869105629781,-0.004794273525476456,1.0,-1.0
2016-07-27,-0.0010097402964637508,-0.005308704450726509,-1.0,-1.0
2016-07-28,0.001193211061046717,-0.0038150339387357235,1.0,-1.0
2016-07-29,0.0015122822065760696,-0.007474287413060665,1.0,-1.0
2016-08-01,-0.0011455207593358064,-0.003405531868338585,-1.0,-1.0
2016-08-02,-0.005931695044224068,-0.004050578456372023,-1.0,-1.0
2016-08-03,0.0029473094958947267,-0.00557368528097868,1.0,-1.0
2016-08-04,0.0009191579613425548,-0.0064987242221832275,1.0,-1.0
2016-08-05,0.007916467491581437,-0.0006925174966454506,1.0,-1.0
2016-08-08,-0.0005470860134871492,-0.00631439033895731,-1.0,-1.0
2016-08-09,0.0006382425509202735,-0.007104800082743168,1.0,-1.0
2016-08-10,-0.0024640365332345084,-0.004254212602972984,-1.0,-1.0
2016-08-11,0.004603692647753642,-0.002767277881503105,1.0,-1.0
2016-08-12,-0.0008188469785816794,-0.004381617531180382,-1.0,-1.0
2016-08-15,0.0029994168444587186,-0.00347312493249774,1.0,-1.0
2016-08-16,-0.005095321543185963,-0.005659906193614006,-1.0,-1.0
2016-08-17,0.0018227157328846054,-0.006324358284473419,1.0,-1.0
2016-08-18,0.0023192557868387323,-0.005093780346214771,1.0,-1.0
2016-08-19,-0.0015455018912045528,-0.003471811767667532,-1.0,-1.0
2016-08-22,-0.0003185266068534916,-0.004526958800852299,-1.0,-1.0
2016-08-23,0.0020910716073541166,-0.0035506533458828926,1.0,-1.0
2016-08-24,-0.004733959569477789,-0.006687707267701626,-1.0,-1.0
2016-08-25,-0.001004277749250408,-0.001976191531866789,-1.0,-1.0
2016-08-26,-0.001782759266026622,-0.003285499755293131,-1.0,-1.0
2016-08-29,0.00474707103393026,-0.00317278690636158,1.0,-1.0
2016-08-30,-0.0015494461745632286,-0.0037144888192415237,-1.0,-1.0
2016-08-31,-0.0027860352744037316,-0.006035955622792244,-1.0,-1.0
2016-09-01,9.153885180720058e-05,-0.0040462808683514595,1.0,-1.0
2016-09-02,0.004380582127791113,-8.010375313460827e-05,1.0,-1.0
2016-09-06,0.003363592934359691,-0.001381100621074438,1.0,-1.0
2016-09-07,-0.00018145700867663634,-0.0018012984655797482,-1.0,-1.0
2016-09-08,-0.00236292152820365,-0.005487354472279549,-1.0,-1.0
2016-09-09,-0.02426734112397474,-0.00630380492657423,-1.0,-1.0
2016-09-12,0.014300236257144884,-0.0021554110571742058,1.0,-1.0
2016-09-13,-0.01462652760819683,-0.002284504473209381,-1.0,-1.0
2016-09-14,-0.0005596700515841961,-0.0007030433043837547,-1.0,-1.0
2016-09-15,0.010072705320365145,-0.0007182301487773657,1.0,-1.0
2016-09-16,-0.004165412481127094,-0.0034670019522309303,-1.0,-1.0
2016-09-19,0.0005100575410120785,-0.003238685429096222,1.0,-1.0
2016-09-20,9.277310376124813e-05,-0.0015420620329678059,1.0,-1.0
2016-09-21,0.011108370159612314,-0.004137146752327681,1.0,-1.0
2016-09-22,0.006123486015424925,-0.0020923856645822525,1.0,-1.0
2016-09-23,-0.0052529207379863625,-0.004079960752278566,-1.0,-1.0
2016-09-26,-0.008306172924133062,-0.0017242017202079296,-1.0,-1.0
2016-09-27,0.006061962470875527,-0.0038392897695302963,1.0,-1.0
2016-09-28,0.005245379212839593,-0.004587526433169842,1.0,-1.0
2016-09-29,-0.009035579632718121,-0.004030337557196617,-1.0,-1.0
2016-09-30,0.007474059947183569,-0.0015284414403140545,1.0,-1.0
2016-10-03,-0.0030843158793931297,-0.002933927346020937,-1.0,-1.0
2016-10-04,-0.004389744067790562,-0.0011766250245273113,-1.0,-1.0
2016-10-05,0.0043897440677904374,-0.001592452172189951,1.0,-1.0
2016-10-06,0.0009677996914468617,-0.0033276407048106194,1.0,-1.0
2016-10-07,-0.003922943693575258,-0.0037940959446132183,-1.0,-1.0
2016-10-10,0.005027756530711072,-0.0006442507728934288,1.0,-1.0
2016-10-11,-0.012407525845778571,-0.0022041499614715576,-1.0,-1.0
2016-10-12,0.0012569256551349395,-0.0008943262510001659,1.0,-1.0
2016-10-13,-0.003075429484277735,-0.004539781715720892,-1.0,-1.0
2016-10-14,9.32916493029501e-05,-0.0012954226695001125,1.0,-1.0
2016-10-17,-0.0033187083318585837,-0.0017189430072903633,-1.0,-1.0
2016-10-18,0.006161209347407292,-0.0015568756498396397,1.0,-1.0
2016-10-19,0.0024633243368371357,-0.0010343119502067566,1.0,-1.0
2016-10-20,-0.0017189654536815346,-4.790979437530041e-05,-1.0,-1.0
2016-10-21,0.00046481340136764096,-0.004992733709514141,1.0,-1.0
2016-10-24,0.004405627716987124,-0.0008503636345267296,1.0,-1.0
2016-10-25,-0.0031979110753286724,-0.0021765087731182575,-1.0,-1.0
2016-10-26,-0.002091175189777094,-8.603068999946117e-05,-1.0,-1.0
2016-10-27,-0.0027483168131796584,-0.0006949484813958406,-1.0,-1.0
2016-10-28,-0.0029429949221612623,-0.0005925341974943876,-1.0,-1.0
2016-10-31,-0.00028076426454248695,-0.0009471317753195763,-1.0,-1.0
2016-11-01,-0.0068557933290067175,-6.14561140537262e-05,-1.0,-1.0
2016-11-02,-0.0062864659955405,-0.003156360238790512,-1.0,-1.0
2016-11-03,-0.004181312113328682,-0.0021989583037793636,-1.0,-1.0
2016-11-04,-0.0016679367136825292,-0.0013955379836261272,-1.0,-1.0
2016-11-07,0.02193540367354096,0.0005599174182862043,1.0,1.0
2016-11-08,0.004608639597808997,-0.0013652397319674492,1.0,-1.0
2016-11-09,0.010993181483154162,-0.0007342526223510504,1.0,-1.0
2016-11-10,0.001973284474822157,-0.0031386548653244972,1.0,-1.0
