Date,6204_ETF_1d_actual_lnrts,6204_ETF_1d_forecast_lnrts,6204_ETF_1d_true_label,6204_ETF_1d_forecast_label
2017-06-01,-0.008886921881314597,0.001394864870235324,-1.0,1.0
2017-06-02,0.006388340229374219,0.001994976308196783,1.0,1.0
2017-06-03,0.004764614799252407,0.004072616342455149,1.0,1.0
2017-06-05,0.0006788098461807407,0.0014368855627253652,1.0,1.0
2017-06-06,0.0022593773732463586,-0.0012543101329356432,1.0,-1.0
2017-06-07,0.00045126354556404905,0.00017549702897667885,1.0,1.0
2017-06-08,0.0029282597790883597,0.001292338129132986,1.0,1.0
2017-06-12,-0.01609829573242707,0.0016315020620822906,-1.0,1.0
2017-06-13,-0.005730674708984983,-0.0019378820434212685,-1.0,-1.0
2017-06-14,0.0039004294028312392,-0.0019381437450647354,1.0,-1.0
2017-06-15,-0.0011456067239866464,0.0019505617674440145,-1.0,1.0
2017-06-19,0.019523889168843952,0.001975623657926917,1.0,1.0
2017-06-20,0.0060517947785375965,-0.0008825361728668213,1.0,-1.0
2017-06-21,-0.005377561693101439,-0.00040686014108359814,-1.0,-1.0
2017-06-22,0.006494256393176546,0.003733629360795021,1.0,1.0
2017-06-23,0.0033426214966899284,0.005619398318231106,1.0,1.0
2017-06-26,0.023090635571465744,0.0025761958677321672,1.0,1.0
2017-06-27,0.003038856256512523,0.000823355745524168,1.0,1.0
2017-06-29,-0.00216966889192575,0.0053621032275259495,-1.0,1.0
2017-07-04,-0.007193491510028844,0.0017259572632610798,-1.0,1.0
2017-07-07,0.0037121999175170717,0.002204764634370804,1.0,1.0
2017-07-10,-0.010517187213867692,-0.000651857815682888,-1.0,-1.0
2017-07-11,0.008771986072837041,0.0027128630317747593,1.0,1.0
2017-07-12,0.01710183470856625,0.00556027889251709,1.0,1.0
2017-07-13,-0.000858922105629405,0.0027334352489560843,-1.0,1.0
2017-07-17,0.005783458339688793,0.0053570945747196674,1.0,1.0
2017-07-18,0.0023466677435615715,0.006776516325771809,1.0,1.0
2017-07-19,0.010176047107700528,0.0048140594735741615,1.0,1.0
2017-07-20,-0.0004219409345299148,0.003382973140105605,-1.0,1.0
2017-07-21,-0.015523969386213083,0.0039000147953629494,-1.0,1.0
2017-07-25,0.01129473914501216,0.008079582825303078,1.0,1.0
2017-07-26,-0.00616433028606246,0.0011046573054045439,-1.0,1.0
2017-07-27,0.0023426695838055186,0.006700349971652031,1.0,1.0
2017-07-28,0.004880646293122445,-0.0022045993246138096,1.0,-1.0
2017-07-31,-0.007436558227666653,-0.001756453886628151,-1.0,-1.0
2017-08-01,0.0004264392388715918,0.005767423193901777,1.0,1.0
2017-08-02,0.012077697401100668,-0.001985641196370125,1.0,-1.0
2017-08-03,-0.0033755306312811496,-0.0006266760174185038,-1.0,-1.0
2017-08-04,0.0016891895908447598,0.001190260169096291,1.0,1.0
2017-08-07,0.014036053204838445,-0.001954417210072279,1.0,-1.0
2017-08-08,0.0024932487463720805,-0.0016814419068396091,1.0,-1.0
2017-08-09,-0.011268900552030219,-0.005060483235865831,-1.0,-1.0
2017-08-10,-0.015864954647977457,-0.0014200471341609955,-1.0,-1.0
2017-08-11,0.006164330286062412,0.0037882875185459852,1.0,1.0
2017-08-14,-0.00042390844212572776,-0.002474210225045681,-1.0,-1.0
2017-08-15,-0.007020558566653683,-0.0003978414461016655,-1.0,-1.0
2017-08-16,0.0025586367903242826,0.0007888753898441792,1.0,1.0
2017-08-17,0.009747905117418338,-0.0008428932633250952,1.0,-1.0
2017-08-22,0.004628663849840002,-0.00044877082109451294,1.0,-1.0
2017-08-23,-0.0004199034283827203,-9.686499834060669e-05,-1.0,-1.0
2017-08-25,0.015213380840586726,0.0005489261820912361,1.0,1.0
2017-08-28,0.0012401820522996146,0.0023608729243278503,1.0,1.0
2017-08-29,-0.004139935534071957,-0.0014713956043124199,-1.0,-1.0
2017-08-31,0.004139935534071926,-0.0020302310585975647,1.0,-1.0
2017-09-01,0.003917126954845237,-0.00044712284579873085,1.0,-1.0
2017-09-04,0.004106781952653281,-0.004293601028621197,1.0,-1.0
2017-09-05,-0.003078504227087386,0.0028755892999470234,-1.0,1.0
2017-09-07,0.001848239565046067,0.003970483783632517,1.0,1.0
2017-09-08,-0.0014372243516972492,-0.00357326352968812,-1.0,-1.0
2017-09-13,-0.01074168560122848,0.002236082684248686,-1.0,1.0
2017-09-15,-0.003953808084821016,0.0006556448061019182,-1.0,1.0
2017-09-19,0.0008336807485774087,-0.0034528723917901516,1.0,-1.0
2017-09-20,-0.00962954897584312,0.0014271731488406658,-1.0,1.0
2017-09-22,0.0012612993053265204,0.0034136392641812563,1.0,1.0
2017-09-25,-0.021232220105774167,0.006252795457839966,-1.0,1.0
2017-09-26,0.01067245989077198,0.007799685932695866,1.0,1.0
2017-09-27,0.0006367399132675264,0.004576678387820721,1.0,1.0
2017-09-28,-0.004678868595272954,0.005909651517868042,-1.0,1.0
2017-09-29,-0.021765755273867093,0.005865572486072779,-1.0,1.0
2017-10-02,0.019631738245479813,0.006902093533426523,1.0,1.0
2017-10-03,0.003837957802745034,0.005605948157608509,1.0,1.0
2017-10-05,0.0010634904756471413,0.005114936735481024,1.0,1.0
2017-10-06,-0.007040029076354787,0.0066206082701683044,-1.0,1.0
2017-10-11,0.020134197156579277,0.0067971618846058846,1.0,1.0
2017-10-12,-0.0018901612264058856,0.000944310799241066,-1.0,1.0
2017-10-13,-0.002736555754720135,0.004608341958373785,-1.0,1.0
2017-10-17,0.008814327790757264,0.0052164699882268906,1.0,1.0
2017-10-18,-0.003558350170094359,0.0035220731515437365,-1.0,1.0
2017-10-19,-0.003360641684214864,0.005290259141474962,-1.0,1.0
2017-10-20,-0.002738861924887339,0.0073615326546132565,-1.0,1.0
2017-10-24,-0.005712487765391249,0.0023185203317552805,-1.0,1.0
2017-10-26,0.007819970104955914,0.007698776200413704,1.0,1.0
2017-10-27,0.0027331037721734885,0.0036116258706897497,1.0,1.0
2017-10-30,-0.0025225996139391924,0.004477895796298981,-1.0,1.0
2017-10-31,-0.0037958712806733883,0.0047882795333862305,-1.0,1.0
2017-11-02,0.004847727904424528,0.007099177688360214,1.0,1.0
2017-11-03,0.005033567674829123,0.00519090099260211,1.0,1.0
2017-11-06,0.0016722411923621328,0.008096553385257721,1.0,1.0
2017-11-07,-0.0014630580517604398,0.0032935517374426126,-1.0,1.0
2017-11-08,-0.0016746916202069523,0.007945799268782139,-1.0,1.0
2017-11-09,-0.005672880010187653,0.009009239263832569,-1.0,1.0
2017-11-10,-0.010804045353345513,0.006892871111631393,-1.0,1.0
2017-11-14,-0.005124931140255351,0.00827878899872303,-1.0,1.0
2017-11-15,-0.002357733382416422,0.0033564898185431957,-1.0,1.0
2017-11-17,-0.0004292766754052846,0.004380504600703716,-1.0,1.0
2017-11-21,0.0036429912785010087,0.0034280000254511833,1.0,1.0
2017-11-22,-0.0012842467518504044,0.0055754585191607475,-1.0,1.0
2017-11-23,0.00619197024792098,0.007006376050412655,1.0,1.0
2017-11-28,-0.006406171812411404,0.002779262838885188,-1.0,1.0
2017-11-29,0.0019261643194396544,0.008935539051890373,1.0,1.0
2017-11-30,-0.012478647295280892,0.011248667724430561,-1.0,1.0
2017-12-01,-0.004774314624377359,0.005856852978467941,-1.0,1.0
2017-12-04,-0.012476904770834385,0.008480723947286606,-1.0,1.0
2017-12-05,0.00285934429938856,0.008112800307571888,1.0,1.0
2017-12-06,-0.011264613868104522,0.007671649102121592,-1.0,1.0
2017-12-07,-0.0006665926255052866,0.01079790759831667,-1.0,1.0
2017-12-08,-0.0022251900592401806,0.008506737649440765,-1.0,1.0
2016-06-04,-0.5013657941494614,0.009912064298987389,-1.0,1.0
2016-06-06,0.004769776058210026,0.017117656767368317,1.0,1.0
2016-06-07,0.012368291534022796,0.0009825763991102576,1.0,1.0
2016-06-08,0.005767860258684671,-0.004657617770135403,1.0,-1.0
2016-06-13,-0.017770186555320238,0.03298737853765488,-1.0,1.0
2016-06-14,0.004016802917707905,0.0521826446056366,1.0,1.0
2016-06-15,0.004000732741238932,0.023022880777716637,1.0,1.0
2016-06-16,-0.013521126875925844,0.03247569501399994,-1.0,1.0
2016-06-17,0.005137625979591613,0.03949662297964096,1.0,1.0
2016-06-20,0.008383500896334146,0.018691228702664375,1.0,1.0
2016-06-21,0.004346258199911111,0.014892615377902985,1.0,1.0
