Date,048_IYY_1d_actual_lnrts,048_IYY_1d_forecast_lnrts,048_IYY_1d_true_label,048_IYY_1d_forecast_label
2016-03-16,0.006943891103761522,-0.0032050542067736387,1.0,-1.0
2016-03-17,0.007288354000105692,-0.006278990767896175,1.0,-1.0
2016-03-18,0.003624508360221793,-0.0029202818404883146,1.0,-1.0
2016-03-21,0.0011726387239504813,-0.0023233818355947733,1.0,-1.0
2016-03-22,9.767867154691645e-05,-0.0029228797648102045,1.0,-1.0
2016-03-23,-0.007031179388268621,-0.0010578774381428957,-1.0,-1.0
2016-03-24,-0.0006920315769319195,-0.004110690206289291,-1.0,-1.0
2016-03-28,0.0004943801399406934,-0.0024714625906199217,1.0,-1.0
2016-03-29,0.010520585750660462,-0.0017255444545298815,1.0,-1.0
2016-03-30,0.0033201091748921467,1.6998732462525368e-05,1.0,1.0
2016-03-31,-0.0006826510715200695,-0.0025313294027000666,-1.0,-1.0
2016-04-01,0.006126910847171216,-0.0013065084349364042,1.0,-1.0
2016-04-04,-0.0037884437073933664,-0.0023991975467652082,-1.0,-1.0
2016-04-05,-0.010960061812538746,-0.007192749530076981,-1.0,-1.0
2016-04-06,0.011154594975432388,-0.004591107368469238,1.0,-1.0
2016-04-07,-0.011154594975432445,0.0010919540654867887,-1.0,1.0
2016-04-08,0.0018677795560742404,0.002074859105050564,1.0,1.0
2016-04-11,-0.0023598513184759037,-0.005720076151192188,-1.0,-1.0
2016-04-12,0.010381008283915558,-0.0013609735760837793,1.0,-1.0
2016-04-13,0.010756422642968244,-0.002494597574695945,1.0,-1.0
2016-04-14,0.00019273683498679766,0.00013258075341582298,1.0,1.0
2016-04-15,-0.0006748200666846622,-0.004352382384240627,-1.0,-1.0
2016-04-18,0.005385774554459334,-0.0010055105667561293,1.0,-1.0
2016-04-19,0.0027776448250346275,-0.0036596700083464384,1.0,-1.0
2016-04-20,0.0014335851373824277,-0.002210471546277404,1.0,-1.0
2016-04-21,-0.004403217180061409,-0.0035455788020044565,-1.0,-1.0
2016-04-22,0.0003837032102587883,-0.00428068358451128,1.0,-1.0
2016-04-25,-0.002111917925126658,-0.002268587937578559,-1.0,-1.0
2016-04-26,0.002303753388499021,-0.002862311201170087,1.0,-1.0
2016-04-27,0.003636653819882467,-0.0038929793518036604,1.0,-1.0
2016-04-28,-0.01075690898098316,-0.004730639047920704,-1.0,-1.0
2016-04-29,-0.005228049174768328,-0.0016401244793087244,-1.0,-1.0
2016-05-02,0.007446576579940486,-0.003457761136814952,1.0,-1.0
2016-05-03,-0.009292510549154916,-0.004071123898029327,-1.0,-1.0
2016-05-04,-0.006047683470328575,-0.0017580816056579351,-1.0,-1.0
2016-05-05,-0.00039139591978224223,-0.0024885565508157015,-1.0,-1.0
2016-05-06,0.0032247621445454728,0.0004646605812013149,1.0,1.0
2016-05-09,0.0012674654034834742,-0.004689169116318226,1.0,-1.0
2016-05-10,0.012491006000372925,-0.002656797645613551,1.0,-1.0
2016-05-11,-0.009475006947108067,-0.002006847644224763,-1.0,-1.0
2016-05-12,-0.0006801936400408227,-0.001558925723657012,-1.0,-1.0
2016-05-13,-0.007611364473364672,-0.00107393111102283,-1.0,-1.0
2016-05-16,0.009262595562611131,-0.004647609777748585,1.0,-1.0
2016-05-17,-0.009066645312840833,-0.0037086971569806337,-1.0,-1.0
2016-05-18,0.0004896678327671062,-0.00014107930473983288,1.0,-1.0
2016-05-19,-0.004513090902483044,0.0009506919886916876,-1.0,1.0
2016-05-20,0.007445119147216903,-0.001779330661520362,1.0,-1.0
2016-05-23,-0.0017582647827617227,-0.003451055148616433,-1.0,-1.0
2016-05-24,0.01398084996212537,0.0007827680092304945,1.0,1.0
2016-05-25,0.007109300328729325,-0.0022581813391298056,1.0,-1.0
2016-05-26,-0.000574500793796607,-0.00549418106675148,-1.0,-1.0
2016-05-27,0.004110214187207465,-0.00357445259578526,1.0,-1.0
2016-05-31,0.00038147607556930413,-0.003207795089110732,1.0,-1.0
2016-06-01,0.0015245573795052802,-0.005119873210787773,1.0,-1.0
2016-06-02,0.0037063560727192174,-0.004027916118502617,1.0,-1.0
2016-06-03,-0.003230298524675415,-0.0039205048233270645,-1.0,-1.0
2016-06-06,0.005125674643462895,-0.001494778087362647,1.0,-1.0
2016-06-07,0.0016082730488734519,-0.0029988691676408052,1.0,-1.0
2016-06-08,0.0032087976134747634,-0.0019424853380769491,1.0,-1.0
2016-06-09,-0.0011313132100800505,-0.002686565974727273,-1.0,-1.0
2016-06-10,-0.010907331991588451,-0.003188137663528323,-1.0,-1.0
2016-06-13,-0.006794020708147964,-0.002218081848695874,-1.0,-1.0
2016-06-14,-0.002595804846605867,-0.0027474078815430403,-1.0,-1.0
2016-06-15,-0.0014448998037854897,-0.0006096113938838243,-1.0,-1.0
2016-06-16,0.0022147385942971397,0.0010402740444988012,1.0,1.0
2016-06-17,-0.00317939230447038,-0.00026676570996642113,-1.0,-1.0
2016-06-20,0.007690197166926753,0.0018690871074795723,1.0,1.0
2016-06-21,0.002238439971247381,-0.004628320224583149,1.0,-1.0
2016-06-22,-0.0026905834512251326,-0.00038259103894233704,-1.0,-1.0
2016-06-23,0.013570569129972706,-0.0020424525719136,1.0,-1.0
2016-06-24,-0.036146192093153034,-0.003734625643119216,-1.0,-1.0
2016-06-27,-0.020281076809375752,-0.0020052201580256224,-1.0,-1.0
2016-06-28,0.017916390127774136,-0.004029527306556702,1.0,-1.0
2016-06-30,0.03165305423418054,-0.005650770850479603,1.0,-1.0
2016-07-01,0.0022912483648647964,-0.0034083386417478323,1.0,-1.0
2016-07-05,-0.008522985403316415,-0.002568520838394761,-1.0,-1.0
2016-07-06,0.006327262966657537,-0.002384098945185542,1.0,-1.0
2016-07-07,-0.0005735445727459252,-0.003917965106666088,-1.0,-1.0
2016-07-08,0.015465902832540363,-0.005975999869406223,1.0,-1.0
2016-07-11,0.004228023330783491,-0.006596086546778679,1.0,-1.0
2016-07-12,0.007286400591985726,-0.010050376877188683,1.0,-1.0
2016-07-13,-0.00018627946427259758,-0.003244824940338731,-1.0,-1.0
2016-07-14,0.004643874151700707,-0.005381185561418533,1.0,-1.0
2016-07-15,-0.0006488478367021666,-0.010269170626997948,-1.0,-1.0
2016-07-18,0.0023153000113664748,-0.006348355673253536,1.0,-1.0
2016-07-19,-0.001851762097112618,-0.001936915097758174,-1.0,-1.0
2016-07-20,0.005729615159491603,-0.0050972942262887955,1.0,-1.0
2016-07-21,-0.004155396056518254,-0.008505893871188164,-1.0,-1.0
2016-07-22,0.004155396056518335,-0.0028308590408414602,1.0,-1.0
2016-07-25,-0.0024911050370619806,-0.00034641893580555916,-1.0,-1.0
2016-07-26,0.0012001138311390663,-0.007622929289937019,1.0,-1.0
2016-07-27,-0.0014772815257046998,-0.00798670295625925,-1.0,-1.0
2016-07-28,0.0023073930750928404,-0.005879111588001251,1.0,-1.0
2016-07-29,0.002210149688300538,-0.0053764451295137405,1.0,-1.0
2016-08-01,-0.0023022931538811083,-0.008486021310091019,-1.0,-1.0
2016-08-02,-0.007310523497308202,-0.006310594268143177,-1.0,-1.0
2016-08-03,0.0034305211324700494,-0.0045996783301234245,1.0,-1.0
2016-08-04,0.0005551724245747391,-0.007527939043939114,1.0,-1.0
2016-08-05,0.008107774769558073,-0.006693239323794842,1.0,-1.0
2016-08-08,9.16386999486965e-05,-0.0038559676613658667,1.0,-1.0
2016-08-09,0.0005504090472518286,-0.006443844176828861,1.0,-1.0
2016-08-10,-0.0024790575145856777,-0.00939031969755888,-1.0,-1.0
2016-08-11,0.004768983026167642,-0.006428198888897896,1.0,-1.0
2016-08-12,-0.0009153986174014286,-0.005740479566156864,-1.0,-1.0
2016-08-15,0.004021193865843389,-0.004951583221554756,1.0,-1.0
2016-08-16,-0.006221340965002443,-0.005109777674078941,-1.0,-1.0
2016-08-17,0.0014673953700245926,-0.005897337570786476,1.0,-1.0
2016-08-18,0.0029282818949226907,-0.008857065811753273,1.0,-1.0
2016-08-19,-0.0013715752633896878,-0.005705554038286209,-1.0,-1.0
2016-08-22,-0.00036615548980022437,-0.004411652684211731,-1.0,-1.0
2016-08-23,0.0025596664508379346,-0.0055050235241651535,1.0,-1.0
2016-08-24,-0.003933628854365847,-0.0062021976336836815,-1.0,-1.0
2016-08-25,-0.0028454091875641505,-0.0071006054058671,-1.0,-1.0
2016-08-26,-0.00202432219862131,-0.003226467175409198,-1.0,-1.0
2016-08-29,0.005877487739251918,-0.0039472319185733795,1.0,-1.0
2016-08-30,-0.0021081680035175934,-0.0034373465459793806,-1.0,-1.0
2016-08-31,-0.0016530590069908525,-0.004225124605000019,-1.0,-1.0
2016-09-01,0.00018377716583081516,-0.005136973224580288,1.0,-1.0
2016-09-02,0.0047671596473285345,-0.005403568968176842,1.0,-1.0
2016-09-06,0.0013708837253659603,-0.0015180592890828848,1.0,-1.0
2016-09-07,0.0010041037772872872,-4.02319710701704e-05,1.0,-1.0
2016-09-08,-0.001004103777287323,-0.002870068186894059,-1.0,-1.0
2016-09-09,-0.023939370387969172,-0.005487450398504734,-1.0,-1.0
2016-09-12,0.01273421801374652,-0.00476477574557066,1.0,-1.0
2016-09-13,-0.015263198017648442,-0.0035064255353063345,-1.0,-1.0
2016-09-14,-0.0003752152904971293,-0.0011742489878088236,-1.0,-1.0
2016-09-15,0.011380768724328869,-0.0007262115832418203,1.0,-1.0
2016-09-16,-0.003065538885626331,-0.0026178418193012476,-1.0,-1.0
2016-09-19,-0.0010239854143085805,-0.005845129489898682,-1.0,-1.0
2016-09-20,0.00018622455778042165,-0.0021515723783522844,1.0,-1.0
2016-09-21,0.011020214961155156,-0.003459135303273797,1.0,-1.0
2016-09-22,0.0069749980136724985,-0.0038450288120657206,1.0,-1.0
2016-09-23,-0.004583416249338947,-0.006140906363725662,-1.0,-1.0
2016-09-26,-0.009523065151945398,-0.002563792048022151,-1.0,-1.0
2016-09-27,0.006130355969498477,-0.003191676689311862,1.0,-1.0
2016-09-28,0.006001058635432576,-0.0047930702567100525,1.0,-1.0
2016-09-29,-0.008411506512240182,-0.0066080233082175255,-1.0,-1.0
2016-09-30,0.0073984935468213225,-0.003933742642402649,1.0,-1.0
2016-10-03,-0.003969969704193698,-0.0032768065575510263,-1.0,-1.0
2016-10-04,-0.0051938213144926484,-0.00306494883261621,-1.0,-1.0
2016-10-05,0.005008791123052487,-0.00113109708763659,1.0,-1.0
2016-10-06,-0.0003701070641840852,-0.004260688088834286,-1.0,-1.0
2016-10-07,-0.0038021538821119824,-0.0024931931402534246,-1.0,-1.0
2016-10-10,0.00528188225383602,-0.00211335183121264,1.0,-1.0
2016-10-11,-0.012742549162062732,-0.004166864790022373,-1.0,-1.0
2016-10-12,0.0014031893009381448,0.001041729236021638,1.0,1.0
2016-10-13,-0.0042153274884676175,0.0010957273188978434,-1.0,1.0
2016-10-14,9.390809586079533e-05,-0.003612658241763711,1.0,-1.0
2016-10-17,-0.002631568956612862,-0.00444846972823143,-1.0,-1.0
2016-10-18,0.00609839721387472,-0.0006936581339687109,1.0,-1.0
2016-10-19,0.002802156702395111,0.0010891873389482498,1.0,1.0
2016-10-20,-0.0010265412583061358,-0.001669862074777484,-1.0,-1.0
2016-10-21,-0.0007472601939993519,-0.004352763295173645,-1.0,-1.0
2016-10-24,0.004940200092167015,-0.002335261320695281,1.0,-1.0
2016-10-25,-0.004846797392272445,-0.001350724371150136,-1.0,-1.0
2016-10-26,-0.0014959161421035621,-0.0026467142160981894,-1.0,-1.0
2016-10-27,-0.0037498991344114916,-0.0006902485620230436,-1.0,-1.0
2016-10-28,-0.0029158192179213217,-0.0008496728260070086,-1.0,-1.0
2016-10-31,0.001129678375278631,-0.0031684956047683954,1.0,-1.0
2016-11-01,-0.009928727986869577,-0.0018455588724464178,-1.0,-1.0
2016-11-02,-0.003713108362875941,-0.0014590879436582327,-1.0,-1.0
2016-11-03,-0.005259832170144939,-0.0013250194024294615,-1.0,-1.0
2016-11-04,-0.0009592720912644104,-0.0033419837709516287,-1.0,-1.0
2016-11-07,0.021271234467864508,-0.0037092503625899553,1.0,-1.0
2016-11-08,0.0044999043124639825,-0.0028602860402315855,1.0,-1.0
2016-11-09,0.012271292288523385,0.0011287974193692207,1.0,1.0
2016-11-10,0.002768037296040169,-0.0037901781033724546,1.0,-1.0
2016-11-11,-0.0007374850214812416,-0.0035410712007433176,-1.0,-1.0
2016-11-14,0.0014742778537570733,-0.006094236858189106,1.0,-1.0
2016-11-15,0.008161071208219314,-0.00218223943375051,1.0,-1.0
2016-11-16,-0.001370791562135478,-3.6713434383273125e-05,-1.0,-1.0
2016-11-17,0.0048350425833453255,-0.002779400208964944,1.0,-1.0
2016-11-18,-0.0025514757762980502,-0.0025768473278731108,-1.0,-1.0
2016-11-21,0.008087660287368072,-0.0032820666674524546,1.0,-1.0
2016-11-22,0.0027114867432350208,-0.0027505916077643633,1.0,-1.0
2016-11-23,0.0008120007662786306,0.001149368705227971,1.0,1.0
2016-11-25,0.004140074967074871,-0.0016855995636433363,1.0,-1.0
2016-11-28,-0.00531311898741635,-0.004566114395856857,-1.0,-1.0
2016-11-29,0.0017141118808913012,-0.004399745725095272,1.0,-1.0
2016-11-30,-0.0022560352834761397,-0.0025504378136247396,-1.0,-1.0
2016-12-01,-0.004164363815871372,-0.004150240682065487,-1.0,-1.0
2016-12-02,0.0004534052324818691,-0.0030750164296478033,1.0,-1.0
2016-12-05,0.006147254459136402,-0.0024595565628260374,1.0,-1.0
2016-12-06,0.004675397183828822,-0.0036017654929310083,1.0,-1.0
2016-12-07,0.01239155184506689,-0.007117997854948044,1.0,-1.0
2016-12-08,0.0034493271874543848,-0.003179610474035144,1.0,-1.0
2016-12-09,0.004844331720150679,-0.0033030195627361536,1.0,-1.0
2016-12-12,-0.0021110485071851115,-0.004083508625626564,-1.0,-1.0
2016-12-13,0.006407231404413551,-0.005920547991991043,1.0,-1.0
2016-12-14,-0.009140514617379174,-0.007683523930609226,-1.0,-1.0
2016-12-15,0.004668585561478008,-0.006202990189194679,1.0,-1.0
2016-12-16,-0.0013190860691378527,-0.005467467941343784,-1.0,-1.0
2016-12-19,0.00272416469407321,-0.0037453097756952047,1.0,-1.0
2016-12-20,0.0020164701143186503,-0.00702302623540163,1.0,-1.0
2016-12-21,-0.0014009624922899984,-0.003364936215803027,-1.0,-1.0
2016-12-22,-0.0022065934390924514,-0.0046141669154167175,-1.0,-1.0
2016-12-23,0.0007066717129230766,-0.003831105073913932,1.0,-1.0
2016-12-27,0.0029976677750971426,-0.005983059294521809,1.0,-1.0
2016-12-28,-0.008043525431347339,-0.004541356116533279,-1.0,-1.0
2016-12-29,-8.872442338955798e-05,-0.004788216203451157,-1.0,-1.0
2016-12-30,-0.00551798531250866,-0.002524696523323655,-1.0,-1.0
