Date,038_IWD_1d_actual_lnrts,038_IWD_1d_forecast_lnrts,038_IWD_1d_true_label,038_IWD_1d_forecast_label
2016-06-09,-0.002795210623695523,-0.002708027372136712,-1.0,-1.0
2016-06-10,-0.010284369452678398,-0.0038642624858766794,-1.0,-1.0
2016-06-13,-0.006948203567548382,-0.003384412731975317,-1.0,-1.0
2016-06-14,-0.0036401638662581295,-0.0023361879866570234,-1.0,-1.0
2016-06-15,-0.000986130269695526,-0.0016303706215694547,-1.0,-1.0
2016-06-16,0.00246346926000732,-0.0013890947448089719,1.0,-1.0
2016-06-17,0.0007870111500485096,-0.0018194137373939157,1.0,-1.0
2016-06-20,0.006469273715973101,-0.001794554409570992,1.0,-1.0
2016-06-21,0.0032190901366484044,-0.005966607015579939,1.0,-1.0
2016-06-22,-0.0020473290220347235,-0.003438021754845977,-1.0,-1.0
2016-06-23,0.015301531511787224,-0.002835491904988885,1.0,-1.0
2016-06-24,-0.039201414569944,-0.004315739031881094,-1.0,-1.0
2016-06-27,-0.020600624875911952,-0.00345224398188293,-1.0,-1.0
2016-06-28,0.018499339117690576,-0.0037502588238567114,1.0,-1.0
2016-06-30,0.033390650271211235,-0.005594055633991957,1.0,-1.0
2016-07-01,0.0010650263270789821,-0.003524757456034422,1.0,-1.0
2016-07-05,-0.010212543974978854,-0.0021488547790795565,-1.0,-1.0
2016-07-06,0.005746834257547321,-0.0015175915323197842,1.0,-1.0
2016-07-07,-0.0026437254603378538,-0.0030485300812870264,-1.0,-1.0
2016-07-08,0.015759081765225995,-0.005552328657358885,1.0,-1.0
2016-07-11,0.003949281618086214,-0.0048934645019471645,1.0,-1.0
2016-07-12,0.009377242553165825,-0.006203101947903633,1.0,-1.0
2016-07-13,0.0006663848655637994,-0.0019002411281690001,1.0,-1.0
2016-07-14,0.005315530349453742,-0.004102482460439205,1.0,-1.0
2016-07-15,-0.0009470990470286233,-0.006872811820358038,-1.0,-1.0
2016-07-18,0.001798862274782167,-0.003951575141400099,1.0,-1.0
2016-07-19,-0.0012304467610087242,-0.0008986415341496468,-1.0,-1.0
2016-07-20,0.0019868944232064104,-0.002824332332238555,1.0,-1.0
2016-07-21,-0.0035982384701064296,-0.004705875180661678,-1.0,-1.0
2016-07-22,0.004826244389437769,-0.002256543841212988,1.0,-1.0
2016-07-25,-0.0039727851655042895,-0.0011069235624745488,-1.0,-1.0
2016-07-26,0.0023666269417057274,-0.004940771963447332,1.0,-1.0
2016-07-27,-0.0038843259007083613,-0.004272219259291887,-1.0,-1.0
2016-07-28,0.0003796917110159477,-0.00335115403868258,1.0,-1.0
2016-07-29,0.0018012496571730076,-0.002895667450502515,1.0,-1.0
2016-08-01,-0.004842204402417878,-0.004838204476982355,-1.0,-1.0
2016-08-02,-0.006780273084947859,-0.003084075404331088,-1.0,-1.0
2016-08-03,0.0043026798224305605,-0.0017078040400519967,1.0,-1.0
2016-08-04,0.00028612243158445685,-0.004150198306888342,1.0,-1.0
2016-08-05,0.010532013403104834,-0.003714111400768161,1.0,-1.0
2016-08-08,0.0016973638444472282,-0.0023909350857138634,1.0,-1.0
2016-08-09,-0.00018839805605679516,-0.003671040525659919,-1.0,-1.0
2016-08-10,-0.0041552828933251115,-0.004756025038659573,-1.0,-1.0
2016-08-11,0.0049089513221364685,-0.0022456881124526262,1.0,-1.0
2016-08-12,-0.0006594215743603329,-0.003988643176853657,-1.0,-1.0
2016-08-15,0.00376224400859073,-0.003068836173042655,1.0,-1.0
2016-08-16,-0.004422110355228283,-0.0027768767904490232,-1.0,-1.0
2016-08-17,0.0024486592286333602,-0.0031749324407428503,1.0,-1.0
2016-08-18,0.0038491730123209706,-0.005344260949641466,1.0,-1.0
2016-08-19,-0.002533109503681866,-0.003065164666622877,-1.0,-1.0
2016-08-22,-0.0008459196232317519,-0.000618860125541687,-1.0,-1.0
2016-08-23,0.001691057042226721,-0.002088949317112565,1.0,-1.0
2016-08-24,-0.004232818893864575,-0.0028111180290579796,-1.0,-1.0
2016-08-25,0.0003769762858405347,-0.003471832722425461,1.0,-1.0
2016-08-26,-0.002547199875917365,-0.0017063195118680596,-1.0,-1.0
2016-08-29,0.00771619951020012,-0.0028922155033797026,1.0,-1.0
2016-08-30,0.00028110768311549175,-0.0016650509787723422,1.0,-1.0
2016-08-31,-0.003003214527285341,-0.002522385446354747,-1.0,-1.0
2016-09-01,-0.0011286660050699134,-0.003463229862973094,-1.0,-1.0
2016-09-02,0.005910868692084889,-0.0026750483084470034,1.0,-1.0
2016-09-06,0.0028956283085504624,-2.556102117523551e-06,1.0,-1.0
2016-09-07,0.0006528053695062989,0.000847754068672657,1.0,1.0
2016-09-08,0.000466036947848484,-0.0030862174462527037,1.0,-1.0
2016-09-09,-0.02528677194826033,-0.004433443769812584,-1.0,-1.0
2016-09-12,0.014043205845227077,-0.003789824666455388,1.0,-1.0
2016-09-13,-0.01777688807645226,-0.0035759003367275,-1.0,-1.0
2016-09-14,-0.003170187726488603,-0.0004029819101560861,-1.0,-1.0
2016-09-15,0.009099090592530817,0.0008374579483643174,1.0,1.0
2016-09-16,-0.004587126843806245,-0.001455842051655054,-1.0,-1.0
2016-09-19,0.0017227775362942848,-0.00346124148927629,1.0,-1.0
2016-09-20,-0.0012438776411361498,-0.0015932373935356736,-1.0,-1.0
2016-09-21,0.012085599319646227,-0.0032880816143006086,1.0,-1.0
2016-09-22,0.006129491087108909,-0.002570446813479066,1.0,-1.0
2016-09-23,-0.005751195729378616,-0.0038886431138962507,-1.0,-1.0
2016-09-26,-0.008483325408063775,-0.001778620877303183,-1.0,-1.0
2016-09-27,0.0032530017487166314,-0.0028360721189528704,1.0,-1.0
2016-09-28,0.009695836890031402,-0.003328487044200301,1.0,-1.0
2016-09-29,-0.009600422489418767,-0.003128640353679657,-1.0,-1.0
2016-09-30,0.008748737625261597,-0.0012427959591150284,1.0,-1.0
2016-10-03,-0.003889409634767716,-0.0015825273003429174,-1.0,-1.0
2016-10-04,-0.00485932799049396,-0.00161608902271837,-1.0,-1.0
2016-10-05,0.007137769944557015,-0.0006806437158957124,1.0,-1.0
2016-10-06,-0.00028446597123650124,-0.001986118732020259,-1.0,-1.0
2016-10-07,-0.002564519576248398,-0.000713957822881639,-1.0,-1.0
2016-10-10,0.0052170583080947295,-0.0015100488672032952,1.0,-1.0
2016-10-11,-0.012758377476712887,-0.003528205445036292,-1.0,-1.0
2016-10-12,0.0010534553452153511,0.00012619714834727347,1.0,1.0
2016-10-13,-0.0036441349628186267,0.0005528226029127836,-1.0,1.0
2016-10-14,-0.00038426276014880633,-0.0021785867866128683,-1.0,-1.0
2016-10-17,-0.0028873641175772473,-0.0025051564443856478,-1.0,-1.0
2016-10-18,0.0056706126123286385,-0.0011098348768427968,1.0,-1.0
2016-10-19,0.003730806125042192,-0.00013977341586723924,1.0,-1.0
2016-10-20,-0.0021028607508973697,-0.001399448374286294,-1.0,-1.0
2016-10-21,-0.002874725096117045,-0.0027925698086619377,-1.0,-1.0
2016-10-24,0.0011509580358392744,-0.0012163313804194331,1.0,-1.0
2016-10-25,-0.0010548696916239028,-0.001929772668518126,-1.0,-1.0
2016-10-26,0.00038363606126278843,-0.0014892990002408624,1.0,-1.0
2016-10-27,-0.002496876219014097,-4.865843220613897e-05,-1.0,-1.0
2016-10-28,-0.000961991208262039,-0.00036523336893878877,-1.0,-1.0
2016-10-31,0.0013465854830060394,-0.0018160055624321103,1.0,-1.0
2016-11-01,-0.006944513169567034,-0.001030124258249998,-1.0,-1.0
2016-11-02,-0.0076755729213848255,-0.0008624738547950983,-1.0,-1.0
2016-11-03,-0.001561664152104855,-0.001927242730744183,-1.0,-1.0
2016-11-04,-0.001662154550186557,-0.002258314285427332,-1.0,-1.0
2016-11-07,0.020531511417416548,-0.00037838969728909433,1.0,-1.0
2016-11-08,0.004876907674547533,-0.0016495840391144156,1.0,-1.0
2016-11-09,0.015147520021016336,0.0012259873328730464,1.0,1.0
2016-11-10,0.008606995672383782,-0.0026533331256359816,1.0,-1.0
2016-11-11,-0.0026116486306762376,-0.0025667285080999136,-1.0,-1.0
2016-11-14,0.007629251440876383,-0.0038455387111753225,1.0,-1.0
2016-11-15,0.007387688571992322,-0.0016764473402872682,1.0,-1.0
2016-11-16,-0.005258017280562131,0.00010719196870923042,-1.0,1.0
2016-11-17,0.003139676490836208,-0.0012625482631847262,1.0,-1.0
2016-11-18,-0.0002766454238810421,-0.0020352371502667665,-1.0,-1.0
2016-11-21,0.0062517419771420495,-0.0030886635649949312,1.0,-1.0
2016-11-22,0.0016483780213078444,-0.001552965142764151,1.0,-1.0
2016-11-23,0.003562129717271051,-9.768415475264192e-05,1.0,-1.0
2016-11-25,0.0034585787702410224,-0.0017516639782115817,1.0,-1.0
2016-11-28,-0.00564920092705692,-0.003767239162698388,-1.0,-1.0
2016-11-29,-0.0005484015234773049,-0.0028948404360562563,-1.0,-1.0
2016-11-30,0.004833891085580583,-0.0024698434863239527,1.0,-1.0
2016-12-01,0.0015454435140790249,-0.0047600227408111095,1.0,-1.0
2016-12-02,-0.0002725736020754031,-0.0023656501434743404,-1.0,-1.0
2016-12-05,0.005527699221230876,-0.0019366483902558684,1.0,-1.0
2016-12-06,0.0056769304856571865,-0.002990243723616004,1.0,-1.0
2016-12-07,0.013388238657075382,-0.005578231532126665,1.0,-1.0
2016-12-08,0.004334932779680287,-0.003130644327029586,1.0,-1.0
2016-12-09,0.004140384853641372,-0.003588218940421939,1.0,-1.0
2016-12-12,-0.00035162424332816337,-0.0039909337647259235,-1.0,-1.0
2016-12-13,0.004475070684754437,-0.004056375008076429,1.0,-1.0
2016-12-14,-0.010827145582310769,-0.005759048741310835,-1.0,-1.0
2016-12-15,0.0049439905156611575,-0.003778311191126704,1.0,-1.0
2016-12-16,-0.001321895144153055,-0.0032614683732390404,-1.0,-1.0
2016-12-19,0.0014980421755017082,-0.0021995760034769773,1.0,-1.0
2016-12-20,0.004568216189274159,-0.00437500374391675,1.0,-1.0
2016-12-21,-0.0027208117071886905,-0.0020602622535079718,-1.0,-1.0
2016-12-22,-0.000947401544333031,-0.0029595091473311186,-1.0,-1.0
2016-12-23,0.0009738893865672071,-0.0024387494195252657,1.0,-1.0
2016-12-27,0.0018565609657859835,-0.005033822730183601,1.0,-1.0
2016-12-28,-0.009049913227266901,-0.004226102493703365,-1.0,-1.0
2016-12-29,-0.0007132068034296377,-0.004156812559813261,-1.0,-1.0
2016-12-30,-0.0008031037944113772,-0.002020447514951229,-1.0,-1.0
