Date,036_IWM_1d_actual_lnrts,036_IWM_1d_forecast_lnrts,036_IWM_1d_true_label,036_IWM_1d_forecast_label
2016-02-17,0.015554125732953705,0.0005311199929565191,1.0,1.0
2016-02-18,-0.004790866485437478,-0.0016554761677980423,-1.0,-1.0
2016-02-19,0.0049899161362840965,0.006719745695590973,1.0,1.0
2016-02-22,0.011088194842513522,-0.002698236145079136,1.0,-1.0
2016-02-23,-0.009198388676376488,-0.004881732631474733,-1.0,-1.0
2016-02-24,0.009592202958186106,0.007801453582942486,1.0,1.0
2016-02-25,0.009110976493021375,0.0009306303691118956,1.0,1.0
2016-02-26,0.006319048433789124,-0.0030409065075218678,1.0,-1.0
2016-02-29,-0.0044679544072074055,0.007458142004907131,-1.0,1.0
2016-03-01,0.021284750344207386,0.0001866163220256567,1.0,1.0
2016-03-02,0.010238914017674816,-0.0033507286570966244,1.0,-1.0
2016-03-03,0.010415247200236224,0.0040306150913238525,1.0,1.0
2016-03-04,0.005492289215465547,-0.003052819985896349,1.0,-1.0
2016-03-07,0.010802884690858924,-0.0018496392294764519,1.0,-1.0
2016-03-08,-0.02444926964299528,-0.0041859992779791355,-1.0,-1.0
2016-03-09,0.00506903648298231,0.0008500239346176386,1.0,1.0
2016-03-10,-0.008179403423963928,-0.006256982684135437,-1.0,-1.0
2016-03-11,0.021202813305558437,-0.0015960658201947808,1.0,-1.0
2016-03-14,-0.002591135305956827,0.004267087206244469,-1.0,1.0
2016-03-15,-0.01568947619415687,0.0031624792609363794,-1.0,1.0
2016-03-16,0.0070346688677595005,-0.00027425307780504227,1.0,-1.0
2016-03-17,0.015212196351094942,-0.004594632890075445,1.0,-1.0
2016-03-18,0.00898114714325391,-0.0035806987434625626,1.0,-1.0
2016-03-21,-0.0023749222953974402,-0.001125032315030694,-1.0,-1.0
2016-03-22,-0.0011895702334084658,-0.004900207277387381,-1.0,-1.0
2016-03-23,-0.018659139858365717,-0.0012818688992410898,-1.0,-1.0
2016-03-24,0.0029895757303526603,-0.004920723848044872,1.0,-1.0
2016-03-28,0.0012119750905033862,-0.003046458587050438,1.0,-1.0
2016-03-29,0.027386334319353934,-0.005737254396080971,1.0,-1.0
2016-03-30,9.069106258463424e-05,-0.0020640534348785877,1.0,-1.0
2016-03-31,0.002805986969812368,-0.007042521610856056,1.0,-1.0
2016-04-01,0.004419438089574418,-0.009215304628014565,1.0,-1.0
2016-04-04,-0.008404532657050486,-0.005560974590480328,-1.0,-1.0
2016-04-05,-0.011408820230032212,-0.010562221519649029,-1.0,-1.0
2016-04-06,0.011227206598950244,-0.0030087388586252928,1.0,-1.0
2016-04-07,-0.013616749151540241,0.003358680522069335,-1.0,1.0
2016-04-08,0.003948663312886,-0.001821530400775373,1.0,-1.0
2016-04-11,-0.0031208261763883667,-0.008239245042204857,-1.0,-1.0
2016-04-12,0.010699135898782039,0.003494263393804431,1.0,1.0
2016-04-13,0.021328147353948217,-0.002936543896794319,1.0,-1.0
2016-04-14,-0.0012473904274819493,0.0002689491957426071,-1.0,1.0
2016-04-15,0.0024931633322212107,-0.004543841816484928,1.0,-1.0
2016-04-18,0.00753053596665493,-0.0026267091743648052,1.0,-1.0
2016-04-19,0.0007940130954827816,-0.004515554755926132,1.0,-1.0
2016-04-20,0.001498059607085345,-0.005472664255648851,1.0,-1.0
2016-04-21,-0.005031987918602321,-0.0053594461642205715,-1.0,-1.0
2016-04-22,0.009863572283583156,-0.00595327140763402,1.0,-1.0
2016-04-25,-0.007123657067548904,-0.005141264759004116,-1.0,-1.0
2016-04-26,0.009749266116978794,-0.0029658484272658825,1.0,-1.0
2016-04-27,0.003490143358427315,-0.008385628461837769,1.0,-1.0
2016-04-28,-0.011475759381438563,-0.004941906780004501,-1.0,-1.0
2016-04-29,-0.0090273685218819,-0.00284325098618865,-1.0,-1.0
2016-05-02,0.008851195536249164,-0.006008200813084841,1.0,-1.0
2016-05-03,-0.016526465823817404,-0.010954121127724648,-1.0,-1.0
2016-05-04,-0.008276475998331327,-0.006541796028614044,-1.0,-1.0
2016-05-05,-0.003982505000168401,-0.0076041677966713905,-1.0,-1.0
2016-05-06,0.005877905561697021,-0.0026334249414503574,1.0,-1.0
2016-05-09,0.0028809656737555154,-0.008374092169106007,1.0,-1.0
2016-05-10,0.010018855884069556,-0.0033078747801482677,1.0,-1.0
2016-05-11,-0.012449093612717376,-0.004570989403873682,-1.0,-1.0
2016-05-12,-0.005331484715599176,-0.006601276807487011,-1.0,-1.0
2016-05-13,-0.006636143759867723,-0.005768969655036926,-1.0,-1.0
2016-05-16,0.012598245875520265,-0.0072116670198738575,1.0,-1.0
2016-05-17,-0.0159786183749152,-0.0077703408896923065,-1.0,-1.0
2016-05-18,0.005202917499052238,-0.00038911052979528904,1.0,-1.0
2016-05-19,-0.00804395281960431,-0.0005518186371773481,-1.0,-1.0
2016-05-20,0.01665563596038493,-0.005179723259061575,1.0,-1.0
2016-05-23,-0.0011740289314120867,-0.007443275768309832,-1.0,-1.0
2016-05-24,0.020394221915469996,0.00013047107495367527,1.0,1.0
2016-05-25,0.005826826716235016,-0.0070039695128798485,1.0,-1.0
2016-05-26,-0.001144980570513392,-0.010004125535488129,-1.0,-1.0
2016-05-27,0.009909355044579463,-0.013667086139321327,1.0,-1.0
2016-05-31,0.003484242575288126,-0.00916214007884264,1.0,-1.0
2016-06-01,0.006759777999602859,-0.012625666335225105,1.0,-1.0
2016-06-02,0.00765747656270954,-0.010315547697246075,1.0,-1.0
2016-06-03,-0.006017836179065587,-0.007984778843820095,-1.0,-1.0
2016-06-06,0.01072106096835109,-0.007624673657119274,1.0,-1.0
2016-06-07,0.002896181582873933,-0.008354541845619678,1.0,-1.0
2016-06-08,0.0073733494211290435,-0.005132237449288368,1.0,-1.0
2016-06-09,-0.006438090495452605,-0.006676219403743744,-1.0,-1.0
2016-06-10,-0.013690546282881513,-0.008129790425300598,-1.0,-1.0
2016-06-13,-0.010914864309300797,-0.007513679563999176,-1.0,-1.0
2016-06-14,-0.002878464900231959,-0.008557002060115337,-1.0,-1.0
2016-06-15,0.0006985053441177847,-0.006049494259059429,1.0,-1.0
2016-06-16,-8.720080775049149e-05,-0.006666894070804119,-1.0,-1.0
2016-06-17,-0.004286874998323878,-0.007214094512164593,-1.0,-1.0
2016-06-20,0.010812841633002336,-0.00303081888705492,1.0,-1.0
2016-06-21,-0.0019098966411714635,-0.01568427123129368,-1.0,-1.0
2016-06-22,-0.003918053640386973,-0.004070822149515152,-1.0,-1.0
2016-06-23,0.018924710075175617,-0.01045375969260931,1.0,-1.0
2016-06-24,-0.03874823572396102,-0.012604706920683384,-1.0,-1.0
2016-06-27,-0.03338610849730732,-0.011420990340411663,-1.0,-1.0
2016-06-28,0.015338547758654201,-0.01318685244768858,1.0,-1.0
2016-06-29,0.022486889904628205,-0.012530477717518806,1.0,-1.0
2016-06-30,0.01843294747229226,-0.01007030438631773,1.0,-1.0
2016-07-01,0.0035594447993804947,-0.01004749909043312,1.0,-1.0
2016-07-05,-0.014842189236638253,-0.012107495218515396,-1.0,-1.0
2016-07-06,0.007234792753611816,-0.01151804719120264,1.0,-1.0
2016-07-07,0.0021050727877500635,-0.013152234256267548,1.0,-1.0
2016-07-08,0.023039363713060552,-0.015266918577253819,1.0,-1.0
2016-07-11,0.011492884252154912,-0.017116861417889595,1.0,-1.0
2016-07-12,0.013285325159553312,-0.010288689285516739,1.0,-1.0
2016-07-13,-0.00393357777125747,-0.017796698957681656,-1.0,-1.0
2016-07-14,0.0010058481941063594,-0.016918158158659935,1.0,-1.0
2016-07-15,0.0027605212933188503,-0.01410853210836649,1.0,-1.0
2016-07-18,0.0016695488150376176,-0.00773797370493412,1.0,-1.0
2016-07-19,-0.005016725931748931,-0.011700743809342384,-1.0,-1.0
2016-07-20,0.006516821266911191,-0.01056415494531393,1.0,-1.0
2016-07-21,-0.004758148349310768,-0.01280901674181223,-1.0,-1.0
2016-07-22,0.00741959809817342,-0.005862545222043991,1.0,-1.0
2016-07-25,-0.0014961642820055306,-0.015316632576286793,-1.0,-1.0
2016-07-26,0.004812870077983211,-0.012047141790390015,1.0,-1.0
2016-07-27,0.002810545932611478,-0.016755396500229836,1.0,-1.0
2016-07-28,-0.0025622499526240373,-0.010845959186553955,-1.0,-1.0
2016-07-29,0.0019842939286721733,-0.01754114218056202,1.0,-1.0
2016-08-01,0.0008255552226955065,-0.012155133299529552,1.0,-1.0
2016-08-02,-0.014045360494726064,-0.017220675945281982,-1.0,-1.0
2016-08-03,0.008085572533761295,-0.015884319320321083,1.0,-1.0
2016-08-04,0.0009129178364264115,-0.017430931329727173,1.0,-1.0
2016-08-05,0.014329510392134094,-0.01350705698132515,1.0,-1.0
2016-08-08,-0.0004907489209217964,-0.018720388412475586,-1.0,-1.0
2016-08-09,0.0010628856545311508,-0.01753884367644787,1.0,-1.0
2016-08-10,-0.007217303815399966,-0.016180694103240967,-1.0,-1.0
2016-08-11,0.004762744980083772,-0.012620937079191208,1.0,-1.0
2016-08-12,0.0009825648950809046,-0.015409912914037704,1.0,-1.0
2016-08-15,0.009853867884179896,-0.015711193904280663,1.0,-1.0
2016-08-16,-0.00813669690311236,-0.019606394693255424,-1.0,-1.0
2016-08-17,-0.002945509325425379,-0.020024074241518974,-1.0,-1.0
2016-08-18,0.007347532257924189,-0.014924797229468822,1.0,-1.0
2016-08-19,0.0,-0.014242895878851414,0.0,-1.0
2016-08-22,0.0022749672753213717,-0.0156879760324955,1.0,-1.0
2016-08-23,0.006955148982443535,-0.013864989392459393,1.0,-1.0
2016-08-24,-0.00817321335554387,-0.019396387040615082,-1.0,-1.0
2016-08-25,0.0019481470534899116,-0.014217468909919262,1.0,-1.0
2016-08-26,-0.0020294348895342398,-0.013905271887779236,-1.0,-1.0
2016-08-29,0.0051871865696384665,-0.012124002911150455,1.0,-1.0
2016-08-30,0.0018575750328457786,-0.010401779785752296,1.0,-1.0
2016-08-31,-0.00566428471472538,-0.0143314553424716,-1.0,-1.0
2016-09-01,0.0007300892672360141,-0.014044995419681072,1.0,-1.0
2016-09-02,0.009603509969930927,-0.007712536491453648,1.0,-1.0
2016-09-06,0.0009631887572941699,-0.010679313912987709,1.0,-1.0
2016-09-07,0.006239116250059326,-0.007836229167878628,1.0,-1.0
2016-09-08,-0.0019954258503900976,-0.016377324238419533,-1.0,-1.0
2016-09-09,-0.03173849313282993,-0.016281913965940475,-1.0,-1.0
2016-09-12,0.01384192278476419,-0.011519874446094036,1.0,-1.0
2016-09-13,-0.019382957658513243,-0.011152560822665691,-1.0,-1.0
2016-09-14,0.00016579465143431015,-0.009056054055690765,1.0,-1.0
2016-09-15,0.01186963074915491,-0.009802272543311119,1.0,-1.0
2016-09-16,-0.001476043702169692,-0.015943702310323715,-1.0,-1.0
2016-09-19,0.006624990851323495,-0.013813662342727184,1.0,-1.0
2016-09-20,-0.00424804255049406,-0.01416247058659792,-1.0,-1.0
2016-09-21,0.014386403354123846,-0.01194383017718792,1.0,-1.0
2016-09-22,0.014261897157050979,-0.01040919590741396,1.0,-1.0
2016-09-23,-0.007105588585325938,-0.014394045807421207,-1.0,-1.0
2016-09-26,-0.009979974204994775,-0.013379473239183426,-1.0,-1.0
2016-09-27,0.004049213180514166,-0.01582607999444008,1.0,-1.0
2016-09-28,0.007648678627566057,-0.014756675809621811,1.0,-1.0
2016-09-29,-0.01470501625949709,-0.01674126647412777,-1.0,-1.0
2016-09-30,0.010928274994263227,-0.009414631873369217,1.0,-1.0
2016-10-03,-0.0031447424117786197,-0.013449182733893394,-1.0,-1.0
2016-10-04,-0.004938783206578429,-0.014777852222323418,-1.0,-1.0
2016-10-05,0.005988086366409272,-0.013352598063647747,1.0,-1.0
2016-10-06,-0.0010493031598308648,-0.013811340555548668,-1.0,-1.0
2016-10-07,-0.008027612297362909,-0.01490534096956253,-1.0,-1.0
2016-10-10,0.011896683512524221,-0.010032715275883675,1.0,-1.0
2016-10-11,-0.01843117461073813,-0.013964660465717316,-1.0,-1.0
2016-10-12,-0.0008197472434107677,-0.007864639163017273,-1.0,-1.0
2016-10-13,-0.008317946349040243,-0.01359159592539072,-1.0,-1.0
2016-10-14,-0.004060463592740497,-0.008149314671754837,-1.0,-1.0
2016-10-17,-0.0011631888206688232,-0.007214199751615524,-1.0,-1.0
2016-10-18,0.005719794611613038,-0.010247866623103619,1.0,-1.0
2016-10-19,0.004206616955618197,-0.011441336944699287,1.0,-1.0
2016-10-20,-0.0029675627644051624,-0.008326458744704723,-1.0,-1.0
2016-10-21,-0.0004955276795855873,-0.014626466669142246,-1.0,-1.0
2016-10-24,0.006339872857221983,-0.008042857050895691,1.0,-1.0
2016-10-25,-0.007496775561907901,-0.011415367014706135,-1.0,-1.0
2016-10-26,-0.009972607583072696,-0.010494775138795376,-1.0,-1.0
2016-10-27,-0.011508478247829797,-0.010369381867349148,-1.0,-1.0
2016-10-28,-0.0027920209860804726,-0.009947353973984718,-1.0,-1.0
2016-10-31,0.003974165772810998,-0.010357119143009186,1.0,-1.0
2016-11-01,-0.012311737803913213,-0.010573520325124264,-1.0,-1.0
2016-11-02,-0.012811415974018884,-0.01139617059379816,-1.0,-1.0
2016-11-03,-0.004857716766097814,-0.012856950983405113,-1.0,-1.0
2016-11-04,0.006414145371466018,-0.013708556070923805,1.0,-1.0
2016-11-07,0.024157205691159745,-0.011233578436076641,1.0,-1.0
2016-11-08,0.002611034276979402,-0.011677228845655918,1.0,-1.0
2016-11-09,0.0303229831351402,-0.009322971105575562,1.0,-1.0
2016-11-10,0.015868211331855397,-0.013999768532812595,1.0,-1.0
2016-11-11,0.022712061146878543,-0.011330049484968185,1.0,-1.0
2016-11-14,0.013956669794532809,-0.014236525632441044,1.0,-1.0
2016-11-15,0.0030925311282421317,-0.011256243102252483,1.0,-1.0
2016-11-16,-7.731335901841489e-05,-0.009847007691860199,-1.0,-1.0
2016-11-17,0.005849818860790431,-0.014242087490856647,1.0,-1.0
2016-11-18,0.005281542896223168,-0.014259392395615578,1.0,-1.0
2016-11-21,0.004646076129566967,-0.008810005150735378,1.0,-1.0
2016-11-22,0.009077172618900906,-0.004442526958882809,1.0,-1.0
2016-11-23,0.006230480641623859,-0.006649394519627094,1.0,-1.0
2016-11-25,0.0032874075775666447,-0.012941239401698112,1.0,-1.0
2016-11-28,-0.013063353400384356,-0.011097605340182781,-1.0,-1.0
2016-11-29,-0.000529240515765207,-0.0076759448274970055,-1.0,-1.0
2016-11-30,-0.004926601972918917,-0.01250392198562622,-1.0,-1.0
2016-12-01,-0.004874634354105988,-0.012835660949349403,-1.0,-1.0
2016-12-02,-0.0005347376297213768,-0.01155215036123991,-1.0,-1.0
2016-12-05,0.017042659459031516,-0.01573753170669079,1.0,-1.0
2016-12-06,0.010756781130719937,-0.013810064643621445,1.0,-1.0
2016-12-07,0.00968627873413565,-0.010885428637266159,1.0,-1.0
2016-12-08,0.015624186316425719,-0.011322284117341042,1.0,-1.0
2016-12-09,0.0019540617833596063,-0.01469396986067295,1.0,-1.0
2016-12-12,-0.010611967354631005,-0.015456105582416058,-1.0,-1.0
2016-12-13,7.296201935505415e-05,-0.016931023448705673,1.0,-1.0
2016-12-14,-0.01257333482687763,-0.01620386727154255,-1.0,-1.0
2016-12-15,0.007445450544350326,-0.01277710497379303,1.0,-1.0
2016-12-16,-0.0018376631897312249,-0.016517166048288345,-1.0,-1.0
2016-12-19,0.006527044896733185,-0.014686101116240025,1.0,-1.0
2016-12-20,0.008443845383313858,-0.018308430910110474,1.0,-1.0
2016-12-21,-0.006545049803876535,-0.015736600384116173,-1.0,-1.0
2016-12-22,-0.008660228643158074,-0.018704988062381744,-1.0,-1.0
2016-12-23,0.0053064919924936,-0.015592576935887337,1.0,-1.0
2016-12-27,0.004473986821326053,-0.017887292429804802,1.0,-1.0
2016-12-28,-0.010298055444520317,-0.016756145283579826,-1.0,-1.0
2016-12-29,0.0008869657241596955,-0.015245340764522552,1.0,-1.0
2016-12-30,-0.00384875970389754,-0.0123518081381917,-1.0,-1.0
