Date,039_IJR_1d_actual_lnrts,039_IJR_1d_forecast_lnrts,039_IJR_1d_true_label,039_IJR_1d_forecast_label
2016-01-06,-0.011468110210744434,-0.002924187807366252,-1.0,-1.0
2016-01-07,-0.0260297310737044,-0.0008254265994764864,-1.0,-1.0
2016-01-08,-0.01679089603097896,0.003296777606010437,-1.0,1.0
2016-01-11,9.790728829324841e-05,0.007406369782984257,1.0,1.0
2016-01-12,0.002638893724219945,0.0009110921528190374,1.0,1.0
2016-01-13,-0.027610494195971856,-0.0027012797072529793,-1.0,-1.0
2016-01-14,0.013554054074436366,0.0016682915156707168,1.0,1.0
2016-01-15,-0.01194980982961807,0.005344685632735491,-1.0,1.0
2016-01-19,-0.011081007081362301,-0.0027300193905830383,-1.0,-1.0
2016-01-20,0.0021248534652624986,0.003648960730060935,1.0,1.0
2016-01-21,-0.0021248534652625046,0.0032013696618378162,-1.0,1.0
2016-01-22,0.021049136908523575,0.003964934032410383,1.0,1.0
2016-01-25,-0.018620952367946714,0.005216319113969803,-1.0,1.0
2016-01-26,0.02356797133600096,0.007300614845007658,1.0,1.0
2016-01-27,-0.014114083613852734,0.0012092272518202662,-1.0,1.0
2016-01-28,0.0024994297170491835,0.0073394086211919785,1.0,1.0
2016-01-29,0.03125862956381449,0.005054675042629242,1.0,1.0
2016-02-01,-0.0033928839895150703,0.0006222878000698984,-1.0,1.0
2016-02-02,-0.019909572029950286,0.0005507951718755066,-1.0,1.0
2016-02-03,0.0023745891136585785,0.0024184619542211294,1.0,1.0
2016-02-04,0.005125785308802203,0.002622134517878294,1.0,1.0
2016-02-05,-0.0229735740306635,0.0018701108638197184,-1.0,1.0
2016-02-08,-0.009501753122613754,0.004196361638605595,-1.0,1.0
2016-02-09,-0.00498905234146538,0.006297405809164047,-1.0,1.0
2016-02-10,-0.0030669550633176485,0.0011449040612205863,-1.0,1.0
2016-02-11,-0.011533372586289274,-0.0015921463491395116,-1.0,-1.0
2016-02-12,0.016945129157875057,0.004114983137696981,1.0,1.0
2016-02-16,0.021956911346680038,0.002266679424792528,1.0,1.0
2016-02-17,0.01208050176005687,-0.0015587330562993884,1.0,-1.0
2016-02-18,-0.0018718476062355052,-0.0014834775356575847,-1.0,-1.0
2016-02-19,0.004034946803399521,0.006390807684510946,1.0,1.0
2016-02-22,0.01161950653232482,-0.00358812278136611,1.0,-1.0
2016-02-23,-0.0060371515236162035,-0.00400003045797348,-1.0,-1.0
2016-02-24,0.009525829298422857,0.0053935423493385315,1.0,1.0
2016-02-25,0.009052403631146556,-0.0007963826064951718,1.0,-1.0
2016-02-26,0.004591183996353578,-0.005084483418613672,1.0,-1.0
2016-02-29,-0.0031541215460653745,0.003300476586446166,-1.0,1.0
2016-03-01,0.018589219732655916,-0.0014042425900697708,1.0,-1.0
2016-03-02,0.008701127517675288,-0.007151700556278229,1.0,-1.0
2016-03-03,0.010747750344125279,0.0004765038611367345,1.0,1.0
2016-03-04,0.0056058743752249625,-0.006454690359532833,1.0,-1.0
2016-03-07,0.011480739691306193,-0.007755436934530735,1.0,-1.0
2016-03-08,-0.022538817465762237,-0.0061924937181174755,-1.0,-1.0
2016-03-09,0.005452203399231363,-0.0018408693140372634,1.0,-1.0
2016-03-10,-0.0072142780607892115,-0.008669939823448658,-1.0,-1.0
2016-03-11,0.02067055257386421,-0.0047291349619627,1.0,-1.0
2016-03-14,-0.004922120248867929,-0.00038788228994235396,-1.0,-1.0
2016-03-15,-0.01268990349304494,-0.001094789244234562,-1.0,-1.0
2016-03-16,0.005813115255716274,-0.004413053393363953,1.0,-1.0
2016-03-17,0.017239599355993313,-0.005784506909549236,1.0,-1.0
2016-03-18,0.009629752081961736,-0.002861812710762024,1.0,-1.0
2016-03-21,-0.0030500550520226304,-0.0019662121776491404,-1.0,-1.0
2016-03-22,-0.0029690198794651477,-0.006307152099907398,-1.0,-1.0
2016-03-23,-0.011891606567122126,-0.0033489258494228125,-1.0,-1.0
2016-03-24,0.0030274444407678664,-0.007381954696029425,1.0,-1.0
2016-03-28,0.001098703824287303,-0.006036635022610426,1.0,-1.0
2016-03-29,0.027524917885469437,-0.007810673676431179,1.0,-1.0
2016-03-30,0.0009786676394417373,-0.004285657312721014,1.0,-1.0
2016-03-31,0.0010667279724241455,-0.010109844617545605,1.0,-1.0
2016-04-01,0.0025728178106413546,-0.009127103723585606,1.0,-1.0
2016-04-04,-0.010958288974074202,-0.00711678946390748,-1.0,-1.0
2016-04-05,-0.012257961948208777,-0.011678249575197697,-1.0,-1.0
2016-04-06,0.008668274216681461,-0.005055406596511602,1.0,-1.0
2016-04-07,-0.013850778047456918,0.0001985024573514238,-1.0,1.0
2016-04-08,0.005726554383850313,-0.003885619342327118,1.0,-1.0
2016-04-11,-0.0025410793110140603,-0.009316565468907356,-1.0,-1.0
2016-04-12,0.010395506535169104,0.002893543802201748,1.0,1.0
2016-04-13,0.021441138987400434,-0.0032740202732384205,1.0,-1.0
2016-04-14,-0.0022911161148567675,-0.003988346550613642,-1.0,-1.0
2016-04-15,0.0024671371992297207,-0.005258901976048946,1.0,-1.0
2016-04-18,0.006840999162036788,-0.004813017323613167,1.0,-1.0
2016-04-19,0.0036642506997710857,-0.007728311233222485,1.0,-1.0
2016-04-20,0.00043535657957810087,-0.005598223768174648,1.0,-1.0
2016-04-21,-0.008040597189411887,-0.0045568253844976425,-1.0,-1.0
2016-04-22,0.010561799506883036,-0.004455371759831905,1.0,-1.0
2016-04-25,-0.008458098767168298,-0.004903209395706654,-1.0,-1.0
2016-04-26,0.012963033457118306,-0.00557260075584054,1.0,-1.0
2016-04-27,0.004742739357894439,-0.010393149219453335,1.0,-1.0
2016-04-28,-0.014470997510333799,-0.0053199478425085545,-1.0,-1.0
2016-04-29,-0.005689583371736311,-0.005787788890302181,-1.0,-1.0
2016-05-02,0.008913804018874932,-0.004707139451056719,1.0,-1.0
2016-05-03,-0.015165670928684765,-0.01196813303977251,-1.0,-1.0
2016-05-04,-0.004958822348326649,-0.006990318652242422,-1.0,-1.0
2016-05-05,-0.005965328799105317,-0.00746529083698988,-1.0,-1.0
2016-05-06,0.007827729205890432,-0.000336435972712934,1.0,-1.0
2016-05-09,-0.00017727650516706945,-0.00464758463203907,-1.0,-1.0
2016-05-10,0.008647320246229953,-0.0025998346973210573,1.0,-1.0
2016-05-11,-0.0127322307777264,-0.0024768554139882326,-1.0,-1.0
2016-05-12,-0.0032085176104871536,-0.0051721008494496346,-1.0,-1.0
2016-05-13,-0.00815667384076457,-0.004962793551385403,-1.0,-1.0
2016-05-16,0.011187303369081079,-0.005240446422249079,1.0,-1.0
2016-05-17,-0.017145096572745513,-0.005369747057557106,-1.0,-1.0
2016-05-18,0.004877169746489501,0.0007348076323978603,1.0,1.0
2016-05-19,-0.007687896043550504,0.0008022137335501611,-1.0,1.0
2016-05-20,0.015585245362721531,-0.004997150972485542,1.0,-1.0
2016-05-23,-0.002954195175930279,-0.005294849164783955,-1.0,-1.0
2016-05-24,0.02146424398054355,0.0024651263374835253,1.0,1.0
2016-05-25,0.005338476044393406,-0.0057121217250823975,1.0,-1.0
2016-05-26,-0.0005237681553108145,-0.00939654279500246,-1.0,-1.0
2016-05-27,0.008867990174166496,-0.011331859044730663,1.0,-1.0
2016-05-31,0.0019025341306425434,-0.006553070154041052,1.0,-1.0
2016-06-01,0.0072307615794976665,-0.010193122550845146,1.0,-1.0
2016-06-02,0.005388995844446418,-0.006660850718617439,1.0,-1.0
2016-06-03,-0.005646387320185725,-0.00279821059666574,-1.0,-1.0
2016-06-06,0.011345898246112871,-0.004612443037331104,1.0,-1.0
2016-06-07,0.0032180991859056696,-0.006725233979523182,1.0,-1.0
2016-06-08,0.009090210063201971,-0.0010750010842457414,1.0,-1.0
2016-06-09,-0.005208287451499678,-0.002564545487985015,-1.0,-1.0
2016-06-10,-0.01314078644860484,-0.0050631677731871605,-1.0,-1.0
2016-06-13,-0.011242419485418204,-0.004197379108518362,-1.0,-1.0
2016-06-14,-0.0015545822105148507,-0.0041389972902834415,-1.0,-1.0
2016-06-15,-8.643952803812464e-05,-0.0055918944999575615,-1.0,-1.0
2016-06-16,-0.0006918738439071828,-0.003747544949874282,-1.0,-1.0
2016-06-17,-0.0026851800403178156,-0.0028626574203372,-1.0,-1.0
2016-06-20,0.01215576245750933,-0.0007311507361009717,1.0,-1.0
2016-06-21,0.0014130327662940302,-0.010813182219862938,1.0,-1.0
2016-06-22,-0.004487098751048078,-0.0039457352831959724,-1.0,-1.0
2016-06-23,0.02020447242677699,-0.007862988859415054,1.0,-1.0
2016-06-24,-0.03914953925537944,-0.009904858656227589,-1.0,-1.0
2016-06-27,-0.0313337230902449,-0.00801894161850214,-1.0,-1.0
2016-06-28,0.01327991221495633,-0.00750343082472682,1.0,-1.0
2016-06-29,0.02016677248662733,-0.009054291062057018,1.0,-1.0
2016-06-30,0.02183551761594922,-0.00806839857250452,1.0,-1.0
2016-07-01,0.0014618445632869105,-0.0057795364409685135,1.0,-1.0
2016-07-05,-0.013669195959814187,-0.008141491562128067,-1.0,-1.0
2016-07-06,0.006684911696073463,-0.007775655947625637,1.0,-1.0
2016-07-07,0.0012107093636706085,-0.011396067216992378,1.0,-1.0
2016-07-08,0.024078940067883473,-0.012626990675926208,1.0,-1.0
2016-07-11,0.011241861456485898,-0.014394858852028847,1.0,-1.0
2016-07-12,0.013341788066092876,-0.007878527045249939,1.0,-1.0
2016-07-13,-0.0019776234855797457,-0.011513980105519295,-1.0,-1.0
2016-07-14,0.00032985606730871124,-0.011749026365578175,1.0,-1.0
2016-07-15,0.0025527856590107736,-0.009541012346744537,1.0,-1.0
2016-07-18,0.000493403132341904,-0.005956846754997969,1.0,-1.0
2016-07-19,-0.0061843072531248275,-0.011106249876320362,-1.0,-1.0
2016-07-20,0.0062665035152269875,-0.01033529918640852,1.0,-1.0
2016-07-21,-0.006349283789268353,-0.01022152416408062,-1.0,-1.0
2016-07-22,0.007335078910412251,-0.004704783204942942,1.0,-1.0
2016-07-25,-0.003866842743500597,-0.01198508683592081,-1.0,-1.0
2016-07-26,0.005671791510709303,-0.008970832452178001,1.0,-1.0
2016-07-27,0.0027012878011651513,-0.012462875805795193,1.0,-1.0
2016-07-28,-0.00401368649910509,-0.008485609665513039,-1.0,-1.0
2016-07-29,0.0013943591636542657,-0.014695694670081139,1.0,-1.0
2016-08-01,0.0007373587157694051,-0.009157269261777401,1.0,-1.0
2016-08-02,-0.014934907768111905,-0.014097126200795174,-1.0,-1.0
2016-08-03,0.0052237466293623075,-0.011558936908841133,1.0,-1.0
2016-08-04,0.00016537809187627307,-0.012337278574705124,1.0,-1.0
2016-08-05,0.01371393239562567,-0.008693116717040539,1.0,-1.0
2016-08-08,-0.0013057157074903916,-0.01379484310746193,-1.0,-1.0
2016-08-09,0.0003266136996111498,-0.011193741112947464,1.0,-1.0
2016-08-10,-0.005649038188091475,-0.010327202267944813,-1.0,-1.0
2016-08-11,0.004832245676199825,-0.007915004156529903,1.0,-1.0
2016-08-12,-0.0013080642777612535,-0.010215137153863907,-1.0,-1.0
2016-08-15,0.009607580085155124,-0.010709426365792751,1.0,-1.0
2016-08-16,-0.006993027569474991,-0.01583694852888584,-1.0,-1.0
2016-08-17,-0.0032693267457032404,-0.01471311692148447,-1.0,-1.0
2016-08-18,0.007097052215687152,-0.010371223092079163,1.0,-1.0
2016-08-19,-0.0003250740884139662,-0.008829200640320778,-1.0,-1.0
2016-08-22,0.0027607814480549698,-0.011456329375505447,1.0,-1.0
2016-08-23,0.006788550886294386,-0.009331450797617435,1.0,-1.0
2016-08-24,-0.004925133707335782,-0.014630712568759918,-1.0,-1.0
2016-08-25,0.002909607140300225,-0.009296501986682415,1.0,-1.0
2016-08-26,-0.0032334675912817157,-0.010143500752747059,-1.0,-1.0
2016-08-29,0.005893040815332965,-0.007162935566157103,1.0,-1.0
2016-08-30,0.0008850530027731105,-0.006184433586895466,1.0,-1.0
2016-08-31,-0.0050792255099104105,-0.01086680218577385,-1.0,-1.0
2016-09-01,0.000565626768798221,-0.010311359539628029,1.0,-1.0
2016-09-02,0.01188474363774326,-0.004923444706946611,1.0,-1.0
2016-09-06,-0.0021575814155564226,-0.006137377116829157,-1.0,-1.0
2016-09-07,0.006061584014927476,-0.0037816627882421017,1.0,-1.0
2016-09-08,-0.0038241165748189357,-0.012127222493290901,-1.0,-1.0
2016-09-09,-0.029649762748727732,-0.0113731250166893,-1.0,-1.0
2016-09-12,0.011120299833406136,-0.007631839718669653,1.0,-1.0
2016-09-13,-0.01730613733769164,-0.0066960714757442474,-1.0,-1.0
2016-09-14,-0.0030658597946541005,-0.006238564383238554,-1.0,-1.0
2016-09-15,0.011961296999193217,-0.004181191325187683,1.0,-1.0
2016-09-16,-0.0018055559405894673,-0.010493694804608822,-1.0,-1.0
2016-09-19,0.006468786804396225,-0.007797517813742161,1.0,-1.0
2016-09-20,-0.003925376139095008,-0.009067815728485584,-1.0,-1.0
2016-09-21,0.015287282669578177,-0.006898400839418173,1.0,-1.0
2016-09-22,0.014261867987481077,-0.006377893500030041,1.0,-1.0
2016-09-23,-0.006624840465456589,-0.010228998027741909,-1.0,-1.0
2016-09-26,-0.008606299695547827,-0.009519989602267742,-1.0,-1.0
2016-09-27,0.0014611590606819925,-0.009732233360409737,1.0,-1.0
2016-09-28,0.008963583387537692,-0.00997669156640768,1.0,-1.0
2016-09-29,-0.012457692115738632,-0.0110458480194211,-1.0,-1.0
2016-09-30,0.010526427465374981,-0.004523060284554958,1.0,-1.0
2016-10-03,-0.0025808514795281332,-0.008460193872451782,-1.0,-1.0
2016-10-04,-0.004045965615273857,-0.011083252727985382,-1.0,-1.0
2016-10-05,0.005659776145772803,-0.007974039763212204,1.0,-1.0
2016-10-06,-0.0010487140064657677,-0.008217420428991318,-1.0,-1.0
2016-10-07,-0.008185086503834552,-0.010199777781963348,-1.0,-1.0
2016-10-10,0.011086477605185316,-0.0055053094401955605,1.0,-1.0
2016-10-11,-0.016553475838877108,-0.007577070500701666,-1.0,-1.0
2016-10-12,0.0016350518826513001,-0.004511341918259859,1.0,-1.0
2016-10-13,-0.009933132904702706,-0.00841494556516409,-1.0,-1.0
2016-10-14,-0.0027263046247955293,-0.0035495974589139223,-1.0,-1.0
2016-10-17,-0.001655899548256568,-0.0032449932768940926,-1.0,-1.0
2016-10-18,0.0031438733573178755,-0.005440308712422848,1.0,-1.0
2016-10-19,0.004039477618674589,-0.0073517607524991035,1.0,-1.0
2016-10-20,-0.006272261060862737,-0.004508059471845627,-1.0,-1.0
2016-10-21,-0.0028187796176915077,-0.01001021172851324,-1.0,-1.0
2016-10-24,0.008432646995173971,-0.004249949473887682,1.0,-1.0
2016-10-25,-0.009346326674035017,-0.006015259772539139,-1.0,-1.0
2016-10-26,-0.007423154773872561,-0.005936349742114544,-1.0,-1.0
2016-10-27,-0.010350544566129237,-0.005611744709312916,-1.0,-1.0
2016-10-28,-0.0018626953214319866,-0.0051022861152887344,-1.0,-1.0
2016-10-31,0.005661892136449954,-0.006044440902769566,1.0,-1.0
2016-11-01,-0.013745280624022247,-0.0056272028014063835,-1.0,-1.0
2016-11-02,-0.009787208886169494,-0.007224384229630232,-1.0,-1.0
2016-11-03,-0.002851073199606661,-0.008621767163276672,-1.0,-1.0
2016-11-04,0.004747323387989295,-0.01001706998795271,1.0,-1.0
2016-11-07,0.024077014741456317,-0.00792822614312172,1.0,-1.0
2016-11-08,0.0023509912922725557,-0.008144630119204521,1.0,-1.0
2016-11-09,0.030558127537297756,-0.004412348382174969,1.0,-1.0
2016-11-10,0.018695215577698415,-0.008794378489255905,1.0,-1.0
2016-11-11,0.02483670454106895,-0.007539385464042425,1.0,-1.0
2016-11-14,0.015148153768360562,-0.011737477965652943,1.0,-1.0
2016-11-15,0.0028342421646171375,-0.007603264879435301,1.0,-1.0
2016-11-16,0.00045869749845490706,-0.006418667268007994,1.0,-1.0
2016-11-17,0.004728892176276756,-0.009535231627523899,1.0,-1.0
2016-11-18,0.004706527761487974,-0.01097986102104187,1.0,-1.0
2016-11-21,0.004006013796917181,-0.006207473576068878,1.0,-1.0
2016-11-22,0.012816306731785852,-0.0027418839745223522,1.0,-1.0
2016-11-23,0.006088053117678851,-0.003582460107281804,1.0,-1.0
2016-11-25,0.004210247578072809,-0.009481665678322315,1.0,-1.0
2016-11-28,-0.012012506515855973,-0.008242949843406677,-1.0,-1.0
2016-11-29,-0.0002985817134411558,-0.004848978482186794,-1.0,-1.0
2016-11-30,-0.00358822527572965,-0.011109721846878529,-1.0,-1.0
2016-12-01,-0.0030751846460451864,-0.01121351309120655,-1.0,-1.0
2016-12-02,0.00015019378945921986,-0.008264889009296894,1.0,-1.0
2016-12-05,0.0171276762669474,-0.011728172190487385,1.0,-1.0
2016-12-06,0.011233039297930143,-0.010983273386955261,1.0,-1.0
2016-12-07,0.010386043485065522,-0.007572531700134277,1.0,-1.0
2016-12-08,0.016482075791749602,-0.009018883109092712,1.0,-1.0
2016-12-09,0.002059106231356255,-0.012677904218435287,1.0,-1.0
2016-12-12,-0.010122869833085532,-0.012036659754812717,-1.0,-1.0
2016-12-13,0.001145756354680858,-0.013179843313992023,1.0,-1.0
2016-12-14,-0.01253076641067162,-0.012173225171864033,-1.0,-1.0
2016-12-15,0.009305149880723666,-0.010271207429468632,1.0,-1.0
2016-12-16,-0.0059771113427183175,-0.013170748949050903,-1.0,-1.0
2016-12-19,0.005546129614200241,-0.01009373925626278,1.0,-1.0
2016-12-20,0.010148074972541735,-0.01361143495887518,1.0,-1.0
2016-12-21,-0.0017068203144283392,-0.012803522869944572,-1.0,-1.0
2016-12-22,-0.009954617328002062,-0.014566958881914616,-1.0,-1.0
2016-12-23,0.004412453502460799,-0.013408011756837368,1.0,-1.0
2016-12-27,0.006044427402394736,-0.013973250053822994,1.0,-1.0
