Date,006_EWU_1d_actual_lnrts,006_EWU_1d_forecast_lnrts,006_EWU_1d_true_label,006_EWU_1d_forecast_label
2016-01-06,-0.018477677387697844,0.001717916107736528,-1.0,1.0
2016-01-07,-0.028042223148435966,0.004993210081011057,-1.0,1.0
2016-01-08,-0.006635690097608622,0.006254987791180611,-1.0,1.0
2016-01-11,0.0026595343935602775,0.0053545031696558,1.0,1.0
2016-01-12,0.000663692884685724,-0.0015332564944401383,1.0,-1.0
2016-01-13,-0.01672839605813811,-0.002034055534750223,-1.0,-1.0
2016-01-14,0.018717217934244208,0.0007310557411983609,1.0,1.0
2016-01-15,-0.04054613487653997,0.0018895281245931983,-1.0,1.0
2016-01-19,0.004129401142512681,0.0028094532899558544,1.0,1.0
2016-01-20,-0.02152118319770982,-0.0015510946977883577,-1.0,-1.0
2016-01-21,0.013937510390844062,0.002051388844847679,1.0,1.0
2016-01-22,0.029323605992125315,0.006040362641215324,1.0,1.0
2016-01-25,-0.01831171382459389,0.004651391878724098,-1.0,1.0
2016-01-26,0.023673679018771918,0.008078324608504772,1.0,1.0
2016-01-27,-0.008053750304559898,0.006453877314925194,-1.0,1.0
2016-01-28,0.012721926474838314,0.006171680986881256,1.0,1.0
2016-01-29,0.0217185833852021,0.0007537371711805463,1.0,1.0
2016-02-01,0.001301250211465158,-0.0014053371269255877,1.0,-1.0
2016-02-02,-0.030365416110634782,4.376424476504326e-05,-1.0,1.0
2016-02-03,0.01397694268978314,0.0036744214594364166,1.0,1.0
2016-02-04,0.002640328285093583,0.0035482621751725674,1.0,1.0
2016-02-05,-0.015947141655607802,0.00046643067616969347,-1.0,1.0
2016-02-08,-0.026469170563883652,0.0031719570979475975,-1.0,1.0
2016-02-09,-0.009675368626282274,0.003865073435008526,-1.0,1.0
2016-02-10,-0.000694656676961217,0.004684299696236849,-1.0,1.0
2016-02-11,-0.013291514506376462,-0.0008015293860808015,-1.0,-1.0
2016-02-12,0.030515577025848496,0.0018678178312256932,1.0,1.0
2016-02-16,0.014242330082316327,-0.0020286012440919876,1.0,-1.0
2016-02-17,0.0226373785606949,-0.00413763290271163,1.0,-1.0
2016-02-18,-0.0052805275723272005,-0.004520181566476822,-1.0,-1.0
2016-02-19,-0.0013245176742196806,6.572960410267115e-05,-1.0,1.0
2016-02-22,0.0006625823302006612,0.0017407328123226762,1.0,1.0
2016-02-23,-0.024129937883986097,-0.0021243449300527573,-1.0,-1.0
2016-02-24,-0.005442212777794284,-0.0006588812102563679,-1.0,-1.0
2016-02-25,0.01757990896350141,-0.006304250098764896,1.0,-1.0
2016-02-26,-0.0006704028144625383,-0.001376422238536179,-1.0,-1.0
2016-02-29,-0.002014156036026241,4.236586391925812e-06,-1.0,1.0
2016-03-01,0.025217021812410104,-0.005429900251328945,1.0,-1.0
2016-03-02,0.005228825646867435,-0.0093477051705122,1.0,-1.0
2016-03-03,0.008438923809278177,-0.0063933078199625015,1.0,-1.0
2016-03-04,0.006443186870227179,-0.004785058554261923,1.0,-1.0
2016-03-07,0.00320619274640632,-0.0040612900629639626,1.0,-1.0
2016-03-08,-0.013535538025762867,-0.005449312273412943,-1.0,-1.0
2016-03-09,0.005178094148983627,-0.004200607538223267,1.0,-1.0
2016-03-10,-0.007777179619613326,-0.004105768166482449,-1.0,-1.0
2016-03-11,0.020606026462592443,-0.008496725000441074,1.0,-1.0
2016-03-14,-0.0038313625789770387,-0.004605934023857117,-1.0,-1.0
2016-03-15,-0.012230628415406104,-0.00391655508428812,-1.0,-1.0
2016-03-16,0.012230628415406154,-0.007438908331096172,1.0,-1.0
2016-03-17,0.02026663447478852,-0.007985242642462254,1.0,-1.0
2016-03-18,-0.003768855904322171,-0.005437917076051235,-1.0,-1.0
2016-03-21,-0.005680068048904016,-0.007333448156714439,-1.0,-1.0
2016-03-22,-0.012098201210081037,-0.004828824196010828,-1.0,-1.0
2016-03-23,-0.010950137726887422,-0.0028280047699809074,-1.0,-1.0
2016-03-24,-0.003243631288096918,-0.005555445794016123,-1.0,-1.0
2016-03-28,0.0071220840994085785,-0.002705702092498541,1.0,-1.0
2016-03-29,0.011546013008309227,-0.006795276887714863,1.0,-1.0
2016-03-30,0.008256690586759203,-0.004244166426360607,1.0,-1.0
2016-03-31,-0.00825669058675923,-0.008943837136030197,-1.0,-1.0
2016-04-01,-0.009612345411637845,-0.007070827763527632,-1.0,-1.0
2016-04-04,0.003214302661039143,-0.008303974755108356,1.0,-1.0
2016-04-05,-0.02009782941548291,-0.00907128769904375,-1.0,-1.0
2016-04-06,0.0143045504978645,-0.008244938217103481,1.0,-1.0
2016-04-07,-0.014959685195999758,-0.001859972602687776,-1.0,-1.0
2016-04-08,0.017538661452579055,0.000562728033401072,1.0,1.0
2016-04-11,0.005138017318904286,0.00011652696412056684,1.0,1.0
2016-04-12,0.01588848475109921,-0.0008480846299789846,1.0,-1.0
2016-04-13,0.012531494700448415,-0.007091794162988663,1.0,-1.0
2016-04-14,-0.001245988604516748,-0.0027646617963910103,-1.0,-1.0
2016-04-15,-0.003122239817423749,-0.008052527904510498,-1.0,-1.0
2016-04-18,0.008717393353249397,-0.0015944275073707104,1.0,-1.0
2016-04-19,0.017819241115300113,-0.005725543480366468,1.0,-1.0
2016-04-20,-0.003049617071764798,-0.002465891418978572,-1.0,-1.0
2016-04-21,-0.007357625233301346,-0.0038424828089773655,-1.0,-1.0
2016-04-22,0.0012300900981758562,-0.006090935319662094,1.0,-1.0
2016-04-25,-0.003694657212868236,-0.006034711375832558,-1.0,-1.0
2016-04-26,0.008599685375199466,-0.004679019097238779,1.0,-1.0
2016-04-27,0.0024434572479263205,-0.00988831464201212,1.0,-1.0
2016-04-28,-0.0036674926905882702,-0.006492936983704567,-1.0,-1.0
2016-04-29,-0.0012255676982547753,-0.004773436114192009,-1.0,-1.0
2016-05-02,0.005502913001215648,-0.00912444293498993,1.0,-1.0
2016-05-03,-0.021572490135809867,-0.006808777805417776,-1.0,-1.0
2016-05-04,-0.01569887996800556,-0.011302695609629154,-1.0,-1.0
2016-05-05,-0.0006330188882482663,-0.004545490723103285,-1.0,-1.0
2016-05-06,0.0025299730046076103,-0.006490391679108143,1.0,-1.0
2016-05-09,-0.006973061453092354,-0.008208793587982655,-1.0,-1.0
2016-05-10,0.0088663908777513,-0.009660636074841022,1.0,-1.0
2016-05-11,-0.002525280874118475,-0.004582347813993692,-1.0,-1.0
2016-05-12,-0.001898021555148019,-0.0021623093634843826,-1.0,-1.0
2016-05-13,-0.009545127703795868,-0.0038869623094797134,-1.0,-1.0
2016-05-16,0.013337806779834434,-0.0050323340110480785,1.0,-1.0
2016-05-17,-0.001262706071430899,-0.007308471482247114,-1.0,-1.0
2016-05-18,0.010681896139075973,-0.001538500189781189,1.0,-1.0
2016-05-19,-0.007528280622487476,-0.008157555013895035,-1.0,-1.0
2016-05-20,0.00439835432027846,-0.002129062544554472,1.0,-1.0
2016-05-23,-0.0031396875360278475,-0.004276325460523367,-1.0,-1.0
2016-05-24,0.026072128013014197,-0.002428061328828335,1.0,-1.0
2016-05-25,0.012180485009160068,-0.009491571225225925,1.0,-1.0
2016-05-26,-0.0030311289107862326,-0.01342557743191719,-1.0,-1.0
2016-05-27,-0.0036496457823731107,-0.01108013279736042,-1.0,-1.0
2016-05-31,-0.017830195661821025,-0.008700435981154442,-1.0,-1.0
2016-06-01,-0.005598764571001507,-0.006904943846166134,-1.0,-1.0
2016-06-02,0.004357286307077816,-0.008285081014037132,1.0,-1.0
2016-06-03,0.010503631260716673,-0.00535536976531148,1.0,-1.0
2016-06-06,-0.0006148559088937273,-0.007627306506037712,-1.0,-1.0
2016-06-07,0.005519884071224735,-0.006550924386829138,1.0,-1.0
2016-06-08,0.0024434572479263205,-0.004473784472793341,1.0,-1.0
2016-06-09,-0.010426390745929208,-0.005139335989952087,-1.0,-1.0
2016-06-10,-0.03705283726707586,-0.009930449537932873,-1.0,-1.0
2016-06-13,-0.012878479537104798,-0.0070131514221429825,-1.0,-1.0
2016-06-14,-0.02360773306264552,-0.010429472662508488,-1.0,-1.0
2016-06-15,0.00595439640946036,-0.00480337580665946,1.0,-1.0
2016-06-16,0.007229781428423227,-0.004698730539530516,1.0,-1.0
2016-06-17,0.021380817812569456,-0.00427579740062356,1.0,-1.0
2016-06-20,0.03959029668525632,-0.008825506083667278,1.0,-1.0
2016-06-21,0.009810148277046097,-0.010875258594751358,1.0,-1.0
2016-06-22,-0.005015358909780008,-0.00768313929438591,-1.0,-1.0
2016-06-23,0.0269458645065596,-0.004920092411339283,1.0,-1.0
2016-06-24,-0.12742151309322966,-0.00972843263298273,-1.0,-1.0
2016-06-27,-0.04062178707380995,-0.004157302901148796,-1.0,-1.0
2016-06-28,0.04199362589257676,-0.008403638377785683,1.0,-1.0
2016-06-29,0.02571178593962408,-0.01291925273835659,1.0,-1.0
2016-06-30,0.026369335813293142,-0.007184694055467844,1.0,-1.0
2016-07-01,0.0,-0.009110203012824059,0.0,-1.0
2016-07-05,-0.023700908244552774,-0.005084292031824589,-1.0,-1.0
2016-07-06,-0.008698586826524312,-0.007423498667776585,-1.0,-1.0
2016-07-07,-0.005390843741420625,-0.008860861882567406,-1.0,-1.0
2016-07-08,0.011421002999204531,-0.010260878130793571,1.0,-1.0
2016-07-11,0.013930608077037106,-0.007877716794610023,1.0,-1.0
2016-07-12,0.018923887741676672,-0.0027289448771625757,1.0,-1.0
2016-07-13,-0.001941206275104883,-0.010697978548705578,-1.0,-1.0
2016-07-14,0.008384479999194597,-0.011649021878838539,1.0,-1.0
2016-07-15,-0.006443273724089627,-0.012017360888421535,-1.0,-1.0
2016-07-18,0.005800844651792333,-0.008438553661108017,1.0,-1.0
2016-07-19,-0.010985590241676483,-0.013461731374263763,-1.0,-1.0
2016-07-20,0.008411605297979623,-0.013334044255316257,1.0,-1.0
2016-07-21,-0.0025806943820648126,-0.006335792597383261,-1.0,-1.0
2016-07-22,-0.0019398505202810714,-0.003463353030383587,-1.0,-1.0
2016-07-25,0.0012936851942502462,-0.013893586583435535,1.0,-1.0
2016-07-26,0.0012919468396854629,-0.013186553493142128,1.0,-1.0
2016-07-27,0.00643504790709575,-0.009028148837387562,1.0,-1.0
2016-07-28,-0.0032123477322832292,-0.005923841614276171,-1.0,-1.0
2016-07-29,0.0038536074005611075,-0.009351926855742931,1.0,-1.0
2016-08-01,-0.010957233437702652,-0.010605165734887123,-1.0,-1.0
2016-08-02,0.008389823674436057,-0.010551868006587029,1.0,-1.0
2016-08-03,-0.0032185845411310905,-0.01622670702636242,-1.0,-1.0
2016-08-04,0.003861013613428299,-0.012904861010611057,1.0,-1.0
2016-08-05,0.0006420831310055918,-0.01161064114421606,1.0,-1.0
2016-08-08,0.0012828975599638239,-0.010183523409068584,1.0,-1.0
2016-08-09,0.0012811875037656338,-0.009282512590289116,1.0,-1.0
2016-08-10,0.0012796144161412854,-0.005926906131207943,1.0,-1.0
2016-08-11,0.008911514760607163,-0.0063906097784638405,1.0,-1.0
2016-08-12,-0.0019028704089057563,-0.003953839652240276,-1.0,-1.0
2016-08-15,0.0012690263165119823,-0.00881906971335411,1.0,-1.0
2016-08-16,0.005060127413964901,-0.015388350933790207,1.0,-1.0
2016-08-17,0.0,-0.01449799258261919,0.0,-1.0
2016-08-18,0.00941918473394658,-0.010997709818184376,1.0,-1.0
2016-08-19,-0.008158192516860403,-0.013798332773149014,-1.0,-1.0
2016-08-22,0.0006298840082708177,-0.004982151556760073,1.0,-1.0
2016-08-23,0.006903085330166878,-0.006634194403886795,1.0,-1.0
2016-08-24,-0.0031318629156724576,-0.009217565879225731,-1.0,-1.0
2016-08-25,-0.003141637093345945,-0.00407092459499836,-1.0,-1.0
2016-08-26,-0.006313203843043549,-0.011442592367529869,-1.0,-1.0
2016-08-29,0.0037927422965380324,-0.011773806996643543,1.0,-1.0
2016-08-30,-0.0031595696002280982,-0.011036467738449574,-1.0,-1.0
2016-08-31,-0.0019005578137368162,-0.014028378762304783,-1.0,-1.0
2016-09-01,0.006321119631051215,-0.0060592838563025,1.0,-1.0
