Date,006_EWU_1d_actual_lnrts,006_EWU_1d_forecast_lnrts,006_EWU_1d_true_label,006_EWU_1d_forecast_label
2016-09-02,0.020580781276137123,0.0021978444419801235,1.0,1.0
2016-09-06,0.00184999782368291,-0.004248078912496567,1.0,-1.0
2016-09-07,-0.006180508309421137,-0.008290654048323631,-1.0,-1.0
2016-09-08,-0.0012405894150641162,-0.0166167002171278,-1.0,-1.0
2016-09-09,-0.018797569462291615,-0.012795010581612587,-1.0,-1.0
2016-09-12,0.006305177348573756,-0.010532117448747158,1.0,-1.0
2016-09-13,-0.022887166615377152,-0.008081227540969849,-1.0,-1.0
2016-09-14,0.0012853044436193905,0.00010269985068589449,1.0,1.0
2016-09-15,0.010859243549745483,-0.004518928471952677,1.0,-1.0
2016-09-16,-0.015365172259066215,-0.010421919636428356,-1.0,-1.0
2016-09-19,0.0077120969040556315,-0.008756215684115887,1.0,-1.0
2016-09-20,0.000640028458714208,-0.01437162235379219,1.0,-1.0
2016-09-21,0.010817814439377427,-0.011805051006376743,1.0,-1.0
2016-09-22,0.008821668240079558,-0.00872940942645073,1.0,-1.0
2016-09-23,-0.00882166824007954,-0.008853428065776825,-1.0,-1.0
2016-09-26,-0.010178228481950212,-0.0046888673678040504,-1.0,-1.0
2016-09-27,0.0025543270446696464,-0.0056461794301867485,1.0,-1.0
2016-09-28,0.011414084240352857,-0.008609750308096409,1.0,-1.0
2016-09-29,-0.007594950346153304,-0.014919377863407135,-1.0,-1.0
2016-09-30,0.006333162473570144,-0.013997218571603298,1.0,-1.0
2016-10-03,-0.0006315405735699491,-0.011803384870290756,-1.0,-1.0
2016-10-04,0.0031535914686658937,-0.005321777891367674,1.0,-1.0
2016-10-05,0.0006295853211484942,-0.003259788267314434,1.0,-1.0
2016-10-06,-0.010120287005095218,-0.003871456254273653,-1.0,-1.0
2016-10-07,-0.011509059678084325,-0.0061881933361291885,-1.0,-1.0
2016-10-10,-0.0012870253004177747,-0.0009438010165467858,-1.0,-1.0
2016-10-11,-0.02147821966798787,-0.0010185209102928638,-1.0,-1.0
2016-10-12,0.0,-0.0011128323385491967,0.0,-1.0
2016-10-13,-0.0032949057963568996,-0.006124027073383331,-1.0,-1.0
2016-10-14,-0.0033057294765106594,-0.010175016708672047,-1.0,-1.0
2016-10-17,-0.007311446447281195,-0.0076220594346523285,-1.0,-1.0
2016-10-18,0.013912081720148932,-0.005997245665639639,1.0,-1.0
2016-10-19,0.0032840850357792797,-0.006695880554616451,1.0,-1.0
2016-10-20,-0.001312360483627666,-0.0012548142112791538,-1.0,-1.0
2016-10-21,-0.0013140509737669423,-0.0050292848609387875,-1.0,-1.0
2016-10-24,-0.005273539567087039,-0.007951736450195312,-1.0,-1.0
2016-10-25,-0.0013228445917442605,-0.007543191779404879,-1.0,-1.0
2016-10-26,-0.005308499174086007,-0.007394640240818262,-1.0,-1.0
2016-10-27,-0.0006655525175336067,-0.00619001779705286,-1.0,-1.0
2016-10-28,-0.0006660302899716092,-0.0016668986063450575,-1.0,-1.0
2016-10-31,-0.0006664051014396876,-0.0023970557376742363,-1.0,-1.0
2016-11-01,-0.0033389458559637602,0.0015919680008664727,-1.0,1.0
2016-11-02,-0.005365534680157075,-0.008032102137804031,-1.0,-1.0
2016-11-03,0.0006722988110363137,-0.007506249006837606,1.0,-1.0
2016-11-04,-0.010131829281639573,-0.007445392198860645,-1.0,-1.0
2016-11-07,0.014825065150760432,-0.0029185106977820396,1.0,-1.0
2016-11-08,0.0036722384474122795,-0.0027033197693526745,1.0,-1.0
2016-11-09,0.01258288896273216,-0.0018242334481328726,1.0,-1.0
2016-11-10,0.0,-0.008057964034378529,0.0,-1.0
2016-11-11,-0.00958838159285769,-0.0029484815895557404,-1.0,-1.0
2016-11-14,-0.00466204769219624,-0.00036895403172820807,-1.0,-1.0
2016-11-15,0.005326239551734311,-0.002852134872227907,1.0,-1.0
2016-11-16,-0.010345470821710397,-0.002957399468868971,-1.0,-1.0
2016-11-17,0.006353479000849254,-0.010415501892566681,1.0,-1.0
2016-11-18,-0.010723918581657237,-0.011046393774449825,-1.0,-1.0
2016-11-21,0.013387050790990312,-0.005819645710289478,1.0,-1.0
2016-11-22,0.0029874804768396613,-0.0007198561215773225,1.0,-1.0
2016-11-23,-0.00033145606436676045,-0.002406204119324684,-1.0,-1.0
2016-11-25,0.004301101510915304,-0.0015225049573928118,1.0,-1.0
2016-11-28,-0.01262476223354318,-0.003881052602082491,-1.0,-1.0
2016-11-29,0.004669753879618891,-0.003299787174910307,1.0,-1.0
2016-11-30,0.00033273813014795097,-0.008063295856118202,1.0,-1.0
2016-12-01,0.0013298120523778563,-0.006656716577708721,1.0,-1.0
2016-12-02,0.008271335995835441,-0.009058588184416294,1.0,-1.0
2016-12-05,0.007222565201914791,-0.011154454201459885,1.0,-1.0
2016-12-06,0.0032658520817307507,-0.009724987670779228,1.0,-1.0
2016-12-07,0.01360127999103447,-0.005988965276628733,1.0,-1.0
2016-12-08,-0.0019317313355925987,-0.004592566750943661,-1.0,-1.0
2016-12-09,0.004822366201948302,-0.0036047324538230896,1.0,-1.0
2016-12-12,-0.004178074419380991,-0.009285923093557358,-1.0,-1.0
2016-12-13,0.00929644311546645,-0.009172657504677773,1.0,-1.0
2016-12-14,-0.011553416603181309,-0.01188679039478302,-1.0,-1.0
2016-12-15,-0.0016152531472224886,-0.00901262927800417,-1.0,-1.0
2016-12-16,0.0035501660156326566,-0.007899894379079342,1.0,-1.0
2016-12-19,-0.006139949703248406,-0.007744237780570984,-1.0,-1.0
2016-12-20,0.0016194048009026134,-0.008285799995064735,1.0,-1.0
2016-12-21,-0.00026254051157926226,-0.00871899165213108,-1.0,-1.0
2016-12-22,-0.003616568887382357,-0.009512181393802166,-1.0,-1.0
2016-12-23,0.0016455165600076259,-0.007444223389029503,1.0,-1.0
2016-12-27,0.0009860789467268968,-0.011627650819718838,1.0,-1.0
2016-12-28,-0.003950062228080126,-0.006429642904549837,-1.0,-1.0
2016-12-29,0.005591224172754696,-0.010614287108182907,1.0,-1.0
2016-12-30,0.006538145259371851,-0.008605539798736572,1.0,-1.0
