Date,004_EWG_1d_actual_lnrts,004_EWG_1d_forecast_lnrts,004_EWG_1d_true_label,004_EWG_1d_forecast_label
2016-10-31,0.0019315750598442572,0.004006326198577881,1.0,1.0
2016-11-01,-0.0077490254912922305,0.0026070878375321627,-1.0,1.0
2016-11-02,-0.007809462197574237,-0.0010711303912103176,-1.0,-1.0
2016-11-03,-0.0055031555176024175,-0.0008414029143750668,-1.0,-1.0
2016-11-04,-0.007120250395390642,-0.0010140188969671726,-1.0,-1.0
2016-11-07,0.014581496497476287,-0.000327033456414938,1.0,-1.0
2016-11-08,0.0031250235781309075,0.0018289240542799234,1.0,1.0
2016-11-09,0.0003899620603773828,-0.0004495452158153057,1.0,-1.0
2016-11-10,-0.0031238431462800717,-0.0027918601408600807,-1.0,-1.0
2016-11-11,-0.003133552126789673,-0.0009599616751074791,-1.0,-1.0
2016-11-14,-0.00985618688003934,0.0007454087026417255,-1.0,1.0
2016-11-15,0.004743204231841383,-0.00015202118083834648,1.0,-1.0
2016-11-16,-0.011900300206935232,-0.0006798608228564262,-1.0,-1.0
2016-11-17,0.0011964799449627,-0.0023937621153891087,1.0,-1.0
2016-11-18,-0.00920931563778076,-0.0011067320592701435,-1.0,-1.0
2016-11-21,0.006415421218422153,0.005308507010340691,1.0,1.0
2016-11-22,0.002793894419358528,0.005318072624504566,1.0,1.0
2016-11-23,-0.011222638121471132,0.001284178113564849,-1.0,1.0
2016-11-25,0.0064283090732576795,0.0020600752905011177,1.0,1.0
2016-11-28,-0.010467072872076218,0.0011506471782922745,-1.0,1.0
2016-11-29,0.008462669398233437,5.5157579481601715e-06,1.0,1.0
2016-11-30,-0.003618016208304857,-0.0014074458740651608,-1.0,-1.0
2016-12-01,-0.00605942038292546,-6.476417183876038e-06,-1.0,-1.0
2016-12-02,0.002428142944917015,-0.0008446979336440563,1.0,-1.0
2016-12-05,0.023962846280127393,-0.005039383191615343,1.0,-1.0
2016-12-06,0.008644392432974102,-0.002598952502012253,1.0,-1.0
2016-12-07,0.023202934775595475,0.0025662481784820557,1.0,1.0
2016-12-08,-0.0034463413432102258,0.0010837907902896404,-1.0,1.0
2016-12-09,0.0007668763751086389,0.0007386361248791218,1.0,1.0
2016-12-12,0.0007663668293590736,0.0005377759225666523,1.0,1.0
2016-12-13,0.008770236257220008,0.000519228633493185,1.0,1.0
2016-12-14,-0.012223188507363989,-0.0018694722093641758,-1.0,-1.0
2016-12-15,0.0,-0.0002771536819636822,0.0,-1.0
2016-12-16,0.004218576124681226,-0.0016898703761398792,1.0,-1.0
2016-12-19,-0.0026824672269936158,-0.0012172842398285866,-1.0,-1.0
2016-12-20,0.003447622345336814,-0.001306434627622366,1.0,-1.0
2016-12-21,0.005683672485273064,-0.0002348022535443306,1.0,-1.0
2016-12-22,-0.0007610109140711671,-0.0026012882590293884,-1.0,-1.0
2016-12-23,0.0015214431308977962,-0.0017378614284098148,1.0,-1.0
2016-12-27,0.0018986511776476046,-0.0023819375783205032,1.0,-1.0
2016-12-28,-0.0068520036833369215,-0.002957986667752266,-1.0,-1.0
2016-12-29,0.0060929370454395546,0.00025844620540738106,1.0,1.0
2016-12-30,0.0053010598600764375,0.0006871060468256474,1.0,1.0
