Date,004_EWG_1d_actual_lnrts,004_EWG_1d_forecast_lnrts,004_EWG_1d_true_label,004_EWG_1d_forecast_label
2016-01-06,-0.01151944233934566,0.004608402028679848,-1.0,1.0
2016-01-07,-0.020178228102887982,0.0035166824236512184,-1.0,1.0
2016-01-08,-0.00983203530097134,0.0062802452594041824,-1.0,1.0
2016-01-11,0.007791606757065692,0.006533036939799786,1.0,1.0
2016-01-12,0.01580584695659941,0.0006565987132489681,1.0,1.0
2016-01-13,-0.025245644830869152,0.002680680248886347,-1.0,1.0
2016-01-14,0.011480226418175346,0.002323695458471775,1.0,1.0
2016-01-15,-0.03737975723274185,0.002388363005593419,-1.0,1.0
2016-01-19,0.01219787247703053,0.0008390387520194054,1.0,1.0
2016-01-20,-0.01814015747795888,0.002850682009011507,-1.0,1.0
2016-01-21,0.010165189759013121,0.006356797181069851,1.0,1.0
2016-01-22,0.018785857529176952,-6.438558921217918e-05,1.0,-1.0
2016-01-25,-0.008722872754560207,-0.0007221088744699955,-1.0,-1.0
2016-01-26,0.01900896701537831,0.001011426793411374,1.0,1.0
2016-01-27,-0.00698307702771895,0.0027396129444241524,-1.0,1.0
2016-01-28,-0.004130587119122263,0.005617213435471058,-1.0,1.0
2016-01-29,0.007011879790353438,0.004312155768275261,1.0,1.0
2016-02-01,-0.0008224226652841192,0.0013815020211040974,-1.0,1.0
2016-02-02,-0.025412652242082837,0.0028653363697230816,-1.0,1.0
2016-02-03,0.01880923970711068,0.0034282563719898462,1.0,1.0
2016-02-04,-0.0037336340129480072,0.00513097457587719,-1.0,1.0
2016-02-05,-0.01930395524942158,0.004133427515625954,-1.0,1.0
2016-02-08,-0.02531779436617071,0.004657479003071785,-1.0,1.0
2016-02-09,-0.0017399565336664686,0.0026328309904783964,-1.0,1.0
2016-02-10,0.0030428607113841184,0.002049526898190379,1.0,1.0
2016-02-11,-0.00740574653955929,0.002565158298239112,-1.0,1.0
2016-02-12,0.010872001733075985,0.005359831266105175,1.0,1.0
2016-02-16,0.013745928305769251,0.003779300022870302,1.0,1.0
2016-02-17,0.02110671386644894,-0.00046675512567162514,1.0,-1.0
2016-02-18,0.0012522346264535321,0.0020982841961085796,1.0,1.0
2016-02-19,-0.0033430456304794974,0.004389212001115084,-1.0,1.0
2016-02-22,0.010410266249162874,0.006294332444667816,1.0,1.0
2016-02-23,-0.018395112867159783,0.004040365573018789,-1.0,1.0
2016-02-24,-0.012739111096577391,0.006338815204799175,-1.0,1.0
2016-02-25,0.011049898482416321,0.0039669787511229515,1.0,1.0
2016-02-26,-0.00042279354561537864,0.001507485518231988,-1.0,1.0
2016-02-29,-0.012337903378310382,0.0034166318364441395,-1.0,1.0
2016-03-01,0.036978938162871865,0.0009825786110013723,1.0,1.0
2016-03-02,-0.0008253481395440928,-0.002251092344522476,-1.0,-1.0
2016-03-03,0.009860397740802185,0.0026473284233361483,1.0,1.0
2016-03-04,0.004079985955933409,0.0012412762735038996,1.0,1.0
2016-03-07,-0.0028543138647678656,0.0014150063507258892,-1.0,1.0
2016-03-08,-0.01026072169242355,0.001183228101581335,-1.0,1.0
2016-03-09,0.004117025568722944,0.0018754866905510426,1.0,1.0
2016-03-10,-0.0037045206631663528,0.0011979332193732262,-1.0,1.0
2016-03-11,0.034849565855136266,0.0036708293482661247,1.0,1.0
2016-03-14,0.005163852011125383,0.001906737219542265,1.0,1.0
2016-03-15,-0.004367662766435614,0.0031528458930552006,-1.0,1.0
2016-03-16,0.015400069689156413,0.0005335188470780849,1.0,1.0
2016-03-17,-0.0003918907365621928,0.00026080990210175514,-1.0,1.0
2016-03-18,0.0015668058419368036,0.0041787284426391125,1.0,1.0
2016-03-21,-0.001174915105374593,0.0003454890102148056,-1.0,1.0
2016-03-22,0.0,-0.000941113568842411,0.0,-1.0
2016-03-23,-0.003532845275678835,-0.0017994451336562634,-1.0,-1.0
2016-03-24,-0.01027678665436071,-0.0024521364830434322,-1.0,-1.0
2016-03-28,0.0027772250073189765,-0.0009325393475592136,1.0,-1.0
2016-03-29,0.013771676829290043,0.0019082489889115095,1.0,1.0
2016-03-30,0.013198966473891311,0.001564858015626669,1.0,1.0
2016-03-31,-0.007743038180763297,-0.0012962082400918007,-1.0,-1.0
2016-04-01,-0.008195198199697426,-0.001501014456152916,-1.0,-1.0
2016-04-04,-0.0047133079138000095,-0.001524697057902813,-1.0,-1.0
2016-04-05,-0.023905473098471516,-0.0019589639268815517,-1.0,-1.0
2016-04-06,0.014014225623571505,-0.0022907163947820663,1.0,-1.0
2016-04-07,-0.02211146187990672,-0.0013651242479681969,-1.0,-1.0
2016-04-08,0.016929082872122553,0.0005989125929772854,1.0,1.0
2016-04-11,0.0035906754626378323,-0.0014965645968914032,1.0,-1.0
2016-04-12,0.012663413658167312,0.0014869077131152153,1.0,1.0
2016-04-13,0.012116584069575114,-0.002210034988820553,1.0,-1.0
2016-04-14,0.003490371712859282,0.00013069109991192818,1.0,1.0
2016-04-15,-0.001162050150464335,-0.0023278272710740566,-1.0,-1.0
2016-04-18,0.011177558698180948,-0.0007082456722855568,1.0,-1.0
2016-04-19,0.02535612762866565,-0.0036631221882998943,1.0,-1.0
2016-04-20,0.0007471932415243226,-0.0010885000228881836,1.0,-1.0
2016-04-21,-0.004116097376508097,0.0002359389327466488,-1.0,1.0
2016-04-22,-0.005263124266569145,-0.0015803421847522259,-1.0,-1.0
2016-04-25,-0.004912225270901189,-0.002007259987294674,-1.0,-1.0
2016-04-26,0.0007573784044022215,0.0005100537091493607,1.0,1.0
2016-04-27,0.0056614590556780375,-0.001259099692106247,1.0,-1.0
2016-04-28,-0.007176710731805526,-0.0032848333939909935,-1.0,-1.0
2016-04-29,-0.005702272696245398,-0.002475216519087553,-1.0,-1.0
2016-05-02,0.01137237123887199,-0.004331065807491541,1.0,-1.0
2016-05-03,-0.018642367213818477,-0.000927445013076067,-1.0,-1.0
2016-05-04,-0.012753849747717042,-0.0020469012670218945,-1.0,-1.0
2016-05-05,-0.006242586214674796,-0.003332293126732111,-1.0,-1.0
2016-05-06,0.007020283094322716,-0.0018789460882544518,1.0,-1.0
2016-05-09,0.0034917257620917263,0.0004549287259578705,1.0,1.0
2016-05-10,0.010402695092682896,-0.0027161422185599804,1.0,-1.0
2016-05-11,-0.008854686017756585,0.002345017623156309,-1.0,1.0
2016-05-12,-0.00971448404619091,0.0018056766130030155,-1.0,1.0
2016-05-13,-0.006267119987361426,-0.004116175230592489,-1.0,-1.0
2016-05-16,0.007047811567076907,-0.003953559789806604,1.0,-1.0
2016-05-17,-0.010984795870123765,-0.004055665340274572,-1.0,-1.0
2016-05-18,-0.00039451929029180076,0.0009663095697760582,-1.0,1.0
2016-05-19,-0.00951637519732266,-0.001792403869330883,-1.0,-1.0
2016-05-20,0.008331634981130608,-0.00254511134698987,1.0,-1.0
2016-05-23,-0.005149533714294299,0.00016211671754717827,-1.0,1.0
2016-05-24,0.016542384249302208,0.003525509499013424,1.0,1.0
2016-05-25,0.009718260044077533,-0.0010698502883315086,1.0,-1.0
2016-05-26,0.008858095991820216,-0.004026989918202162,1.0,-1.0
2016-05-27,-0.0030722410588956833,-0.001182863488793373,-1.0,-1.0
2016-05-31,-0.0026958143251815743,-0.0023062685504555702,-1.0,-1.0
2016-06-01,0.0011561067961455838,-0.002873379737138748,1.0,-1.0
2016-06-02,0.0015397075290359463,-0.001563818659633398,1.0,-1.0
2016-06-03,0.0046048293231077215,-0.0016057058237493038,1.0,-1.0
2016-06-06,0.001530203103499985,-0.00014752987772226334,1.0,-1.0
2016-06-07,0.011780452271488804,0.0007741111330688,1.0,1.0
2016-06-08,0.0007552973829582008,-0.0002040569670498371,1.0,-1.0
2016-06-09,-0.01828619521709089,0.0004946528933942318,-1.0,1.0
2016-06-10,-0.033623192958305737,-0.0015064938925206661,-1.0,-1.0
2016-06-13,-0.016032417347515274,0.00040547922253608704,-1.0,1.0
2016-06-14,-0.011786307357065746,0.0013651123736053705,-1.0,1.0
2016-06-15,0.0032653108682758523,0.0029215198010206223,1.0,1.0
2016-06-16,0.006093777602544436,0.0030635176226496696,1.0,1.0
2016-06-17,0.009673684235534583,0.00420705322176218,1.0,1.0
2016-06-20,0.023782326431369058,0.0036782787647098303,1.0,1.0
2016-06-21,0.008191919749453056,-0.0023817624896764755,1.0,-1.0
2016-06-22,0.003694359890662541,0.0023817906621843576,1.0,1.0
2016-06-23,0.031996542790216735,-0.0007657110691070557,1.0,-1.0
2016-06-24,-0.10305898591412921,-0.0048623657785356045,-1.0,-1.0
2016-06-27,-0.02456500579720052,-0.0006342483684420586,-1.0,-1.0
2016-06-28,0.020298759235925216,-0.002481624949723482,1.0,-1.0
2016-06-29,0.013588280779091645,0.00024276692420244217,1.0,1.0
2016-06-30,0.014238064431248339,0.002852907171472907,1.0,1.0
2016-07-01,0.00290650061579869,0.0013085289392620325,1.0,1.0
2016-07-05,-0.0315883272280905,0.0036817018408328295,-1.0,1.0
2016-07-06,-0.0029997425888609406,0.003744006622582674,-1.0,1.0
2016-07-07,-0.007322999662483975,-0.0009026196785271168,-1.0,-1.0
2016-07-08,0.022232745332053102,0.0023521108087152243,1.0,1.0
2016-07-11,0.015939955963509046,-0.004162375349551439,1.0,-1.0
2016-07-12,0.015689813379781994,-0.0032144468277692795,1.0,-1.0
2016-07-13,0.0016373424841520253,-0.003416051622480154,1.0,-1.0
2016-07-14,0.01542240390476975,-0.001092023216187954,1.0,-1.0
2016-07-15,-0.004035586200856982,-0.00035722507163882256,-1.0,-1.0
2016-07-18,0.0004043087628485753,0.004567968659102917,1.0,1.0
2016-07-19,-0.01138227192088773,-0.0025701913982629776,-1.0,-1.0
2016-07-20,0.012594218340272228,-0.002762321848422289,1.0,-1.0
2016-07-21,0.0008070667784001512,0.003814769210293889,1.0,1.0
2016-07-22,-0.0004034108221220416,0.004962158855050802,-1.0,1.0
2016-07-25,0.004429167042118437,-0.0016533108428120613,1.0,-1.0
2016-07-26,0.007205721866273072,-0.002396851312369108,1.0,-1.0
2016-07-27,0.009132484672495576,-0.0017421501688659191,1.0,-1.0
2016-07-28,0.004731942101725085,-0.0016485541127622128,1.0,-1.0
2016-07-29,0.009007306293334873,-0.0013786056078970432,1.0,-1.0
2016-08-01,-0.003906241275629371,0.0014051217585802078,-1.0,1.0
2016-08-02,-0.009437805477842672,0.00041964324191212654,-1.0,1.0
2016-08-03,-0.0007903982584564884,-0.0032048183493316174,-1.0,-1.0
2016-08-04,0.00039519661686868797,-0.0035555162467062473,1.0,-1.0
2016-08-05,0.008266172172068422,-0.0017992407083511353,1.0,-1.0
2016-08-08,0.005083114162614204,-0.00108284130692482,1.0,-1.0
2016-08-09,0.024273996970736633,-0.004841329995542765,1.0,-1.0
2016-08-10,0.004178513532472791,0.001203996129333973,1.0,1.0
2016-08-11,0.005670039669180816,0.0015115956775844097,1.0,1.0
2016-08-12,-0.001131461988246106,0.001333150314167142,-1.0,1.0
2016-08-15,0.004893680559891238,0.0001433934085071087,1.0,1.0
2016-08-16,0.001125941609217037,-0.003262757323682308,1.0,-1.0
2016-08-17,-0.004511277690074157,-0.006714546587318182,-1.0,-1.0
2016-08-18,0.007507516505881094,-0.0006996956653892994,1.0,-1.0
2016-08-19,-0.0067542157679225815,-0.0012868414632976055,-1.0,-1.0
2016-08-22,-0.0049066095584855,-0.0004448983818292618,-1.0,-1.0
2016-08-23,0.005283028048321101,-0.0025260718539357185,1.0,-1.0
2016-08-24,-0.0033930707158746354,-0.006127508822828531,-1.0,-1.0
2016-08-25,-0.005680776586833847,-0.004841652233153582,-1.0,-1.0
2016-08-26,-0.006859712536661688,-0.0030148820951581,-1.0,-1.0
2016-08-29,0.004578404919134181,-0.0025117979384958744,1.0,-1.0
2016-08-30,0.0022813076175273437,-0.004443649668246508,1.0,-1.0
2016-08-31,-0.004567948209191905,-0.007598301861435175,-1.0,-1.0
2016-09-01,0.0034278867917711016,-0.0035187075845897198,1.0,-1.0
2016-09-02,0.009084189492335021,0.002703266218304634,1.0,1.0
2016-09-06,0.005635952980451276,-0.0009777084924280643,1.0,-1.0
2016-09-07,0.0037397069637301926,-0.0010371007956564426,1.0,-1.0
2016-09-08,-0.005239644554806478,-0.0021284916438162327,-1.0,-1.0
2016-09-09,-0.022003878198298868,-0.00478012440726161,-1.0,-1.0
2016-09-12,0.006880846198668498,-0.004555777180939913,1.0,-1.0
2016-09-13,-0.013423051301738749,-0.002524436917155981,-1.0,-1.0
2016-09-14,-0.0003862759854063802,9.06139612197876e-05,-1.0,1.0
2016-09-15,0.008078633826258617,-0.0034168497659265995,1.0,-1.0
2016-09-16,-0.022472887815527715,-0.004588495474308729,-1.0,-1.0
2016-09-19,0.00625006216653241,-0.003845080267637968,1.0,-1.0
2016-09-20,0.004274389290688681,-0.005076209548860788,1.0,-1.0
2016-09-21,0.01347972342812588,-0.0010919645428657532,1.0,-1.0
2016-09-22,0.01518642300132263,-0.0019816947169601917,1.0,-1.0
2016-09-23,-0.0037750006396483128,-0.0022090086713433266,-1.0,-1.0
2016-09-26,-0.016396987015851655,-0.0007148198783397675,-1.0,-1.0
2016-09-27,-0.002309406808799627,-0.0037828325293958187,-1.0,-1.0
2016-09-28,0.00996931818019337,-0.003984258975833654,1.0,-1.0
2016-09-29,-0.020039144384432613,-0.0011209766380488873,-1.0,-1.0
2016-09-30,0.022325784976097208,-0.0017191148363053799,1.0,-1.0
2016-10-03,-0.004196085773272055,-0.004851226229220629,-1.0,-1.0
2016-10-04,0.004576658840491219,-0.0008245971985161304,1.0,-1.0
2016-10-05,0.004176965558369163,-0.0020707412622869015,1.0,-1.0
2016-10-06,-0.004557538625588489,-0.0007023257203400135,-1.0,-1.0
2016-10-07,-0.007258934964719675,-0.0012919954024255276,-1.0,-1.0
2016-10-10,0.0064973540469056585,-0.002823317889124155,1.0,-1.0
2016-10-11,-0.010724035186298055,-0.0011975611560046673,-1.0,-1.0
2016-10-12,-0.0073429789109488944,-0.001131650060415268,-1.0,-1.0
2016-10-13,-0.005445401955675659,-0.004188376944512129,-1.0,-1.0
2016-10-14,0.005057406731757329,0.0035508819855749607,1.0,1.0
2016-10-17,-0.003888016186422383,0.0018036174587905407,-1.0,1.0
2016-10-18,0.008533698220442603,0.0017843586392700672,1.0,1.0
2016-10-19,0.0019294964883089269,0.0005767745897173882,1.0,1.0
2016-10-20,0.0,-0.0004667178727686405,0.0,-1.0
2016-10-21,-0.0038625652935932553,-0.00440354784950614,-1.0,-1.0
2016-10-24,0.0030912527333025923,-0.0015146546065807343,1.0,-1.0
2016-10-25,0.00038571098423350567,-0.0020488020963966846,1.0,-1.0
2016-10-26,-0.005026082124285517,-0.004511245060712099,-1.0,-1.0
2016-10-27,0.0,-0.0030312538146972656,0.0,-1.0
2016-10-28,0.0023228969126644146,0.0019845692440867424,1.0,1.0
